row_id,dataset,molecule_index,component_split,heavy_atoms,molformer_tokens,within_limit
CHEMBL1862_Ki:42,CHEMBL1862_Ki,42,isolated,24,41,True
CHEMBL1862_Ki:43,CHEMBL1862_Ki,43,isolated,26,44,True
CHEMBL1862_Ki:44,CHEMBL1862_Ki,44,isolated,24,41,True
CHEMBL1862_Ki:45,CHEMBL1862_Ki,45,isolated,23,38,True
CHEMBL1862_Ki:46,CHEMBL1862_Ki,46,isolated,24,41,True
CHEMBL1862_Ki:47,CHEMBL1862_Ki,47,isolated,28,46,True
CHEMBL1862_Ki:48,CHEMBL1862_Ki,48,train,28,44,True
CHEMBL1862_Ki:49,CHEMBL1862_Ki,49,train,28,46,True
CHEMBL1862_Ki:50,CHEMBL1862_Ki,50,calibration,28,44,True
CHEMBL1862_Ki:51,CHEMBL1862_Ki,51,train,27,43,True
CHEMBL1862_Ki:52,CHEMBL1862_Ki,52,isolated,27,39,True
CHEMBL1862_Ki:53,CHEMBL1862_Ki,53,calibration,27,41,True
CHEMBL1862_Ki:54,CHEMBL1862_Ki,54,calibration,27,41,True
CHEMBL1862_Ki:55,CHEMBL1862_Ki,55,train,28,44,True
CHEMBL1862_Ki:56,CHEMBL1862_Ki,56,calibration,28,44,True
CHEMBL1862_Ki:57,CHEMBL1862_Ki,57,isolated,28,46,True
CHEMBL1862_Ki:58,CHEMBL1862_Ki,58,isolated,23,41,True
CHEMBL1862_Ki:59,CHEMBL1862_Ki,59,isolated,35,58,True
CHEMBL1862_Ki:60,CHEMBL1862_Ki,60,test,29,45,True
CHEMBL1862_Ki:61,CHEMBL1862_Ki,61,test,28,44,True
CHEMBL1862_Ki:62,CHEMBL1862_Ki,62,train,24,36,True
CHEMBL1862_Ki:63,CHEMBL1862_Ki,63,train,25,37,True
CHEMBL1862_Ki:64,CHEMBL1862_Ki,64,isolated,26,38,True
CHEMBL1862_Ki:65,CHEMBL1862_Ki,65,isolated,25,39,True
CHEMBL1862_Ki:66,CHEMBL1862_Ki,66,test,27,43,True
CHEMBL1862_Ki:67,CHEMBL1862_Ki,67,isolated,28,46,True
CHEMBL1862_Ki:68,CHEMBL1862_Ki,68,test,30,46,True
CHEMBL1862_Ki:69,CHEMBL1862_Ki,69,isolated,25,39,True
CHEMBL1862_Ki:70,CHEMBL1862_Ki,70,train,26,40,True
CHEMBL1862_Ki:71,CHEMBL1862_Ki,71,isolated,27,45,True
CHEMBL1862_Ki:72,CHEMBL1862_Ki,72,isolated,30,50,True
CHEMBL1862_Ki:73,CHEMBL1862_Ki,73,isolated,30,48,True
CHEMBL1862_Ki:74,CHEMBL1862_Ki,74,test,30,48,True
CHEMBL1862_Ki:75,CHEMBL1862_Ki,75,isolated,29,49,True
CHEMBL1862_Ki:76,CHEMBL1862_Ki,76,isolated,25,39,True
CHEMBL1862_Ki:77,CHEMBL1862_Ki,77,isolated,26,40,True
CHEMBL1862_Ki:78,CHEMBL1862_Ki,78,isolated,26,42,True
CHEMBL1862_Ki:79,CHEMBL1862_Ki,79,isolated,27,45,True
CHEMBL1862_Ki:80,CHEMBL1862_Ki,80,isolated,26,42,True
CHEMBL1862_Ki:81,CHEMBL1862_Ki,81,train,26,38,True
CHEMBL1862_Ki:82,CHEMBL1862_Ki,82,isolated,27,39,True
CHEMBL1862_Ki:83,CHEMBL1862_Ki,83,isolated,27,43,True
CHEMBL1862_Ki:84,CHEMBL1862_Ki,84,test,30,46,True
CHEMBL1862_Ki:85,CHEMBL1862_Ki,85,isolated,24,36,True
CHEMBL1862_Ki:86,CHEMBL1862_Ki,86,train,25,37,True
CHEMBL1862_Ki:87,CHEMBL1862_Ki,87,isolated,26,38,True
CHEMBL1862_Ki:88,CHEMBL1862_Ki,88,isolated,25,41,True
CHEMBL1862_Ki:89,CHEMBL1862_Ki,89,isolated,26,42,True
CHEMBL1862_Ki:90,CHEMBL1862_Ki,90,isolated,26,42,True
CHEMBL1862_Ki:91,CHEMBL1862_Ki,91,test,28,44,True
CHEMBL1862_Ki:92,CHEMBL1862_Ki,92,test,29,45,True
CHEMBL1862_Ki:93,CHEMBL1862_Ki,93,isolated,25,39,True
CHEMBL1862_Ki:94,CHEMBL1862_Ki,94,isolated,27,45,True
CHEMBL1862_Ki:95,CHEMBL1862_Ki,95,isolated,29,47,True
CHEMBL1862_Ki:96,CHEMBL1862_Ki,96,isolated,21,42,True
CHEMBL1862_Ki:97,CHEMBL1862_Ki,97,isolated,20,33,True
CHEMBL1862_Ki:98,CHEMBL1862_Ki,98,isolated,21,34,True
CHEMBL1862_Ki:99,CHEMBL1862_Ki,99,isolated,20,33,True
CHEMBL1862_Ki:100,CHEMBL1862_Ki,100,isolated,22,40,True
CHEMBL1862_Ki:101,CHEMBL1862_Ki,101,calibration,21,36,True
CHEMBL1862_Ki:102,CHEMBL1862_Ki,102,calibration,22,37,True
CHEMBL1862_Ki:103,CHEMBL1862_Ki,103,train,22,37,True
CHEMBL1862_Ki:104,CHEMBL1862_Ki,104,train,22,37,True
CHEMBL1862_Ki:105,CHEMBL1862_Ki,105,isolated,25,44,True
CHEMBL1862_Ki:106,CHEMBL1862_Ki,106,isolated,24,43,True
CHEMBL1862_Ki:107,CHEMBL1862_Ki,107,isolated,21,36,True
CHEMBL1862_Ki:108,CHEMBL1862_Ki,108,isolated,20,36,True
CHEMBL1862_Ki:109,CHEMBL1862_Ki,109,test,20,36,True
CHEMBL1862_Ki:110,CHEMBL1862_Ki,110,isolated,21,34,True
CHEMBL1862_Ki:111,CHEMBL1862_Ki,111,isolated,21,34,True
CHEMBL1862_Ki:112,CHEMBL1862_Ki,112,isolated,21,36,True
CHEMBL1862_Ki:113,CHEMBL1862_Ki,113,isolated,21,36,True
CHEMBL1862_Ki:114,CHEMBL1862_Ki,114,test,21,36,True
CHEMBL1862_Ki:115,CHEMBL1862_Ki,115,test,29,47,True
CHEMBL1862_Ki:116,CHEMBL1862_Ki,116,isolated,30,48,True
CHEMBL1862_Ki:117,CHEMBL1862_Ki,117,test,30,48,True
CHEMBL1862_Ki:118,CHEMBL1862_Ki,118,test,28,46,True
CHEMBL1862_Ki:119,CHEMBL1862_Ki,119,test,30,48,True
CHEMBL1862_Ki:120,CHEMBL1862_Ki,120,isolated,29,49,True
CHEMBL1862_Ki:121,CHEMBL1862_Ki,121,test,30,48,True
CHEMBL1862_Ki:122,CHEMBL1862_Ki,122,test,28,46,True
CHEMBL1862_Ki:123,CHEMBL1862_Ki,123,test,30,48,True
CHEMBL1862_Ki:124,CHEMBL1862_Ki,124,test,30,46,True
CHEMBL1862_Ki:125,CHEMBL1862_Ki,125,test,29,47,True
CHEMBL1862_Ki:126,CHEMBL1862_Ki,126,test,29,45,True
CHEMBL1862_Ki:127,CHEMBL1862_Ki,127,test,29,47,True
CHEMBL1862_Ki:128,CHEMBL1862_Ki,128,test,29,47,True
CHEMBL1862_Ki:129,CHEMBL1862_Ki,129,isolated,30,46,True
CHEMBL1862_Ki:130,CHEMBL1862_Ki,130,test,29,45,True
CHEMBL1862_Ki:131,CHEMBL1862_Ki,131,test,29,47,True
CHEMBL1862_Ki:132,CHEMBL1862_Ki,132,test,30,46,True
CHEMBL1862_Ki:133,CHEMBL1862_Ki,133,test,30,48,True
CHEMBL1862_Ki:134,CHEMBL1862_Ki,134,test,29,51,True
CHEMBL1862_Ki:135,CHEMBL1862_Ki,135,test,28,48,True
CHEMBL1862_Ki:136,CHEMBL1862_Ki,136,test,27,47,True
CHEMBL1862_Ki:137,CHEMBL1862_Ki,137,test,29,51,True
CHEMBL1862_Ki:138,CHEMBL1862_Ki,138,test,28,48,True
CHEMBL1862_Ki:139,CHEMBL1862_Ki,139,calibration,30,52,True
CHEMBL1862_Ki:140,CHEMBL1862_Ki,140,isolated,35,57,True
CHEMBL1862_Ki:141,CHEMBL1862_Ki,141,calibration,33,58,True
CHEMBL1862_Ki:142,CHEMBL1862_Ki,142,isolated,43,75,True
CHEMBL1862_Ki:143,CHEMBL1862_Ki,143,calibration,29,51,True
CHEMBL1862_Ki:144,CHEMBL1862_Ki,144,test,28,50,True
CHEMBL1862_Ki:145,CHEMBL1862_Ki,145,calibration,32,57,True
CHEMBL1862_Ki:146,CHEMBL1862_Ki,146,isolated,32,50,True
CHEMBL1862_Ki:147,CHEMBL1862_Ki,147,isolated,31,45,True
CHEMBL1862_Ki:148,CHEMBL1862_Ki,148,isolated,35,53,True
CHEMBL1862_Ki:149,CHEMBL1862_Ki,149,isolated,36,54,True
CHEMBL1862_Ki:150,CHEMBL1862_Ki,150,isolated,36,54,True
CHEMBL1862_Ki:151,CHEMBL1862_Ki,151,isolated,35,53,True
CHEMBL1862_Ki:152,CHEMBL1862_Ki,152,isolated,34,52,True
CHEMBL1862_Ki:153,CHEMBL1862_Ki,153,train,27,43,True
CHEMBL1862_Ki:154,CHEMBL1862_Ki,154,train,27,43,True
CHEMBL1862_Ki:155,CHEMBL1862_Ki,155,train,27,43,True
CHEMBL1862_Ki:156,CHEMBL1862_Ki,156,train,27,43,True
CHEMBL1862_Ki:157,CHEMBL1862_Ki,157,isolated,30,52,True
CHEMBL1862_Ki:158,CHEMBL1862_Ki,158,isolated,25,44,True
CHEMBL1862_Ki:159,CHEMBL1862_Ki,159,isolated,30,47,True
CHEMBL1862_Ki:160,CHEMBL1862_Ki,160,test,29,45,True
CHEMBL1862_Ki:161,CHEMBL1862_Ki,161,test,29,47,True
CHEMBL1862_Ki:162,CHEMBL1862_Ki,162,isolated,29,45,True
CHEMBL1862_Ki:163,CHEMBL1862_Ki,163,test,28,46,True
CHEMBL1862_Ki:164,CHEMBL1862_Ki,164,calibration,26,38,True
CHEMBL1862_Ki:165,CHEMBL1862_Ki,165,test,29,47,True
CHEMBL1862_Ki:166,CHEMBL1862_Ki,166,isolated,26,40,True
CHEMBL1862_Ki:167,CHEMBL1862_Ki,167,isolated,31,50,True
CHEMBL1862_Ki:168,CHEMBL1862_Ki,168,isolated,29,50,True
CHEMBL1862_Ki:169,CHEMBL1862_Ki,169,train,35,62,True
CHEMBL1862_Ki:170,CHEMBL1862_Ki,170,isolated,34,58,True
CHEMBL1862_Ki:171,CHEMBL1862_Ki,171,isolated,33,58,True
CHEMBL1862_Ki:172,CHEMBL1862_Ki,172,isolated,33,59,True
CHEMBL1862_Ki:173,CHEMBL1862_Ki,173,isolated,24,41,True
CHEMBL1862_Ki:174,CHEMBL1862_Ki,174,isolated,17,27,True
CHEMBL1862_Ki:175,CHEMBL1862_Ki,175,isolated,23,39,True
CHEMBL1862_Ki:176,CHEMBL1862_Ki,176,isolated,38,70,True
CHEMBL1862_Ki:177,CHEMBL1862_Ki,177,isolated,11,19,True
CHEMBL1862_Ki:178,CHEMBL1862_Ki,178,isolated,29,48,True
CHEMBL1862_Ki:179,CHEMBL1862_Ki,179,isolated,37,66,True
CHEMBL1862_Ki:180,CHEMBL1862_Ki,180,isolated,17,28,True
CHEMBL1862_Ki:181,CHEMBL1862_Ki,181,isolated,21,36,True
CHEMBL1862_Ki:182,CHEMBL1862_Ki,182,isolated,35,64,True
CHEMBL1862_Ki:183,CHEMBL1862_Ki,183,isolated,22,40,True
CHEMBL1862_Ki:184,CHEMBL1862_Ki,184,isolated,24,41,True
CHEMBL1862_Ki:185,CHEMBL1862_Ki,185,isolated,14,24,True
CHEMBL1862_Ki:186,CHEMBL1862_Ki,186,isolated,19,34,True
CHEMBL1862_Ki:187,CHEMBL1862_Ki,187,isolated,23,39,True
CHEMBL1862_Ki:188,CHEMBL1862_Ki,188,isolated,13,22,True
CHEMBL1862_Ki:189,CHEMBL1862_Ki,189,isolated,29,44,True
CHEMBL1862_Ki:190,CHEMBL1862_Ki,190,train,36,63,True
CHEMBL1862_Ki:191,CHEMBL1862_Ki,191,isolated,43,72,True
CHEMBL1862_Ki:192,CHEMBL1862_Ki,192,isolated,31,55,True
CHEMBL1862_Ki:193,CHEMBL1862_Ki,193,isolated,31,55,True
CHEMBL1862_Ki:194,CHEMBL1862_Ki,194,isolated,28,50,True
CHEMBL1862_Ki:195,CHEMBL1862_Ki,195,isolated,29,49,True
CHEMBL1862_Ki:196,CHEMBL1862_Ki,196,isolated,23,41,True
CHEMBL1862_Ki:197,CHEMBL1862_Ki,197,isolated,39,73,True
CHEMBL1862_Ki:198,CHEMBL1862_Ki,198,isolated,33,49,True
CHEMBL1862_Ki:199,CHEMBL1862_Ki,199,isolated,17,30,True
CHEMBL1862_Ki:200,CHEMBL1862_Ki,200,isolated,31,54,True
CHEMBL1862_Ki:201,CHEMBL1862_Ki,201,isolated,15,27,True
CHEMBL1862_Ki:202,CHEMBL1862_Ki,202,isolated,36,65,True
CHEMBL1862_Ki:203,CHEMBL1862_Ki,203,isolated,30,46,True
CHEMBL1862_Ki:204,CHEMBL1862_Ki,204,isolated,31,57,True
CHEMBL1862_Ki:205,CHEMBL1862_Ki,205,isolated,13,22,True
CHEMBL1862_Ki:206,CHEMBL1862_Ki,206,isolated,16,27,True
CHEMBL1862_Ki:207,CHEMBL1862_Ki,207,isolated,35,60,True
CHEMBL1862_Ki:208,CHEMBL1862_Ki,208,isolated,14,28,True
CHEMBL1862_Ki:209,CHEMBL1862_Ki,209,isolated,18,31,True
CHEMBL1862_Ki:210,CHEMBL1862_Ki,210,train,38,65,True
CHEMBL1862_Ki:211,CHEMBL1862_Ki,211,isolated,44,71,True
CHEMBL1862_Ki:212,CHEMBL1862_Ki,212,isolated,38,63,True
CHEMBL1862_Ki:213,CHEMBL1862_Ki,213,isolated,20,36,True
CHEMBL1862_Ki:214,CHEMBL1862_Ki,214,train,37,64,True
CHEMBL1862_Ki:215,CHEMBL1862_Ki,215,isolated,35,62,True
CHEMBL1862_Ki:216,CHEMBL1862_Ki,216,isolated,26,44,True
CHEMBL1862_Ki:217,CHEMBL1862_Ki,217,isolated,32,58,True
CHEMBL1862_Ki:218,CHEMBL1862_Ki,218,isolated,27,50,True
CHEMBL1862_Ki:219,CHEMBL1862_Ki,219,isolated,26,44,True
CHEMBL1862_Ki:220,CHEMBL1862_Ki,220,isolated,11,20,True
CHEMBL1862_Ki:221,CHEMBL1862_Ki,221,train,31,56,True
CHEMBL1862_Ki:222,CHEMBL1862_Ki,222,isolated,22,36,True
CHEMBL1862_Ki:223,CHEMBL1862_Ki,223,isolated,12,21,True
CHEMBL1862_Ki:224,CHEMBL1862_Ki,224,isolated,26,44,True
CHEMBL1862_Ki:225,CHEMBL1862_Ki,225,isolated,26,45,True
CHEMBL1862_Ki:226,CHEMBL1862_Ki,226,isolated,38,61,True
CHEMBL1862_Ki:227,CHEMBL1862_Ki,227,train,33,60,True
CHEMBL1862_Ki:228,CHEMBL1862_Ki,228,isolated,30,48,True
CHEMBL1862_Ki:229,CHEMBL1862_Ki,229,isolated,22,39,True
CHEMBL1862_Ki:230,CHEMBL1862_Ki,230,isolated,35,62,True
CHEMBL1862_Ki:231,CHEMBL1862_Ki,231,isolated,39,67,True
CHEMBL1862_Ki:232,CHEMBL1862_Ki,232,isolated,11,19,True
CHEMBL1862_Ki:233,CHEMBL1862_Ki,233,isolated,20,38,True
CHEMBL1862_Ki:234,CHEMBL1862_Ki,234,isolated,33,58,True
CHEMBL1862_Ki:235,CHEMBL1862_Ki,235,isolated,12,21,True
CHEMBL1862_Ki:236,CHEMBL1862_Ki,236,isolated,30,48,True
CHEMBL1862_Ki:237,CHEMBL1862_Ki,237,isolated,27,47,True
CHEMBL1862_Ki:238,CHEMBL1862_Ki,238,isolated,21,40,True
CHEMBL1862_Ki:239,CHEMBL1862_Ki,239,isolated,17,32,True
CHEMBL1862_Ki:240,CHEMBL1862_Ki,240,isolated,27,47,True
CHEMBL1862_Ki:241,CHEMBL1862_Ki,241,isolated,26,45,True
CHEMBL1862_Ki:242,CHEMBL1862_Ki,242,isolated,20,35,True
CHEMBL1862_Ki:243,CHEMBL1862_Ki,243,isolated,31,54,True
CHEMBL1862_Ki:244,CHEMBL1862_Ki,244,isolated,29,51,True
CHEMBL1862_Ki:245,CHEMBL1862_Ki,245,isolated,18,32,True
CHEMBL1862_Ki:246,CHEMBL1862_Ki,246,isolated,25,44,True
CHEMBL1862_Ki:247,CHEMBL1862_Ki,247,isolated,26,43,True
CHEMBL1862_Ki:248,CHEMBL1862_Ki,248,isolated,24,43,True
CHEMBL1862_Ki:249,CHEMBL1862_Ki,249,isolated,35,60,True
CHEMBL1862_Ki:250,CHEMBL1862_Ki,250,isolated,29,53,True
CHEMBL1862_Ki:251,CHEMBL1862_Ki,251,isolated,35,59,True
CHEMBL1862_Ki:252,CHEMBL1862_Ki,252,isolated,34,62,True
CHEMBL1862_Ki:253,CHEMBL1862_Ki,253,isolated,20,36,True
CHEMBL1862_Ki:254,CHEMBL1862_Ki,254,isolated,39,72,True
CHEMBL1862_Ki:255,CHEMBL1862_Ki,255,isolated,28,48,True
CHEMBL1862_Ki:256,CHEMBL1862_Ki,256,isolated,34,61,True
CHEMBL1862_Ki:257,CHEMBL1862_Ki,257,isolated,16,27,True
CHEMBL1862_Ki:258,CHEMBL1862_Ki,258,isolated,11,20,True
CHEMBL1862_Ki:259,CHEMBL1862_Ki,259,isolated,22,38,True
CHEMBL1862_Ki:260,CHEMBL1862_Ki,260,isolated,29,51,True
CHEMBL1862_Ki:261,CHEMBL1862_Ki,261,isolated,17,30,True
CHEMBL1862_Ki:262,CHEMBL1862_Ki,262,isolated,25,44,True
CHEMBL1862_Ki:263,CHEMBL1862_Ki,263,isolated,26,45,True
CHEMBL1862_Ki:264,CHEMBL1862_Ki,264,isolated,27,47,True
CHEMBL1862_Ki:265,CHEMBL1862_Ki,265,isolated,27,43,True
CHEMBL1862_Ki:266,CHEMBL1862_Ki,266,isolated,15,26,True
CHEMBL1862_Ki:267,CHEMBL1862_Ki,267,isolated,41,70,True
CHEMBL1862_Ki:268,CHEMBL1862_Ki,268,isolated,14,25,True
CHEMBL1862_Ki:269,CHEMBL1862_Ki,269,isolated,21,38,True
CHEMBL1862_Ki:270,CHEMBL1862_Ki,270,isolated,20,35,True
CHEMBL1862_Ki:271,CHEMBL1862_Ki,271,train,33,60,True
CHEMBL1862_Ki:272,CHEMBL1862_Ki,272,isolated,17,31,True
CHEMBL1862_Ki:273,CHEMBL1862_Ki,273,isolated,33,58,True
CHEMBL1862_Ki:274,CHEMBL1862_Ki,274,isolated,39,66,True
CHEMBL1862_Ki:275,CHEMBL1862_Ki,275,isolated,20,32,True
CHEMBL1862_Ki:276,CHEMBL1862_Ki,276,isolated,29,53,True
CHEMBL1862_Ki:277,CHEMBL1862_Ki,277,isolated,26,39,True
CHEMBL1862_Ki:278,CHEMBL1862_Ki,278,isolated,27,47,True
CHEMBL1862_Ki:279,CHEMBL1862_Ki,279,isolated,12,24,True
CHEMBL1862_Ki:280,CHEMBL1862_Ki,280,train,32,55,True
CHEMBL1862_Ki:281,CHEMBL1862_Ki,281,isolated,21,34,True
CHEMBL1862_Ki:282,CHEMBL1862_Ki,282,isolated,28,48,True
CHEMBL1862_Ki:283,CHEMBL1862_Ki,283,isolated,11,20,True
CHEMBL1862_Ki:284,CHEMBL1862_Ki,284,isolated,36,67,True
CHEMBL1862_Ki:285,CHEMBL1862_Ki,285,isolated,25,40,True
CHEMBL1862_Ki:286,CHEMBL1862_Ki,286,isolated,42,72,True
CHEMBL1862_Ki:287,CHEMBL1862_Ki,287,isolated,33,58,True
CHEMBL1862_Ki:288,CHEMBL1862_Ki,288,isolated,35,62,True
CHEMBL1862_Ki:289,CHEMBL1862_Ki,289,isolated,30,51,True
CHEMBL1862_Ki:290,CHEMBL1862_Ki,290,isolated,16,27,True
CHEMBL1862_Ki:291,CHEMBL1862_Ki,291,isolated,27,45,True
CHEMBL1862_Ki:292,CHEMBL1862_Ki,292,isolated,31,57,True
CHEMBL1862_Ki:293,CHEMBL1862_Ki,293,isolated,32,54,True
CHEMBL1862_Ki:294,CHEMBL1862_Ki,294,isolated,23,40,True
CHEMBL1862_Ki:295,CHEMBL1862_Ki,295,train,35,60,True
CHEMBL1862_Ki:296,CHEMBL1862_Ki,296,isolated,18,33,True
CHEMBL1862_Ki:297,CHEMBL1862_Ki,297,isolated,33,55,True
CHEMBL1862_Ki:298,CHEMBL1862_Ki,298,isolated,41,69,True
CHEMBL1862_Ki:299,CHEMBL1862_Ki,299,isolated,39,66,True
CHEMBL1862_Ki:300,CHEMBL1862_Ki,300,isolated,26,44,True
CHEMBL1862_Ki:301,CHEMBL1862_Ki,301,isolated,17,30,True
CHEMBL1862_Ki:302,CHEMBL1862_Ki,302,isolated,21,38,True
CHEMBL1862_Ki:303,CHEMBL1862_Ki,303,isolated,25,44,True
CHEMBL1862_Ki:304,CHEMBL1862_Ki,304,isolated,22,39,True
CHEMBL1862_Ki:305,CHEMBL1862_Ki,305,isolated,30,46,True
CHEMBL1862_Ki:306,CHEMBL1862_Ki,306,isolated,31,61,True
CHEMBL1862_Ki:307,CHEMBL1862_Ki,307,isolated,34,57,True
CHEMBL1862_Ki:308,CHEMBL1862_Ki,308,isolated,30,54,True
CHEMBL1862_Ki:309,CHEMBL1862_Ki,309,isolated,19,35,True
CHEMBL1862_Ki:310,CHEMBL1862_Ki,310,isolated,18,29,True
CHEMBL1862_Ki:311,CHEMBL1862_Ki,311,train,32,57,True
CHEMBL1862_Ki:312,CHEMBL1862_Ki,312,isolated,25,41,True
CHEMBL1862_Ki:313,CHEMBL1862_Ki,313,isolated,22,41,True
CHEMBL1862_Ki:314,CHEMBL1862_Ki,314,isolated,30,53,True
CHEMBL1862_Ki:315,CHEMBL1862_Ki,315,isolated,17,30,True
CHEMBL1862_Ki:316,CHEMBL1862_Ki,316,isolated,24,39,True
CHEMBL1862_Ki:317,CHEMBL1862_Ki,317,isolated,38,67,True
CHEMBL1862_Ki:318,CHEMBL1862_Ki,318,isolated,32,55,True
CHEMBL1862_Ki:319,CHEMBL1862_Ki,319,isolated,24,44,True
CHEMBL1862_Ki:320,CHEMBL1862_Ki,320,isolated,16,27,True
CHEMBL1862_Ki:321,CHEMBL1862_Ki,321,isolated,31,55,True
CHEMBL1862_Ki:322,CHEMBL1862_Ki,322,isolated,27,45,True
CHEMBL1862_Ki:323,CHEMBL1862_Ki,323,isolated,18,30,True
CHEMBL1862_Ki:324,CHEMBL1862_Ki,324,isolated,46,79,True
CHEMBL1862_Ki:325,CHEMBL1862_Ki,325,isolated,38,67,True
CHEMBL1862_Ki:326,CHEMBL1862_Ki,326,isolated,18,28,True
CHEMBL1862_Ki:327,CHEMBL1862_Ki,327,isolated,24,41,True
CHEMBL1862_Ki:328,CHEMBL1862_Ki,328,isolated,32,60,True
CHEMBL1862_Ki:329,CHEMBL1862_Ki,329,isolated,35,62,True
CHEMBL1862_Ki:330,CHEMBL1862_Ki,330,train,36,61,True
CHEMBL1862_Ki:331,CHEMBL1862_Ki,331,isolated,27,47,True
CHEMBL1862_Ki:332,CHEMBL1862_Ki,332,isolated,24,39,True
CHEMBL1862_Ki:333,CHEMBL1862_Ki,333,isolated,33,59,True
CHEMBL1862_Ki:334,CHEMBL1862_Ki,334,isolated,25,45,True
CHEMBL1862_Ki:335,CHEMBL1862_Ki,335,isolated,10,16,True
CHEMBL1862_Ki:336,CHEMBL1862_Ki,336,isolated,26,44,True
CHEMBL1862_Ki:337,CHEMBL1862_Ki,337,train,38,69,True
CHEMBL1862_Ki:338,CHEMBL1862_Ki,338,isolated,31,55,True
CHEMBL1862_Ki:339,CHEMBL1862_Ki,339,isolated,18,32,True
CHEMBL1862_Ki:340,CHEMBL1862_Ki,340,isolated,29,52,True
CHEMBL1862_Ki:341,CHEMBL1862_Ki,341,train,34,61,True
CHEMBL1862_Ki:342,CHEMBL1862_Ki,342,isolated,32,56,True
CHEMBL1862_Ki:343,CHEMBL1862_Ki,343,isolated,32,52,True
CHEMBL1862_Ki:344,CHEMBL1862_Ki,344,isolated,23,37,True
CHEMBL1862_Ki:345,CHEMBL1862_Ki,345,isolated,26,41,True
CHEMBL1862_Ki:346,CHEMBL1862_Ki,346,isolated,30,54,True
CHEMBL1862_Ki:347,CHEMBL1862_Ki,347,isolated,26,47,True
CHEMBL1862_Ki:348,CHEMBL1862_Ki,348,isolated,26,47,True
CHEMBL1862_Ki:349,CHEMBL1862_Ki,349,isolated,26,44,True
CHEMBL1862_Ki:350,CHEMBL1862_Ki,350,isolated,28,44,True
