row_id,canonical_smiles,unimol_2d_fallback
mutant:12873,CC(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)NC(CCC2CCNCC2)CC(=O)NCc2ccc(C(=N)N)cc2)CC1,True
mutant:12874,CC(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)NC(CCC2CCNCC2)CNC(=O)NCc2ccc(C(=N)N)cc2)CC1,True
mutant:12876,CC(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CC(C)(C)C2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,True
mutant:12882,CC(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCCc2ccc(C(=N)N)cc2)CC1,True
mutant:12885,CC(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)CO)cc2)CC1,True
mutant:12886,CC(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(N)NN)cc2)CC1,True
mutant:12887,CC(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(CCCN)cc2)CC1,True
mutant:12889,CC(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(NC(=N)N)cc2)CC1,True
mutant:12892,CC(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NNCc2ccc(C(=N)N)cc2)CC1,True
mutant:12893,CC(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(F)(F)CNCc2ccc(C(=N)N)cc2)CC1,True
mutant:12894,CC(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)SCCNCc2ccc(C(=N)N)cc2)CC1,True
mutant:12895,CC(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC=CC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,True
mutant:12896,CC(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,True
mutant:12900,CC(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCOCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,True
mutant:12905,CC(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@H](CCCNCc2ccc(C(=N)N)cc2)CCC2CCNCC2)CC1,True
mutant:12906,CC(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)C(N)=O)CC1,True
mutant:12909,CC(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)NCc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,True
mutant:12910,CC(C)C(=O)N1CCC(CC[C@@H](OS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,True
mutant:12912,CC(C)C(=O)N1CCC(CC[C@H](N=C(S)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)NS(=O)(=O)Cc2ccccc2)CC1,True
mutant:12947,CC(C)C(=O)NCCc1cn(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)cn1,True
mutant:13109,CC(C)C(F)(F)c1cc(N2C(=O)[C@@H]3[C@H](C2=O)[C@]2(C)C[C@@H](NS(C)(=O)=O)[C@]3(C)O2)ccc1C#N,True
mutant:13136,CC(C)C(N)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,True
mutant:13559,CC(C)CCN1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,True
mutant:14000,CC(C)CS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:15650,CC(C)Nc1ccc(N2C(=O)[C@@H]3[C@H](C2=O)[C@]2(C)C[C@@H](C(=O)O)[C@]3(C)O2)cc1C(F)(F)F,True
mutant:15789,CC(C)OC(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,True
mutant:16195,CC(C)S(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:17388,CC(CC(=O)[C@H](CCC1CCNCC1)NC(=O)[C@@H](CCC1CCN(C(=O)C(C)C)CC1)NS(=O)(=O)Cc1ccccc1)Cc1ccc(C(=N)N)cc1,True
mutant:18190,CC(CCl)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,True
mutant:18211,CC(CF)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,True
mutant:18594,CC(C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](N)Cc1ccccc1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCCN(C(=N)N)CC1)N(C)C,True
mutant:19603,CC(N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12)C(N)=O,True
mutant:21577,CC1CCN(CCS(=O)(=O)N[C@H](CCC2CCN(C(=O)C(C)C)CC2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,True
mutant:22182,CCC#Cc1ccc2c3c1O[C@@H]1[C@]34CCN(C)[C@H](C2)[C@]42C=C[C@]1(OC)C[C@H]2c1ccc([N+](=O)[O-])cc1,True
mutant:22959,CCC(=O)[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:22962,CCC(=O)[C@@H]1[C@H]2CC[C@H](C[C@H]1c1ccc(C)c(F)c1)N2,True
mutant:23028,CCC(=O)c1ccc(N2C(=O)[C@@H]3[C@H](C2=O)[C@]2(C)C[C@@H](NS(C)(=O)=O)[C@]3(C)O2)cc1C(F)(F)F,True
mutant:23042,CCC(=O)c1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4[C@@](C)(O)C(C)(C)C)[C@@H](C2)N(CC2CC2)CC[C@]315,True
mutant:23135,CCC(C(=O)NC[C@H]1C[C@@]23CC[C@@]1(OC)[C@@H]1Oc4c(OC)ccc5c4[C@@]12CCN(C)[C@@H]3C5)c1ccccc1C,True
mutant:23602,CCC(C)(C)[C@](C)(O)[C@H]1C[C@@]23CC[C@@]1(OC)[C@@H]1Oc4c(C(N)=O)ccc5c4[C@@]12CCN(CC1CC1)[C@@H]3C5,True
mutant:23807,CCC(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,True
mutant:24154,CCC(C)c1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccccc4C)[C@@H](C2)N(C)CC[C@]315,True
mutant:24402,CCC(CCC1CCN(C(=O)C(C)C)CC1)(NS(=O)(=O)Cc1ccccc1)C(=O)N[C@@H](CCC1CCNCC1)C(=O)NCc1ccc(C(=N)N)cc1,True
mutant:25307,CCC(F)(F)c1cc(N2C(=O)[C@@H]3[C@H](C2=O)[C@]2(C)C[C@@H](NS(=O)(=O)NC)[C@]3(C)O2)ccc1C#N,True
mutant:25557,CCC(O)([C@H]1C[C@@]23CC[C@@]1(OC)[C@@H]1Oc4c(C(N)=O)ccc5c4[C@@]12CCN(CC1CC1)[C@@H]3C5)C(C)(C)C,True
mutant:25813,CCC1(N[C@@H]2C[C@]3(C)O[C@]2(C)[C@@H]2C(=O)N(c4ccc(C#N)c(C(F)(F)F)c4)C(=O)[C@@H]23)CCCC1,True
mutant:26347,CCCC(=O)[C@@H]1[C@H]2CC[C@H](C[C@H]1c1ccc(C)c(F)c1)N2,True
mutant:26461,CCCC(C)(C)[C@](C)(O)[C@H]1C[C@@]23CC[C@@]1(OC)[C@@H]1Oc4c(C(N)=O)ccc5c4[C@@]12CCN(CC1CC1)[C@@H]3C5,True
mutant:26700,CCCC(F)(F)c1cc(N2C(=O)[C@@H]3[C@H](C2=O)[C@]2(C)C[C@@H](C(=O)O)[C@]3(C)O2)ccc1C#N,True
mutant:26701,CCCC(F)(F)c1cc(N2C(=O)[C@@H]3[C@H](C2=O)[C@]2(C)C[C@@H](NS(C)(=O)=O)[C@]3(C)O2)ccc1C#N,True
mutant:27157,CCCCC(=O)[C@@H]1[C@H]2CC[C@H](C[C@H]1c1ccc(C)c(F)c1)N2,True
mutant:28115,CCCCCCCC=CC(=O)NC[C@H]1C[C@@]23CC[C@@]1(OC)[C@@H]1Oc4c(OC)ccc5c4[C@@]12CCN(C)[C@@H]3C5,True
mutant:29835,CCCCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:30242,CCCCc1ccc2c3c1O[C@@H]1[C@]34CCN(C)[C@H](C2)[C@]42C=C[C@]1(OC)C[C@H]2c1cccc([N+](=O)[O-])c1,True
mutant:30442,CCCN(C)CCN[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:31325,CCCN1CC[C@]23c4c5ccc(OC)c4O[C@H]2[C@]2(OC)CC[C@@]3(C[C@@H]2CNC(=O)/C=C/c2ccc(OC)cc2)[C@H]1C5,True
mutant:31326,CCCN1CC[C@]23c4c5ccc(OC)c4O[C@H]2[C@]2(OC)CC[C@@]3(C[C@@H]2CNC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)[C@H]1C5,True
mutant:31327,CCCN1CC[C@]23c4c5ccc(OC)c4O[C@H]2[C@]2(OC)CC[C@@]3(C[C@@H]2CNC(=O)/C=C/c2ccccc2C)[C@H]1C5,True
mutant:31470,CCCNC(=N)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:31504,CCCNC(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:31714,CCCNS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:31732,CCCN[C@@]12C=C[C@@]3([C@H](c4ccc([N+](=O)[O-])cc4)C1)[C@H]1Cc4ccc(OC)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:31787,CCCNc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccc([N+](=O)[O-])cc4)[C@@H](C2)N(C)CC[C@]315,True
mutant:32241,CCCO[C@@]12CC[C@@]3(C[C@@H]1CNC/C=C/c1ccc(Cl)cc1)[C@H]1Cc4ccc(OC)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:32458,CCCOc1ccc2c3c1O[C@@H]1[C@]34CCN(C)[C@H](C2)[C@]42C=C[C@]1(OC)C[C@H]2c1ccc([N+](=O)[O-])cc1,True
mutant:32459,CCCOc1ccc2c3c1O[C@@H]1[C@]34CCN(C)[C@H](C2)[C@]42C=C[C@]1(OC)C[C@H]2c1cccc([N+](=O)[O-])c1,True
mutant:32468,CCCOc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccc(OC)cc4)[C@@H](C2)N(C)CC[C@]315,True
mutant:32469,CCCOc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC/C=C/c4ccc(Cl)cc4)[C@@H](C2)N(C)CC[C@]315,True
mutant:32615,CCCS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:32864,CCC[C@@]12C=C[C@@]3([C@H](c4cccc([N+](=O)[O-])c4)C1)[C@H]1Cc4ccc(OC)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:32954,CCC[C@](C)([C@H]1C[C@@]23CC[C@@]1(OC)[C@@H]1Oc4c(C(N)=O)ccc5c4[C@@]12CCN(CC1CC1)[C@@H]3C5)C(C)(C)C,True
mutant:32963,CCC[C@]12O[C@@](C)(C[C@H]1NS(=O)(=O)NC)[C@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@H]12,True
mutant:34668,CCCc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC/C=C/c4ccc(Cl)cc4)[C@@H](C2)N(C)CC[C@]315,True
mutant:35397,CCN(C/C=C/c1ccc(Cl)cc1)C[C@H]1C[C@@]23CC[C@@]1(OC)[C@@H]1Oc4c(OC)ccc5c4[C@@]12CCN(C)[C@@H]3C5,True
mutant:35811,CCN(CC)CCCCS(=O)(=O)N[C@H](CCC1CCN(C(=O)C(C)C)CC1)C(=O)N[C@@H](CCC1CCNCC1)C(=O)NCc1ccc(C(=N)N)cc1,True
mutant:37057,CCN1CC[C@]23c4c5ccc(OC)c4O[C@H]2[C@]2(OC)CC[C@@]3(C[C@@H]2CNC/C=C/c2ccc(Cl)cc2)[C@H]1C5,True
mutant:37742,CCNC(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,True
mutant:37845,CCNC(F)(F)c1cc(N2C(=O)[C@@H]3[C@H](C2=O)[C@]2(C)C[C@@H](C(=O)O)[C@]3(C)O2)ccc1C#N,True
mutant:37846,CCNC(F)(F)c1cc(N2C(=O)[C@@H]3[C@H](C2=O)[C@]2(C)C[C@@H](NS(=O)(=O)NC)[C@]3(C)O2)ccc1C#N,True
mutant:37847,CCNC(F)(F)c1cc(N2C(=O)[C@@H]3[C@H](C2=O)[C@]2(C)C[C@@H](NS(C)(=O)=O)[C@]3(C)O2)ccc1C#N,True
mutant:38136,CCNC[C@@]12C=C[C@@]3([C@H](c4ccc([N+](=O)[O-])cc4)C1)[C@H]1Cc4ccc(OC)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:38182,CCNCc1ccc(N2C(=O)[C@@H]3[C@H](C2=O)[C@]2(C)C[C@@H](NS(=O)(=O)NC)[C@]3(C)O2)cc1C(F)(F)F,True
mutant:38226,CCNS(=O)(=O)N[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:38324,CCN[C@]12O[C@@](C)(C[C@H]1NS(C)(=O)=O)[C@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@H]12,True
mutant:38527,CCNc1ccc2c3c1O[C@@H]1[C@]34CCN(C)[C@H](C2)[C@]42C=C[C@]1(OC)C[C@H]2c1cccc([N+](=O)[O-])c1,True
mutant:38534,CCNc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccc(OC)cc4)[C@@H](C2)N(C)CC[C@]315,True
mutant:38535,CCNc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccc([N+](=O)[O-])cc4)[C@@H](C2)N(C)CC[C@]315,True
mutant:39933,CCOC(=O)[C@@H]1[C@H]2CC[C@H](C[C@H]1c1ccc(C)c(F)c1)N2,True
mutant:40802,CCOC[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccc(OC)cc1)[C@H]1Cc4ccc(OC)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:40803,CCOC[C@@]12CC[C@@]3(C[C@@H]1CNC/C=C/c1ccc(Cl)cc1)[C@H]1Cc4ccc(OC)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:40804,CCOC[C@@]12CC[C@@]3(C[C@@H]1[C@@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(C(N)=O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,True
mutant:41142,CCO[C@@]12C=C[C@@]3([C@H](c4ccc([N+](=O)[O-])cc4)C1)[C@H]1Cc4ccc(OC)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:41152,CCO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccccc1C)[C@H]1Cc4ccc(OC)c5c4[C@@]3(CCN1C)[C@H]2O5,True
mutant:41153,CCO[C@@]12CC[C@@]3(C[C@@H]1[C@@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(C(N)=O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,True
mutant:41225,CCO[C@]12O[C@@](C)(C[C@H]1NS(C)(=O)=O)[C@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@H]12,True
mutant:41872,CCOc1ccc2c3c1O[C@@H]1[C@]34CCN(C)[C@H](C2)[C@]42C=C[C@]1(OC)C[C@H]2c1ccc([N+](=O)[O-])cc1,True
mutant:41883,CCOc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccc([N+](=O)[O-])cc4)[C@@H](C2)N(C)CC[C@]315,True
mutant:41884,CCOc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC/C=C/c4ccc(Cl)cc4)[C@@H](C2)N(C)CC[C@]315,True
mutant:42242,CCS(=O)(=O)N(C)[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
mutant:42259,CCS(=O)(=O)NC(=O)[C@@H]1C[C@]2(C)O[C@]1(C)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,True
