dataset,component_id,pair_side,row_id,atom_index,changed_atom,support_any,mask_membership_count,valid_mutant_count,local_supported_mutant_count,absolute_in_domain_mutant_count,local_support_fraction,selected_mutant_count,selected_mean_parent_tanimoto,selected_mean_nearest_train_tanimoto,inverse_mask_size
CHEMBL1862_Ki,3,left,CHEMBL1862_Ki:60,28,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,0,False,1.0,1.0,7.0,7.0,7.0,1.0,4.0,0.8045250896057348,0.7244971873586612,1.0
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,1,False,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7393578643578644,0.6863620502481389,1.0
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,4,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,5,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.6878360215053764,0.6343360071301247,1.0
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,6,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.6768048128342246,0.6338103991596639,1.0
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,7,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.6973206219541678,0.7079218524531025,0.16666666666666666
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,8,False,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.6973206219541678,0.7079218524531025,0.16666666666666666
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,9,False,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.6973206219541678,0.7079218524531025,0.16666666666666666
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,10,False,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.6973206219541678,0.7079218524531025,0.16666666666666666
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,11,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.6973206219541678,0.7079218524531025,0.16666666666666666
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,12,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.6973206219541678,0.7079218524531025,0.16666666666666666
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,13,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7502705627705628,0.6766869434340901,1.0
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,14,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,15,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,16,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,17,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,18,False,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.7705128205128206,0.6938405797101449,1.0
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,19,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,20,False,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7890394088669951,0.7226290501725652,1.0
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,21,False,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7611337587144038,0.7313768515377657,0.16666666666666666
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,22,False,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7611337587144038,0.7313768515377657,0.16666666666666666
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,23,False,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7611337587144038,0.7313768515377657,0.16666666666666666
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,24,False,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7611337587144038,0.7313768515377657,0.16666666666666666
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,25,False,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7611337587144038,0.7313768515377657,0.16666666666666666
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,26,False,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7611337587144038,0.7313768515377657,0.16666666666666666
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,27,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,3,right,CHEMBL1862_Ki:126,28,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,8,left,CHEMBL1862_Ki:109,0,False,1.0,1.0,8.0,2.0,0.0,0.25,2.0,0.6258183306055647,0.47638326585695,0.5
CHEMBL1862_Ki,8,left,CHEMBL1862_Ki:109,1,False,1.0,1.0,8.0,2.0,0.0,0.25,2.0,0.6258183306055647,0.47638326585695,0.5
CHEMBL1862_Ki,8,left,CHEMBL1862_Ki:109,2,False,1.0,1.0,8.0,4.0,0.0,0.5,4.0,0.6410789293946897,0.4957693999890007,1.0
CHEMBL1862_Ki,8,left,CHEMBL1862_Ki:109,3,False,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
CHEMBL1862_Ki,8,left,CHEMBL1862_Ki:109,4,False,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
CHEMBL1862_Ki,8,left,CHEMBL1862_Ki:109,5,True,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
CHEMBL1862_Ki,8,left,CHEMBL1862_Ki:109,6,True,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
CHEMBL1862_Ki,8,left,CHEMBL1862_Ki:109,7,True,1.0,1.0,8.0,2.0,3.0,0.25,2.0,0.6666666666666666,0.5889238294898672,0.16666666666666666
CHEMBL1862_Ki,8,left,CHEMBL1862_Ki:109,8,True,1.0,1.0,8.0,2.0,3.0,0.25,2.0,0.6666666666666666,0.5889238294898672,0.16666666666666666
CHEMBL1862_Ki,8,left,CHEMBL1862_Ki:109,9,False,1.0,1.0,8.0,2.0,3.0,0.25,2.0,0.6666666666666666,0.5889238294898672,0.16666666666666666
CHEMBL1862_Ki,8,left,CHEMBL1862_Ki:109,10,False,1.0,1.0,8.0,2.0,3.0,0.25,2.0,0.6666666666666666,0.5889238294898672,0.16666666666666666
CHEMBL1862_Ki,8,left,CHEMBL1862_Ki:109,11,False,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7302478981879523,0.7302478981879523,1.0
CHEMBL1862_Ki,8,left,CHEMBL1862_Ki:109,12,False,1.0,1.0,8.0,2.0,3.0,0.25,2.0,0.6666666666666666,0.5889238294898672,0.16666666666666666
CHEMBL1862_Ki,8,left,CHEMBL1862_Ki:109,13,True,1.0,1.0,8.0,2.0,3.0,0.25,2.0,0.6666666666666666,0.5889238294898672,0.16666666666666666
CHEMBL1862_Ki,8,left,CHEMBL1862_Ki:109,14,True,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
CHEMBL1862_Ki,8,left,CHEMBL1862_Ki:109,15,False,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
CHEMBL1862_Ki,8,left,CHEMBL1862_Ki:109,16,False,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
CHEMBL1862_Ki,8,left,CHEMBL1862_Ki:109,17,False,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
CHEMBL1862_Ki,8,left,CHEMBL1862_Ki:109,18,False,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
CHEMBL1862_Ki,8,left,CHEMBL1862_Ki:109,19,False,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
CHEMBL1862_Ki,8,right,CHEMBL1862_Ki:114,0,False,1.0,1.0,8.0,6.0,1.0,0.75,4.0,0.6743516899766899,0.5293771897473722,0.5
CHEMBL1862_Ki,8,right,CHEMBL1862_Ki:114,1,False,1.0,1.0,8.0,6.0,1.0,0.75,4.0,0.6743516899766899,0.5293771897473722,0.5
CHEMBL1862_Ki,8,right,CHEMBL1862_Ki:114,2,False,1.0,1.0,7.0,4.0,1.0,0.5714285714285714,4.0,0.6545351473922902,0.5126086484137331,1.0
CHEMBL1862_Ki,8,right,CHEMBL1862_Ki:114,3,False,1.0,1.0,8.0,1.0,0.0,0.125,1.0,0.6346153846153846,0.5,0.2
CHEMBL1862_Ki,8,right,CHEMBL1862_Ki:114,4,False,1.0,1.0,8.0,1.0,0.0,0.125,1.0,0.6346153846153846,0.5,0.2
CHEMBL1862_Ki,8,right,CHEMBL1862_Ki:114,5,True,1.0,1.0,8.0,1.0,0.0,0.125,1.0,0.6346153846153846,0.5,0.2
CHEMBL1862_Ki,8,right,CHEMBL1862_Ki:114,6,True,1.0,1.0,8.0,1.0,0.0,0.125,1.0,0.6346153846153846,0.5,0.2
CHEMBL1862_Ki,8,right,CHEMBL1862_Ki:114,7,True,1.0,1.0,8.0,7.0,5.0,0.875,4.0,0.7307277526395173,0.5918028167904037,1.0
CHEMBL1862_Ki,8,right,CHEMBL1862_Ki:114,8,True,1.0,1.0,8.0,5.0,5.0,0.625,4.0,0.6660648148148148,0.6672338721785697,0.16666666666666666
CHEMBL1862_Ki,8,right,CHEMBL1862_Ki:114,9,True,1.0,1.0,8.0,5.0,5.0,0.625,4.0,0.6660648148148148,0.6672338721785697,0.16666666666666666
CHEMBL1862_Ki,8,right,CHEMBL1862_Ki:114,10,False,1.0,1.0,8.0,5.0,5.0,0.625,4.0,0.6660648148148148,0.6672338721785697,0.16666666666666666
CHEMBL1862_Ki,8,right,CHEMBL1862_Ki:114,11,False,1.0,1.0,8.0,5.0,5.0,0.625,4.0,0.6660648148148148,0.6672338721785697,0.16666666666666666
CHEMBL1862_Ki,8,right,CHEMBL1862_Ki:114,12,False,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.739227207977208,0.7489715719063545,1.0
CHEMBL1862_Ki,8,right,CHEMBL1862_Ki:114,13,False,1.0,1.0,8.0,5.0,5.0,0.625,4.0,0.6660648148148148,0.6672338721785697,0.16666666666666666
CHEMBL1862_Ki,8,right,CHEMBL1862_Ki:114,14,True,1.0,1.0,8.0,5.0,5.0,0.625,4.0,0.6660648148148148,0.6672338721785697,0.16666666666666666
CHEMBL1862_Ki,8,right,CHEMBL1862_Ki:114,15,True,1.0,1.0,8.0,1.0,0.0,0.125,1.0,0.6346153846153846,0.5,0.2
CHEMBL1862_Ki,8,right,CHEMBL1862_Ki:114,16,False,1.0,1.0,8.0,3.0,0.0,0.375,3.0,0.6338711585263036,0.4878747795414462,0.2
CHEMBL1862_Ki,8,right,CHEMBL1862_Ki:114,17,False,1.0,1.0,8.0,3.0,0.0,0.375,3.0,0.6338711585263036,0.4878747795414462,0.2
CHEMBL1862_Ki,8,right,CHEMBL1862_Ki:114,18,False,1.0,1.0,8.0,3.0,0.0,0.375,3.0,0.6338711585263036,0.4878747795414462,0.2
CHEMBL1862_Ki,8,right,CHEMBL1862_Ki:114,19,False,1.0,1.0,8.0,3.0,0.0,0.375,3.0,0.6338711585263036,0.4878747795414462,0.2
CHEMBL1862_Ki,8,right,CHEMBL1862_Ki:114,20,False,1.0,1.0,8.0,3.0,0.0,0.375,3.0,0.6338711585263036,0.4878747795414462,0.2
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,0,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.8073669637933751,0.8126011141636141,1.0
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,1,True,1.0,1.0,5.0,5.0,5.0,1.0,4.0,0.8451062048298961,0.8672727977667494,1.0
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,2,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.698991672652779,0.6813695472065128,1.0
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,6,False,1.0,1.0,8.0,8.0,7.0,1.0,4.0,0.6828781512605042,0.6168888217387412,1.0
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,7,False,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7402524228082037,0.684756027125462,0.16666666666666666
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,8,False,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7402524228082037,0.684756027125462,0.16666666666666666
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,9,False,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7402524228082037,0.684756027125462,0.16666666666666666
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,10,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7402524228082037,0.684756027125462,0.16666666666666666
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,11,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7402524228082037,0.684756027125462,0.16666666666666666
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,12,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.8205627705627705,0.7494771418860069,1.0
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,13,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7402524228082037,0.684756027125462,0.16666666666666666
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,14,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,15,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,16,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,17,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,18,True,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.774093392945852,0.6881135296628255,1.0
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,19,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,20,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.810176769346025,0.7194510875237676,1.0
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,21,True,1.0,1.0,8.0,8.0,6.0,1.0,4.0,0.7432009676016526,0.6680013098356752,0.16666666666666666
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,22,False,1.0,1.0,8.0,8.0,6.0,1.0,4.0,0.7432009676016526,0.6680013098356752,0.16666666666666666
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,23,False,1.0,1.0,8.0,8.0,6.0,1.0,4.0,0.7432009676016526,0.6680013098356752,0.16666666666666666
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,24,False,1.0,1.0,8.0,8.0,6.0,1.0,4.0,0.7432009676016526,0.6680013098356752,0.16666666666666666
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,25,False,1.0,1.0,8.0,8.0,6.0,1.0,4.0,0.7432009676016526,0.6680013098356752,0.16666666666666666
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,26,False,1.0,1.0,8.0,8.0,6.0,1.0,4.0,0.7432009676016526,0.6680013098356752,0.16666666666666666
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,27,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,9,left,CHEMBL1862_Ki:115,28,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,0,False,1.0,1.0,7.0,7.0,6.0,1.0,4.0,0.8172343324882299,0.6257563273064355,1.0
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,1,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.7233042914746544,0.5189848482478233,1.0
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,5,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.6463869463869464,0.4931065863781724,1.0
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,6,False,1.0,1.0,8.0,7.0,3.0,0.875,4.0,0.6836892197678167,0.5823037779464318,0.16666666666666666
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,7,False,1.0,1.0,8.0,7.0,3.0,0.875,4.0,0.6836892197678167,0.5823037779464318,0.16666666666666666
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,8,False,1.0,1.0,8.0,7.0,3.0,0.875,4.0,0.6836892197678167,0.5823037779464318,0.16666666666666666
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,9,True,1.0,1.0,8.0,7.0,3.0,0.875,4.0,0.6836892197678167,0.5823037779464318,0.16666666666666666
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,10,True,1.0,1.0,8.0,7.0,3.0,0.875,4.0,0.6836892197678167,0.5823037779464318,0.16666666666666666
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,11,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7718404357773696,0.6561121957841107,1.0
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,12,True,1.0,1.0,8.0,7.0,3.0,0.875,4.0,0.6836892197678167,0.5823037779464318,0.16666666666666666
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,13,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,14,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,15,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,16,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,17,True,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.775291313559322,0.6035628019323671,1.0
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,18,True,1.0,1.0,8.0,8.0,6.0,1.0,4.0,0.706992197456739,0.6013210696984573,1.0
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,19,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.7942974852196598,0.6758731038424123,1.0
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,20,True,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.728780271436933,0.6543888348114499,0.16666666666666666
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,21,False,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.728780271436933,0.6543888348114499,0.16666666666666666
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,22,False,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.728780271436933,0.6543888348114499,0.16666666666666666
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,23,False,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.728780271436933,0.6543888348114499,0.16666666666666666
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,24,False,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.728780271436933,0.6543888348114499,0.16666666666666666
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,25,False,1.0,1.0,8.0,8.0,8.0,1.0,4.0,0.728780271436933,0.6543888348114499,0.16666666666666666
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,26,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,9,right,CHEMBL1862_Ki:163,27,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,10,left,CHEMBL1862_Ki:135,0,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.7792799442108095,0.4667414546800511,1.0
CHEMBL1862_Ki,10,left,CHEMBL1862_Ki:135,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,10,left,CHEMBL1862_Ki:135,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,10,left,CHEMBL1862_Ki:135,3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,10,left,CHEMBL1862_Ki:135,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL1862_Ki,10,left,CHEMBL1862_Ki:135,5,False,1.0,1.0,8.0,8.0,0.0,1.0,4.0,0.6963396234434103,0.504387207720541,0.16666666666666666
