dataset,representation,predictor,explainer,seed,variant,component_id,component_split,left_index,right_index,average_precision,prevalence,normalized_ap_lift,supported_atom_fraction,true_delta,predicted_delta,absolute_signed_delta_error,gap_score
CHEMBL1862_Ki,morgan,mlp,crem_mean,42,label_permuted,3,test,60,61,0.4742416771776937,0.15789473684210525,0.37566199164851133,0.6491228070175439,-1.4483495121496381,0.08112895488739014,1.5294784670370283,-1.5294784670370283
CHEMBL1862_Ki,morgan,mlp,crem_mean,42,label_permuted,8,test,109,114,0.4419020004385858,0.3170731707317073,0.18278507207078634,0.7560975609756098,-1.1024864785694142,-0.1117326021194458,0.9907538764499684,-0.9907538764499684
CHEMBL1862_Ki,morgan,mlp,crem_mean,42,label_permuted,9,test,163,165,0.4778858171612971,0.3333333333333333,0.21682872574194562,0.6666666666666666,-1.2232038037013226,-0.17555809020996094,1.0476457134913617,-1.0476457134913617
CHEMBL1862_Ki,morgan,mlp,crem_mean,42,label_permuted,10,test,136,137,0.46872082166199813,0.125,0.39282379618514074,0.6071428571428571,-1.6989700043360187,-0.1495898962020874,1.5493801081339313,-1.5493801081339313
CHEMBL1862_Ki,morgan,mlp,crem_mean,42,label_permuted,19,test,540,753,0.46020202020202017,0.3333333333333333,0.19030303030303025,0.4222222222222222,-1.5188760028266635,-0.06566035747528076,1.4532156453513827,-1.4532156453513827
CHEMBL1862_Ki,morgan,mlp,crem_mean,42,label_permuted,22,test,456,533,0.8462618462618462,0.3793103448275862,0.7523107523107522,0.6551724137931034,-1.414973347970818,-0.1896275281906128,1.2253458197802052,-1.2253458197802052
CHEMBL1862_Ki,morgan,mlp,crem_mean,42,label_permuted,25,test,576,727,0.8010740252186377,0.8846153846153846,-0.7240251147718062,0.6153846153846154,3.330413773349191,0.0012912750244140625,3.329122498324777,-3.329122498324777
CHEMBL1862_Ki,morgan,mlp,crem_mean,42,label_permuted,27,test,701,706,0.20405077337767236,0.21311475409836064,-0.011518808832541364,0.6721311475409836,-1.4393326938302624,0.0010805130004882812,1.4404132068307507,-1.4404132068307507
CHEMBL1862_Ki,morgan,mlp,crem_lime,42,label_permuted,3,test,60,61,0.2614498332325693,0.15789473684210525,0.12297167696367609,1.0,-1.4483495121496381,0.08112895488739014,1.5294784670370283,-1.5294784670370283
CHEMBL1862_Ki,morgan,mlp,crem_lime,42,label_permuted,8,test,109,114,0.4765381249872565,0.3170731707317073,0.2335022544456256,1.0,-1.1024864785694142,-0.1117326021194458,0.9907538764499684,-0.9907538764499684
CHEMBL1862_Ki,morgan,mlp,crem_lime,42,label_permuted,9,test,163,165,0.5543426896174575,0.3333333333333333,0.3315140344261862,1.0,-1.2232038037013226,-0.17555809020996094,1.0476457134913617,-1.0476457134913617
CHEMBL1862_Ki,morgan,mlp,crem_lime,42,label_permuted,10,test,136,137,0.8690476190476191,0.125,0.8503401360544218,1.0,-1.6989700043360187,-0.1495898962020874,1.5493801081339313,-1.5493801081339313
CHEMBL1862_Ki,morgan,mlp,crem_lime,42,label_permuted,19,test,540,753,0.227465477034737,0.3333333333333333,-0.15880178444789447,0.8,-1.5188760028266635,-0.06566035747528076,1.4532156453513827,-1.4532156453513827
CHEMBL1862_Ki,morgan,mlp,crem_lime,42,label_permuted,22,test,456,533,0.47187197966686606,0.3793103448275862,0.14912707835217312,1.0,-1.414973347970818,-0.1896275281906128,1.2253458197802052,-1.2253458197802052
CHEMBL1862_Ki,morgan,mlp,crem_lime,42,label_permuted,25,test,576,727,0.8687660954733184,0.8846153846153846,-0.13736050589790685,1.0,3.330413773349191,0.0012912750244140625,3.329122498324777,-3.329122498324777
CHEMBL1862_Ki,morgan,mlp,crem_lime,42,label_permuted,27,test,701,706,0.16234869610201175,0.21311475409836064,-0.06451519870369339,1.0,-1.4393326938302624,0.0010805130004882812,1.4404132068307507,-1.4404132068307507
CHEMBL1871_Ki,morgan,xgboost,crem_mean,42,trained,1,test,10,11,0.5041666666666667,0.2222222222222222,0.3625,0.3333333333333333,-1.1369476440813155,0.29697608947753906,1.4339237335588546,-1.4339237335588546
CHEMBL1871_Ki,morgan,xgboost,crem_mean,42,trained,6,test,91,92,0.25815217391304346,0.2608695652173913,-0.0036764705882353105,0.34782608695652173,-1.077886775694626,-0.4980347156524658,0.5798520600421602,-0.5798520600421602
CHEMBL1871_Ki,morgan,xgboost,crem_mean,42,trained,9,test,135,138,0.15515873015873016,0.09523809523809523,0.06622807017543861,0.3333333333333333,-1.1923284579263669,-0.05346357822418213,1.1388648797021848,-1.1388648797021848
CHEMBL1871_Ki,morgan,xgboost,crem_mean,42,trained,12,test,182,185,0.3813645075254983,0.25757575757575757,0.16673586727924258,0.6363636363636364,1.0791812460476247,-0.14001619815826416,1.2191974442058888,-1.2191974442058888
CHEMBL1871_Ki,morgan,xgboost,crem_mean,42,trained,14,test,207,245,0.7187625418060202,0.4,0.5312709030100337,0.52,1.7160033436347992,0.6537363529205322,1.062266990714267,-1.062266990714267
CHEMBL1871_Ki,morgan,xgboost,crem_mean,42,trained,18,test,248,253,0.4116424116424116,0.08108108108108109,0.3597285067873303,0.40540540540540543,-1.637989780784685,-0.5368907451629639,1.1010990356217212,-1.1010990356217212
CHEMBL1871_Ki,morgan,xgboost,crem_mean,42,trained,19,test,258,270,0.7692450824029771,0.23684210526315788,0.6976314872866596,0.42105263157894735,-1.182414652434554,-0.7173740863800049,0.46504056605454913,-0.46504056605454913
CHEMBL1871_Ki,morgan,xgboost,crem_mean,42,trained,25,test,406,409,0.10289115646258504,0.08163265306122448,0.023148148148148157,0.22448979591836735,1.1362197470179887,-0.10926532745361328,1.245485074471602,-1.245485074471602
CHEMBL1871_Ki,morgan,xgboost,crem_mean,42,trained,35,test,574,576,0.2411531719348948,0.2753623188405797,-0.047208622729845176,0.6666666666666666,-1.025168125180551,-0.3928734064102173,0.6322947187703336,-0.6322947187703336
CHEMBL1871_Ki,morgan,xgboost,crem_mean,42,trained,37,test,597,600,0.15852564102564104,0.17857142857142858,-0.024403567447045697,0.5714285714285714,-1.7127582888216524,-0.24140417575836182,1.4713541130632906,-1.4713541130632906
CHEMBL1871_Ki,morgan,xgboost,crem_mean,42,trained,38,test,601,602,0.21557059952090377,0.20634920634920634,0.011618955396338759,0.6190476190476191,1.2218487496163564,-0.28096115589141846,1.5028099055077748,-1.5028099055077748
CHEMBL1871_Ki,morgan,xgboost,crem_lime,42,trained,1,test,10,11,0.7010729941764424,0.2222222222222222,0.6156652782268546,1.0,-1.1369476440813155,0.29697608947753906,1.4339237335588546,-1.4339237335588546
CHEMBL1871_Ki,morgan,xgboost,crem_lime,42,trained,6,test,91,92,0.46896871350532676,0.2608695652173913,0.28154590650720684,1.0,-1.077886775694626,-0.4980347156524658,0.5798520600421602,-0.5798520600421602
CHEMBL1871_Ki,morgan,xgboost,crem_lime,42,trained,9,test,135,138,0.09075128725230144,0.09523809523809523,-0.004959103563245767,1.0,-1.1923284579263669,-0.05346357822418213,1.1388648797021848,-1.1388648797021848
CHEMBL1871_Ki,morgan,xgboost,crem_lime,42,trained,12,test,182,185,0.8256501356198588,0.25757575757575757,0.7651614071614424,0.9393939393939394,1.0791812460476247,-0.14001619815826416,1.2191974442058888,-1.2191974442058888
CHEMBL1871_Ki,morgan,xgboost,crem_lime,42,trained,14,test,207,245,0.8142982456140351,0.4,0.6904970760233918,1.0,1.7160033436347992,0.6537363529205322,1.062266990714267,-1.062266990714267
CHEMBL1871_Ki,morgan,xgboost,crem_lime,42,trained,18,test,248,253,0.5625,0.08108108108108109,0.5238970588235294,1.0,-1.637989780784685,-0.5368907451629639,1.1010990356217212,-1.1010990356217212
CHEMBL1871_Ki,morgan,xgboost,crem_lime,42,trained,19,test,258,270,0.7977573352573353,0.23684210526315788,0.734992370337198,1.0,-1.182414652434554,-0.7173740863800049,0.46504056605454913,-0.46504056605454913
CHEMBL1871_Ki,morgan,xgboost,crem_lime,42,trained,25,test,406,409,0.09302325581395349,0.08163265306122448,0.012403100775193803,0.8775510204081632,1.1362197470179887,-0.10926532745361328,1.245485074471602,-1.245485074471602
CHEMBL1871_Ki,morgan,xgboost,crem_lime,42,trained,35,test,574,576,0.4123097505101318,0.2753623188405797,0.18898745570398187,0.9855072463768116,-1.025168125180551,-0.3928734064102173,0.6322947187703336,-0.6322947187703336
CHEMBL1871_Ki,morgan,xgboost,crem_lime,42,trained,37,test,597,600,0.30373219373219373,0.17857142857142858,0.15236962715223584,1.0,-1.7127582888216524,-0.24140417575836182,1.4713541130632906,-1.4713541130632906
CHEMBL1871_Ki,morgan,xgboost,crem_lime,42,trained,38,test,601,602,0.19290300728308876,0.20634920634920634,-0.016942210823308143,1.0,1.2218487496163564,-0.28096115589141846,1.5028099055077748,-1.5028099055077748
CHEMBL1871_Ki,morgan,xgboost,crem_mean,42,label_permuted,1,test,10,11,0.2222222222222222,0.2222222222222222,0.0,0.3333333333333333,-1.1369476440813155,0.0,1.1369476440813155,-1.1369476440813155
CHEMBL1871_Ki,morgan,xgboost,crem_mean,42,label_permuted,6,test,91,92,0.2608695652173913,0.2608695652173913,0.0,0.34782608695652173,-1.077886775694626,0.0,1.077886775694626,-1.077886775694626
CHEMBL1871_Ki,morgan,xgboost,crem_mean,42,label_permuted,9,test,135,138,0.3214285714285714,0.09523809523809523,0.24999999999999997,0.3333333333333333,-1.1923284579263669,0.0,1.1923284579263669,-1.1923284579263669
CHEMBL1871_Ki,morgan,xgboost,crem_mean,42,label_permuted,12,test,182,185,0.27183600713012473,0.25757575757575757,0.019207683073229245,0.6363636363636364,1.0791812460476247,0.0,1.0791812460476247,-1.0791812460476247
CHEMBL1871_Ki,morgan,xgboost,crem_mean,42,label_permuted,14,test,207,245,0.43,0.4,0.049999999999999954,0.52,1.7160033436347992,0.0,1.7160033436347992,-1.7160033436347992
CHEMBL1871_Ki,morgan,xgboost,crem_mean,42,label_permuted,18,test,248,253,0.38738738738738737,0.08108108108108109,0.3333333333333333,0.40540540540540543,-1.637989780784685,0.0,1.637989780784685,-1.637989780784685
CHEMBL1871_Ki,morgan,xgboost,crem_mean,42,label_permuted,19,test,258,270,0.23684210526315788,0.23684210526315788,0.0,0.42105263157894735,-1.182414652434554,0.0,1.182414652434554,-1.182414652434554
CHEMBL1871_Ki,morgan,xgboost,crem_mean,42,label_permuted,25,test,406,409,0.08163265306122448,0.08163265306122448,0.0,0.22448979591836735,1.1362197470179887,0.0,1.1362197470179887,-1.1362197470179887
CHEMBL1871_Ki,morgan,xgboost,crem_mean,42,label_permuted,35,test,574,576,0.28718535469107553,0.2753623188405797,0.016315789473684235,0.6666666666666666,-1.025168125180551,0.0,1.025168125180551,-1.025168125180551
CHEMBL1871_Ki,morgan,xgboost,crem_mean,42,label_permuted,37,test,597,600,0.17857142857142858,0.17857142857142858,0.0,0.5714285714285714,-1.7127582888216524,0.0,1.7127582888216524,-1.7127582888216524
CHEMBL1871_Ki,morgan,xgboost,crem_mean,42,label_permuted,38,test,601,602,0.20634920634920634,0.20634920634920634,0.0,0.6190476190476191,1.2218487496163564,0.0,1.2218487496163564,-1.2218487496163564
CHEMBL1871_Ki,morgan,xgboost,crem_lime,42,label_permuted,1,test,10,11,0.5500704704652073,0.2222222222222222,0.42151917631240937,1.0,-1.1369476440813155,0.0,1.1369476440813155,-1.1369476440813155
CHEMBL1871_Ki,morgan,xgboost,crem_lime,42,label_permuted,6,test,91,92,0.20100928530770767,0.2608695652173913,-0.08098743752486608,1.0,-1.077886775694626,0.0,1.077886775694626,-1.077886775694626
CHEMBL1871_Ki,morgan,xgboost,crem_lime,42,label_permuted,9,test,135,138,0.775,0.09523809523809523,0.7513157894736843,1.0,-1.1923284579263669,0.0,1.1923284579263669,-1.1923284579263669
CHEMBL1871_Ki,morgan,xgboost,crem_lime,42,label_permuted,12,test,182,185,0.5228836834366607,0.25757575757575757,0.35735353279223686,0.9393939393939394,1.0791812460476247,0.0,1.0791812460476247,-1.0791812460476247
CHEMBL1871_Ki,morgan,xgboost,crem_lime,42,label_permuted,14,test,207,245,0.4604801052122481,0.4,0.10080017535374677,1.0,1.7160033436347992,0.0,1.7160033436347992,-1.7160033436347992
CHEMBL1871_Ki,morgan,xgboost,crem_lime,42,label_permuted,18,test,248,253,0.6805555555555556,0.08108108108108109,0.6523692810457516,1.0,-1.637989780784685,0.0,1.637989780784685,-1.637989780784685
CHEMBL1871_Ki,morgan,xgboost,crem_lime,42,label_permuted,19,test,258,270,0.6423001949317739,0.23684210526315788,0.5312899106002555,1.0,-1.182414652434554,0.0,1.182414652434554,-1.182414652434554
CHEMBL1871_Ki,morgan,xgboost,crem_lime,42,label_permuted,25,test,406,409,0.11428571428571428,0.08163265306122448,0.035555555555555556,0.8775510204081632,1.1362197470179887,0.0,1.1362197470179887,-1.1362197470179887
CHEMBL1871_Ki,morgan,xgboost,crem_lime,42,label_permuted,35,test,574,576,0.3468378210027515,0.2753623188405797,0.09863619298379708,0.9855072463768116,-1.025168125180551,0.0,1.025168125180551,-1.025168125180551
CHEMBL1871_Ki,morgan,xgboost,crem_lime,42,label_permuted,37,test,597,600,0.35047619047619044,0.17857142857142858,0.20927536231884053,1.0,-1.7127582888216524,0.0,1.7127582888216524,-1.7127582888216524
CHEMBL1871_Ki,morgan,xgboost,crem_lime,42,label_permuted,38,test,601,602,0.2015847002061212,0.20634920634920634,-0.006003277740287262,1.0,1.2218487496163564,0.0,1.2218487496163564,-1.2218487496163564
CHEMBL1871_Ki,morgan,mlp,crem_mean,42,trained,1,test,10,11,0.24116120807297275,0.2222222222222222,0.0243501246652507,0.3333333333333333,-1.1369476440813155,-0.09557723999023438,1.0413704040910812,-1.0413704040910812
CHEMBL1871_Ki,morgan,mlp,crem_mean,42,trained,6,test,91,92,0.23824476650563603,0.2608695652173913,-0.03061002178649242,0.34782608695652173,-1.077886775694626,-0.5876063108444214,0.4902804648502046,-0.4902804648502046
CHEMBL1871_Ki,morgan,mlp,crem_mean,42,trained,9,test,135,138,0.196031746031746,0.09523809523809523,0.1114035087719298,0.3333333333333333,-1.1923284579263669,-0.04412841796875,1.1482000399576169,-1.1482000399576169
CHEMBL1871_Ki,morgan,mlp,crem_mean,42,trained,12,test,182,185,0.6435383244206774,0.25757575757575757,0.5198679471788715,0.6363636363636364,1.0791812460476247,-0.306599497795105,1.3857807438427296,-1.3857807438427296
CHEMBL1871_Ki,morgan,mlp,crem_mean,42,trained,14,test,207,245,0.6866819311542021,0.4,0.47780321859033675,0.52,1.7160033436347992,0.33060550689697266,1.3853978367378266,-1.3853978367378266
CHEMBL1871_Ki,morgan,mlp,crem_mean,42,trained,18,test,248,253,0.40797940797940796,0.08108108108108109,0.3557422969187675,0.40540540540540543,-1.637989780784685,0.08701217174530029,1.7250019525299853,-1.7250019525299853
CHEMBL1871_Ki,morgan,mlp,crem_mean,42,trained,19,test,258,270,0.7480329611908558,0.23684210526315788,0.669836293974225,0.42105263157894735,-1.182414652434554,-0.18312740325927734,0.9992872491752767,-0.9992872491752767
CHEMBL1871_Ki,morgan,mlp,crem_mean,42,trained,25,test,406,409,0.08622448979591837,0.08163265306122448,0.005000000000000015,0.22448979591836735,1.1362197470179887,0.010020017623901367,1.1261997293940873,-1.1261997293940873
CHEMBL1871_Ki,morgan,mlp,crem_mean,42,trained,35,test,574,576,0.2293194824321615,0.2753623188405797,-0.06353911424361715,0.6666666666666666,-1.025168125180551,-0.40278077125549316,0.6223873539250577,-0.6223873539250577
CHEMBL1871_Ki,morgan,mlp,crem_mean,42,trained,37,test,597,600,0.24950000000000003,0.17857142857142858,0.08634782608695656,0.5714285714285714,-1.7127582888216524,0.02355790138244629,1.7363161902040987,-1.7363161902040987
CHEMBL1871_Ki,morgan,mlp,crem_mean,42,trained,38,test,601,602,0.6601105821753595,0.20634920634920634,0.5717393335409529,0.6190476190476191,1.2218487496163564,-0.1859877109527588,1.4078364605691152,-1.4078364605691152
CHEMBL1871_Ki,morgan,mlp,crem_lime,42,trained,1,test,10,11,0.15568007062506234,0.2222222222222222,-0.08555419491063412,1.0,-1.1369476440813155,-0.09557723999023438,1.0413704040910812,-1.0413704040910812
CHEMBL1871_Ki,morgan,mlp,crem_lime,42,trained,6,test,91,92,0.3520927782815905,0.2608695652173913,0.12341964120450484,1.0,-1.077886775694626,-0.5876063108444214,0.4902804648502046,-0.4902804648502046
CHEMBL1871_Ki,morgan,mlp,crem_lime,42,trained,9,test,135,138,0.07269851457913075,0.09523809523809523,-0.024912168096750217,1.0,-1.1923284579263669,-0.04412841796875,1.1482000399576169,-1.1482000399576169
CHEMBL1871_Ki,morgan,mlp,crem_lime,42,trained,12,test,182,185,0.6394381219638361,0.25757575757575757,0.5143452255023099,0.9393939393939394,1.0791812460476247,-0.306599497795105,1.3857807438427296,-1.3857807438427296
CHEMBL1871_Ki,morgan,mlp,crem_lime,42,trained,14,test,207,245,0.9158110712387029,0.4,0.8596851187311715,1.0,1.7160033436347992,0.33060550689697266,1.3853978367378266,-1.3853978367378266
