dataset,representation,predictor,explainer,seed,variant,component_id,component_split,left_index,right_index,average_precision,prevalence,normalized_ap_lift,supported_atom_fraction,true_delta,predicted_delta,absolute_signed_delta_error,gap_score,randomized_mean_nap,delta_sanity
CHEMBL1862_Ki,morgan,xgboost,crem_lime,23,trained,22,test,456,533,0.5683080223609354,0.3793103448275862,0.3044962582481736,1.0,-1.414973347970818,-1.8740673512220385,0.4590940032512203,-0.4590940032512203,0.24450508222264877,0.05999117602552484
CHEMBL1862_Ki,morgan,xgboost,crem_lime,23,trained,25,test,576,727,0.9705993655129,0.8846153846153846,0.7451945011117995,1.0,3.330413773349191,2.013459861278534,1.316953912070657,-1.316953912070657,0.09310047598533315,0.6520940251264664
CHEMBL1862_Ki,morgan,xgboost,crem_lime,23,trained,27,test,709,711,0.1695894603346166,0.2333333333333333,-0.0831441821722392,1.0,-1.8195439355418688,0.0640572160482406,1.8836011515901092,-1.8836011515901092,0.44900613822755603,-0.5321503203997953
CHEMBL1862_Ki,morgan,xgboost,crem_mean,42,trained,3,test,60,126,0.5241524974839769,0.2068965517241379,0.4000183663928404,0.6551724137931034,-1.9602328731285124,-0.1046473979949951,1.8555854751335168,-1.8555854751335168,0.16657272105788895,0.23344564533495143
CHEMBL1862_Ki,morgan,xgboost,crem_mean,42,trained,8,test,109,114,0.3606141706213442,0.3170731707317073,0.0637564641241112,0.7560975609756098,-1.1024864785694142,-0.1691794395446777,0.9333070390247364,-0.9333070390247364,0.10446214052204834,-0.04070567639793714
CHEMBL1862_Ki,morgan,xgboost,crem_mean,42,trained,9,test,115,163,0.400082223801264,0.3333333333333333,0.1001233357018961,0.6666666666666666,1.4273237863572472,0.0237088203430175,1.4036149660142296,-1.4036149660142296,0.1790928059288006,-0.07896947022690451
CHEMBL1862_Ki,morgan,xgboost,crem_mean,42,trained,10,test,135,144,0.4617623339658444,0.2678571428571428,0.2648461146850557,0.6071428571428571,-3.4771212547196626,-0.8323599100112915,2.644761344708371,-2.644761344708371,0.1323082977348671,0.1325378169501886
CHEMBL1862_Ki,morgan,xgboost,crem_mean,42,trained,19,test,431,477,0.3323120552568854,0.2653061224489796,0.0912025196552051,0.4693877551020408,-3.397940008672037,-0.067714836448431,3.3302251722236065,-3.3302251722236065,0.13385749770189126,-0.042654978046686165
CHEMBL1862_Ki,morgan,xgboost,crem_mean,42,trained,22,test,456,533,0.8899858231437179,0.3793103448275862,0.822754937287101,0.6551724137931034,-1.414973347970818,-1.9718270003795624,0.5568536524087444,-0.5568536524087444,0.3334800933915141,0.48927484389558695
CHEMBL1862_Ki,morgan,xgboost,crem_mean,42,trained,25,test,576,727,0.8461210369848813,0.8846153846153846,-0.3336176794643618,0.6153846153846154,3.330413773349191,2.0853877514600754,1.2450260218891156,-1.2450260218891156,-0.005761036679080632,-0.3278566427852812
CHEMBL1862_Ki,morgan,xgboost,crem_mean,42,trained,27,test,709,711,0.2413690476190476,0.2333333333333333,0.0104813664596273,0.6666666666666666,-1.8195439355418688,0.0830073356628418,1.9025512712047103,-1.9025512712047103,0.6198240165631469,-0.6093426501035196
CHEMBL1862_Ki,morgan,xgboost,crem_lime,42,trained,3,test,60,126,0.1850626436996044,0.2068965517241379,-0.0275297101178899,1.0,-1.9602328731285124,-0.1046473979949951,1.8555854751335168,-1.8555854751335168,0.06278136958883486,-0.09031107970672476
CHEMBL1862_Ki,morgan,xgboost,crem_lime,42,trained,8,test,109,114,0.2923617084147465,0.3170731707317073,-0.0361846412498353,1.0,-1.1024864785694142,-0.1691794395446777,0.9333070390247364,-0.9333070390247364,0.27162660440833103,-0.3078112456581663
CHEMBL1862_Ki,morgan,xgboost,crem_lime,42,trained,9,test,115,163,0.4476539995495279,0.3333333333333333,0.1714809993242918,1.0,1.4273237863572472,0.0237088203430175,1.4036149660142296,-1.4036149660142296,0.1408106279760182,0.030670371348273606
CHEMBL1862_Ki,morgan,xgboost,crem_lime,42,trained,10,test,135,144,0.4611354618939508,0.2678571428571428,0.2639898991722255,1.0,-3.4771212547196626,-0.8323599100112915,2.644761344708371,-2.644761344708371,0.0927325818178125,0.17125731735441296
CHEMBL1862_Ki,morgan,xgboost,crem_lime,42,trained,19,test,431,477,0.2154952599372825,0.2653061224489796,-0.0677981184186987,1.0,-3.397940008672037,-0.067714836448431,3.3302251722236065,-3.3302251722236065,0.21432053993250388,-0.2821186583512026
CHEMBL1862_Ki,morgan,xgboost,crem_lime,42,trained,22,test,456,533,0.5786857164954857,0.3793103448275862,0.3212158765760604,1.0,-1.414973347970818,-1.9718270003795624,0.5568536524087444,-0.5568536524087444,0.24450508222264877,0.0767107943534116
CHEMBL1862_Ki,morgan,xgboost,crem_lime,42,trained,25,test,576,727,0.9782874524751044,0.8846153846153846,0.8118245881175715,1.0,3.330413773349191,2.0853877514600754,1.2450260218891156,-1.2450260218891156,0.09310047598533315,0.7187241121322384
CHEMBL1862_Ki,morgan,xgboost,crem_lime,42,trained,27,test,709,711,0.1741820471147699,0.2333333333333333,-0.0771538515894304,1.0,-1.8195439355418688,0.0830073356628418,1.9025512712047103,-1.9025512712047103,0.44900613822755603,-0.5261599898169864
CHEMBL1862_Ki,morgan,mlp,crem_mean,11,trained,3,test,60,126,0.3674530713704142,0.2068965517241379,0.2024408291192179,0.6551724137931034,-1.9602328731285124,-0.2229411602020263,1.737291712926486,-1.737291712926486,0.3165081271236205,-0.11406729800440257
CHEMBL1862_Ki,morgan,mlp,crem_mean,11,trained,8,test,109,114,0.3529784240150094,0.3170731707317073,0.0525755494505494,0.7560975609756098,-1.1024864785694142,0.2017760276794433,1.3042625062488575,-1.3042625062488575,0.1372213809121447,-0.0846458314615953
CHEMBL1862_Ki,morgan,mlp,crem_mean,11,trained,9,test,115,163,0.4948746541739073,0.3333333333333333,0.242311981260861,0.6666666666666666,1.4273237863572472,0.0835134983062744,1.3438102880509728,-1.3438102880509728,0.19749379290341648,0.04481818835744453
CHEMBL1862_Ki,morgan,mlp,crem_mean,11,trained,10,test,135,144,0.501966124242339,0.2678571428571428,0.3197586087212435,0.6071428571428571,-3.4771212547196626,-0.6533029079437256,2.823818346775937,-2.823818346775937,0.2701160540733107,0.049642554647932824
CHEMBL1862_Ki,morgan,mlp,crem_mean,11,trained,19,test,431,477,0.3085000085817347,0.2653061224489796,0.0587916783473611,0.4693877551020408,-3.397940008672037,-0.5768245458602905,2.821115462811747,-2.821115462811747,0.21533504912747206,-0.15654337078011096
CHEMBL1862_Ki,morgan,mlp,crem_mean,11,trained,22,test,456,533,0.4830865169737529,0.3793103448275862,0.1671949440132686,0.6551724137931034,-1.414973347970818,-0.1969406604766845,1.2180326874941334,-1.2180326874941334,0.7278908659175424,-0.5606959219042738
CHEMBL1862_Ki,morgan,mlp,crem_mean,11,trained,25,test,576,727,0.8398482209194753,0.8846153846153846,-0.3879820853645469,0.6153846153846154,3.330413773349191,1.7194396257400513,1.6109741476091397,-1.6109741476091397,-0.53443524202519,0.14645315666064307
CHEMBL1862_Ki,morgan,mlp,crem_mean,11,trained,27,test,709,711,0.2688767372977899,0.2333333333333333,0.0463609616927694,0.6666666666666666,-1.8195439355418688,-0.1165263652801513,1.7030175702617174,-1.7030175702617174,0.626891483257943,-0.5805305215651736
CHEMBL1862_Ki,morgan,mlp,crem_lime,11,trained,3,test,60,126,0.147275818599362,0.2068965517241379,-0.0751739678529782,1.0,-1.9602328731285124,-0.2229411602020263,1.737291712926486,-1.737291712926486,0.32187522652818806,-0.39704919438116626
CHEMBL1862_Ki,morgan,mlp,crem_lime,11,trained,8,test,109,114,0.2252505588433839,0.3170731707317073,-0.1344545388364735,1.0,-1.1024864785694142,0.2017760276794433,1.3042625062488575,-1.3042625062488575,0.3384458791125171,-0.4729004179489906
CHEMBL1862_Ki,morgan,mlp,crem_lime,11,trained,9,test,115,163,0.6170328696095113,0.3333333333333333,0.4255493044142669,1.0,1.4273237863572472,0.0835134983062744,1.3438102880509728,-1.3438102880509728,0.1522336947185904,0.2733156096956765
CHEMBL1862_Ki,morgan,mlp,crem_lime,11,trained,10,test,135,144,0.4353017803413588,0.2678571428571428,0.2287048707101486,1.0,-3.4771212547196626,-0.6533029079437256,2.823818346775937,-2.823818346775937,0.2969873685072294,-0.06828249779708079
CHEMBL1862_Ki,morgan,mlp,crem_lime,11,trained,19,test,431,477,0.2360978350586568,0.2653061224489796,-0.0397557245034948,1.0,-3.397940008672037,-0.5768245458602905,2.821115462811747,-2.821115462811747,0.022466762301510197,-0.062222486805005
CHEMBL1862_Ki,morgan,mlp,crem_lime,11,trained,22,test,456,533,0.3469393491625379,0.3793103448275862,-0.0521532707936888,1.0,-1.414973347970818,-0.1969406604766845,1.2180326874941334,-1.2180326874941334,0.5245376619148554,-0.5766909327085442
CHEMBL1862_Ki,morgan,mlp,crem_lime,11,trained,25,test,576,727,0.8588965236892128,0.8846153846153846,-0.222896794693489,1.0,3.330413773349191,1.7194396257400513,1.6109741476091397,-1.6109741476091397,-0.19054435398605904,-0.03235244070742996
CHEMBL1862_Ki,morgan,mlp,crem_lime,11,trained,27,test,709,711,0.1456851062600281,0.2333333333333333,-0.1143237744434416,1.0,-1.8195439355418688,-0.1165263652801513,1.7030175702617174,-1.7030175702617174,0.19491590254747349,-0.3092396769909151
CHEMBL1862_Ki,morgan,mlp,crem_mean,23,trained,3,test,60,126,0.3166867594341357,0.2068965517241379,0.138431131460432,0.6551724137931034,-1.9602328731285124,-0.1906661987304687,1.7695666743980436,-1.7695666743980436,0.3165081271236205,-0.17807699566318846
CHEMBL1862_Ki,morgan,mlp,crem_mean,23,trained,8,test,109,114,0.3031916224575205,0.3170731707317073,-0.0203265528300592,0.7560975609756098,-1.1024864785694142,0.1849377155303955,1.2874241940998097,-1.2874241940998097,0.1372213809121447,-0.15754793374220388
CHEMBL1862_Ki,morgan,mlp,crem_mean,23,trained,9,test,115,163,0.4643247005001316,0.3333333333333333,0.1964870507501973,0.6666666666666666,1.4273237863572472,0.0252814292907714,1.4020423570664755,-1.4020423570664755,0.19749379290341648,-0.0010067421532191922
CHEMBL1862_Ki,morgan,mlp,crem_mean,23,trained,10,test,135,144,0.4661248473748474,0.2678571428571428,0.2708046695851573,0.6071428571428571,-3.4771212547196626,-0.6286799907684326,2.84844126395123,-2.84844126395123,0.2701160540733107,0.0006886155118466242
CHEMBL1862_Ki,morgan,mlp,crem_mean,23,trained,19,test,431,477,0.3225965346101906,0.2653061224489796,0.0779786165527594,0.4693877551020408,-3.397940008672037,-0.5550764799118042,2.8428635287602333,-2.8428635287602333,0.21533504912747206,-0.13735643257471267
CHEMBL1862_Ki,morgan,mlp,crem_mean,23,trained,22,test,456,533,0.5222506632723352,0.3793103448275862,0.2302927352720955,0.6551724137931034,-1.414973347970818,-0.3729007244110107,1.0420726235598072,-1.0420726235598072,0.7278908659175424,-0.4975981306454469
CHEMBL1862_Ki,morgan,mlp,crem_mean,23,trained,25,test,576,727,0.8172988293234449,0.8846153846153846,-0.5834101458634772,0.6153846153846154,3.330413773349191,1.0900537967681885,2.2403599765810025,-2.2403599765810025,-0.53443524202519,-0.048974903838287176
CHEMBL1862_Ki,morgan,mlp,crem_mean,23,trained,27,test,709,711,0.2377668308702791,0.2333333333333333,0.0057828228742771,0.6666666666666666,-1.8195439355418688,-0.2799797058105469,1.539564229731322,-1.539564229731322,0.626891483257943,-0.6211086603836659
CHEMBL1862_Ki,morgan,mlp,crem_lime,23,trained,3,test,60,126,0.3188231454072467,0.2068965517241379,0.141124835513485,1.0,-1.9602328731285124,-0.1906661987304687,1.7695666743980436,-1.7695666743980436,0.32187522652818806,-0.18075039101470305
CHEMBL1862_Ki,morgan,mlp,crem_lime,23,trained,8,test,109,114,0.2450454544690232,0.3170731707317073,-0.1054691559560731,1.0,-1.1024864785694142,0.1849377155303955,1.2874241940998097,-1.2874241940998097,0.3384458791125171,-0.4439150350685902
CHEMBL1862_Ki,morgan,mlp,crem_lime,23,trained,9,test,115,163,0.3421463313380997,0.3333333333333333,0.0132194970071495,1.0,1.4273237863572472,0.0252814292907714,1.4020423570664755,-1.4020423570664755,0.1522336947185904,-0.1390141977114409
CHEMBL1862_Ki,morgan,mlp,crem_lime,23,trained,10,test,135,144,0.4242580613004484,0.2678571428571428,0.213620766654271,1.0,-3.4771212547196626,-0.6286799907684326,2.84844126395123,-2.84844126395123,0.2969873685072294,-0.08336660185295841
CHEMBL1862_Ki,morgan,mlp,crem_lime,23,trained,19,test,431,477,0.2271346941533276,0.2653061224489796,-0.0519555551801929,1.0,-3.397940008672037,-0.5550764799118042,2.8428635287602333,-2.8428635287602333,0.022466762301510197,-0.0744223174817031
CHEMBL1862_Ki,morgan,mlp,crem_lime,23,trained,22,test,456,533,0.3699878059045282,0.3793103448275862,-0.0150196460427045,1.0,-1.414973347970818,-0.3729007244110107,1.0420726235598072,-1.0420726235598072,0.5245376619148554,-0.5395573079575599
CHEMBL1862_Ki,morgan,mlp,crem_lime,23,trained,25,test,576,727,0.8277029782683504,0.8846153846153846,-0.4932408550076296,1.0,3.330413773349191,1.0900537967681885,2.2403599765810025,-2.2403599765810025,-0.19054435398605904,-0.30269650102157053
CHEMBL1862_Ki,morgan,mlp,crem_lime,23,trained,27,test,709,711,0.1703574552328292,0.2333333333333333,-0.0821424496963097,1.0,-1.8195439355418688,-0.2799797058105469,1.539564229731322,-1.539564229731322,0.19491590254747349,-0.27705835224378317
CHEMBL1862_Ki,morgan,mlp,crem_mean,42,trained,3,test,60,126,0.5217470375516352,0.2068965517241379,0.3969853951738009,0.6551724137931034,-1.9602328731285124,-0.4147696495056152,1.5454632236228971,-1.5454632236228971,0.3165081271236205,0.0804772680501804
CHEMBL1862_Ki,morgan,mlp,crem_mean,42,trained,8,test,109,114,0.3606301705315201,0.3170731707317073,0.0637798925640116,0.7560975609756098,-1.1024864785694142,0.1476449966430664,1.2501314752124806,-1.2501314752124806,0.1372213809121447,-0.07344148834813309
CHEMBL1862_Ki,morgan,mlp,crem_mean,42,trained,9,test,115,163,0.5609206849185666,0.3333333333333333,0.3413810273778499,0.6666666666666666,1.4273237863572472,0.0546483993530273,1.37267538700422,-1.37267538700422,0.19749379290341648,0.14388723447443344
CHEMBL1862_Ki,morgan,mlp,crem_mean,42,trained,10,test,135,144,0.4607249103942651,0.2678571428571428,0.2634291459043621,0.6071428571428571,-3.4771212547196626,-0.5826034545898438,2.894517800129819,-2.894517800129819,0.2701160540733107,-0.006686908168948569
CHEMBL1862_Ki,morgan,mlp,crem_mean,42,trained,19,test,431,477,0.2982020476174659,0.2653061224489796,0.0447750092571063,0.4693877551020408,-3.397940008672037,-0.8113820552825928,2.5865579533894447,-2.5865579533894447,0.21533504912747206,-0.17056003987036578
CHEMBL1862_Ki,morgan,mlp,crem_mean,42,trained,22,test,456,533,0.6689643582978015,0.3793103448275862,0.4666647994797914,0.6551724137931034,-1.414973347970818,-0.5655285120010376,0.8494448359697804,-0.8494448359697804,0.7278908659175424,-0.261226066437751
CHEMBL1862_Ki,morgan,mlp,crem_mean,42,trained,25,test,576,727,0.8304422340554879,0.8846153846153846,-0.4695006381857711,0.6153846153846154,3.330413773349191,1.5436400175094604,1.7867737558397303,-1.7867737558397303,-0.53443524202519,0.0649346038394189
CHEMBL1862_Ki,morgan,mlp,crem_mean,42,trained,27,test,709,711,0.3619047619047619,0.2333333333333333,0.1677018633540372,0.6666666666666666,-1.8195439355418688,-0.4770808219909668,1.342463113550902,-1.342463113550902,0.626891483257943,-0.4591896199039058
CHEMBL1862_Ki,morgan,mlp,crem_lime,42,trained,3,test,60,126,0.6934113272348568,0.2068965517241379,0.6134316734700368,1.0,-1.9602328731285124,-0.4147696495056152,1.5454632236228971,-1.5454632236228971,0.32187522652818806,0.29155644694184873
CHEMBL1862_Ki,morgan,mlp,crem_lime,42,trained,8,test,109,114,0.4447360946586952,0.3170731707317073,0.1869349957502323,1.0,-1.1024864785694142,0.1476449966430664,1.2501314752124806,-1.2501314752124806,0.3384458791125171,-0.1515108833622848
CHEMBL1862_Ki,morgan,mlp,crem_lime,42,trained,9,test,115,163,0.6025157289360898,0.3333333333333333,0.4037735934041347,1.0,1.4273237863572472,0.0546483993530273,1.37267538700422,-1.37267538700422,0.1522336947185904,0.25153989868554427
CHEMBL1862_Ki,morgan,mlp,crem_lime,42,trained,10,test,135,144,0.2696862237305666,0.2678571428571428,0.0024982568027252,1.0,-3.4771212547196626,-0.5826034545898438,2.894517800129819,-2.894517800129819,0.2969873685072294,-0.2944891117045042
CHEMBL1862_Ki,morgan,mlp,crem_lime,42,trained,19,test,431,477,0.1876610261445714,0.2653061224489796,-0.1056836033032222,1.0,-3.397940008672037,-0.8113820552825928,2.5865579533894447,-2.5865579533894447,0.022466762301510197,-0.1281503656047324
CHEMBL1862_Ki,morgan,mlp,crem_lime,42,trained,22,test,456,533,0.3952783080786875,0.3793103448275862,0.0257261630156632,1.0,-1.414973347970818,-0.5655285120010376,0.8494448359697804,-0.8494448359697804,0.5245376619148554,-0.4988114988991922
CHEMBL1862_Ki,morgan,mlp,crem_lime,42,trained,25,test,576,727,0.8513102204386468,0.8846153846153846,-0.2886447561983941,1.0,3.330413773349191,1.5436400175094604,1.7867737558397303,-1.7867737558397303,-0.19054435398605904,-0.09810040221233504
CHEMBL1862_Ki,morgan,mlp,crem_lime,42,trained,27,test,709,711,0.234700198527045,0.2333333333333333,0.0017828676439718,1.0,-1.8195439355418688,-0.4770808219909668,1.342463113550902,-1.342463113550902,0.19491590254747349,-0.1931330349035017
CHEMBL1871_Ki,morgan,xgboost,crem_mean,11,trained,1,test,9,11,0.4556623931623931,0.2222222222222222,0.3001373626373626,0.3333333333333333,-1.4296734769567174,0.360459566116333,1.7901330430730504,-1.7901330430730504,0.1327130211058782,0.16742434153148442
CHEMBL1871_Ki,morgan,xgboost,crem_mean,11,trained,6,test,91,92,0.2328049516908212,0.2608695652173913,-0.0379697712418301,0.3478260869565217,-1.077886775694626,-0.3613035678863525,0.7165832078082734,-0.7165832078082734,0.13910675381263612,-0.17707652505446622
CHEMBL1871_Ki,morgan,xgboost,crem_mean,11,trained,12,test,182,185,0.5890807512783469,0.2575757575757575,0.4465169302932836,0.6363636363636364,1.0791812460476249,0.082606554031372,0.9965746920162526,-0.9965746920162526,0.1607649206133245,0.28575200967995906
CHEMBL1871_Ki,morgan,xgboost,crem_mean,11,trained,9,test,228,239,0.3222673893405601,0.2195121951219512,0.1316550925925926,0.2682926829268293,-1.973897197435795,-0.0233293771743774,1.9505678202614176,-1.9505678202614176,0.12191358024691352,0.009741512345679063
CHEMBL1871_Ki,morgan,xgboost,crem_mean,11,trained,18,test,248,252,0.4788021919600866,0.1578947368421052,0.3810776029526029,0.4210526315789473,-1.984777267009341,-0.3591969013214111,1.6255803656879304,-1.6255803656879304,0.20450975529100526,0.17656784766159764
CHEMBL1871_Ki,morgan,xgboost,crem_mean,11,trained,19,test,258,271,0.5357142857142856,0.1944444444444444,0.4236453201970442,0.3888888888888889,-1.418986658871617,-0.1863805055618286,1.232606153309788,-1.232606153309788,0.4606145906638517,-0.03696927046680748
CHEMBL1871_Ki,morgan,xgboost,crem_mean,11,trained,14,test,313,315,0.1560926773455377,0.1739130434782608,-0.0215720221606648,0.5217391304347826,-3.3010299956639813,0.029996633529663,3.3310266291936443,-3.3310266291936443,0.058114035087719305,-0.07968605724838411
CHEMBL1871_Ki,morgan,xgboost,crem_mean,11,trained,25,test,408,409,0.142156862745098,0.0784313725490196,0.0691489361702127,0.2549019607843137,1.1931245983544616,0.2355563640594482,0.9575682342950134,-0.9575682342950134,0.0058257345491387995,0.0633232016210739
CHEMBL1871_Ki,morgan,xgboost,crem_mean,11,trained,35,test,574,576,0.2538307205023382,0.2753623188405797,-0.0297136057067732,0.6666666666666666,-1.025168125180551,-0.1501322984695434,0.8750358267110074,-0.8750358267110074,-0.017899809814030866,-0.011813795892742333
