dataset,component_id,component_split,left_index,right_index,positive_atoms,total_atoms,valid_normalized_ap_prevalence
CHEMBL204_Ki,173,calibration,2482,2484,12,76,True
CHEMBL204_Ki,178,test,2577,2580,12,79,True
CHEMBL204_Ki,180,calibration,2641,2642,3,79,True
CHEMBL204_Ki,181,calibration,2646,2648,15,78,True
CHEMBL204_Ki,182,calibration,2658,2659,4,63,True
CHEMBL204_Ki,128,calibration,2734,2735,6,58,True
CHEMBL204_Ki,189,test,2747,2752,4,45,True
CHEMBL2147_Ki,1,calibration,22,1445,30,56,True
CHEMBL2147_Ki,2,calibration,36,37,12,44,True
CHEMBL2147_Ki,5,test,130,534,35,35,False
CHEMBL2147_Ki,6,test,131,270,12,58,True
CHEMBL2147_Ki,7,test,137,605,4,55,True
CHEMBL2147_Ki,8,test,152,581,29,49,True
CHEMBL2147_Ki,11,calibration,176,438,24,48,True
CHEMBL2147_Ki,13,test,191,348,21,25,True
CHEMBL2147_Ki,15,test,378,630,22,52,True
CHEMBL2147_Ki,16,calibration,396,611,28,38,True
CHEMBL2147_Ki,18,test,445,541,3,47,True
CHEMBL2147_Ki,14,calibration,467,494,12,57,True
CHEMBL2147_Ki,21,calibration,663,665,13,49,True
CHEMBL2147_Ki,24,calibration,708,709,31,61,True
CHEMBL2147_Ki,26,calibration,722,1440,18,60,True
CHEMBL2147_Ki,28,calibration,800,1139,25,65,True
CHEMBL2147_Ki,35,calibration,825,1177,18,62,True
CHEMBL2147_Ki,34,calibration,828,830,17,65,True
CHEMBL2147_Ki,36,test,834,837,16,65,True
CHEMBL2147_Ki,39,test,922,931,13,61,True
CHEMBL2147_Ki,42,test,1070,1286,20,60,True
CHEMBL2147_Ki,43,calibration,1083,1084,20,58,True
CHEMBL2147_Ki,44,test,1146,1149,15,79,True
CHEMBL2147_Ki,47,calibration,1180,1183,4,67,True
CHEMBL2147_Ki,48,test,1227,1249,20,64,True
CHEMBL2147_Ki,51,test,1353,1354,13,67,True
CHEMBL2147_Ki,52,test,1447,1449,9,49,True
CHEMBL214_Ki,1,calibration,6,58,24,50,True
CHEMBL214_Ki,4,test,30,31,22,42,True
CHEMBL214_Ki,5,calibration,36,3234,24,36,True
CHEMBL214_Ki,6,calibration,50,61,13,66,True
CHEMBL214_Ki,10,calibration,82,106,33,80,True
CHEMBL214_Ki,7,test,86,105,17,57,True
CHEMBL214_Ki,9,calibration,94,139,39,73,True
CHEMBL214_Ki,17,test,176,177,13,47,True
CHEMBL214_Ki,2,calibration,189,261,15,56,True
CHEMBL214_Ki,23,test,269,281,26,36,True
CHEMBL214_Ki,25,test,297,298,10,60,True
CHEMBL214_Ki,26,calibration,344,358,16,60,True
CHEMBL214_Ki,28,calibration,357,956,36,59,True
CHEMBL214_Ki,30,calibration,372,388,26,42,True
CHEMBL214_Ki,31,calibration,376,380,9,50,True
CHEMBL214_Ki,34,calibration,410,418,4,35,True
CHEMBL214_Ki,37,calibration,438,1836,18,32,True
CHEMBL214_Ki,39,test,447,465,16,48,True
CHEMBL214_Ki,42,test,487,499,20,54,True
CHEMBL214_Ki,44,calibration,518,546,12,68,True
CHEMBL214_Ki,48,test,565,579,4,51,True
CHEMBL214_Ki,14,calibration,578,1077,4,33,True
CHEMBL214_Ki,49,test,589,2203,37,55,True
CHEMBL214_Ki,50,calibration,595,605,14,72,True
CHEMBL214_Ki,52,test,632,2369,34,52,True
CHEMBL214_Ki,54,calibration,651,661,22,62,True
CHEMBL214_Ki,57,calibration,669,1606,24,56,True
CHEMBL214_Ki,60,calibration,725,752,16,64,True
CHEMBL214_Ki,61,calibration,732,866,8,58,True
CHEMBL214_Ki,62,test,734,973,15,36,True
CHEMBL214_Ki,63,test,741,745,17,63,True
CHEMBL214_Ki,64,test,773,774,23,66,True
CHEMBL214_Ki,67,test,786,800,4,63,True
CHEMBL214_Ki,72,test,817,838,10,52,True
CHEMBL214_Ki,74,test,832,834,13,54,True
CHEMBL214_Ki,78,test,856,857,9,67,True
CHEMBL214_Ki,77,calibration,860,861,3,63,True
CHEMBL214_Ki,80,calibration,880,882,3,63,True
CHEMBL214_Ki,82,calibration,944,945,8,68,True
CHEMBL214_Ki,85,calibration,965,970,16,44,True
CHEMBL214_Ki,55,calibration,1075,1169,15,60,True
CHEMBL214_Ki,89,calibration,1091,1687,40,64,True
CHEMBL214_Ki,90,calibration,1098,1686,28,60,True
CHEMBL214_Ki,91,test,1111,1113,11,59,True
CHEMBL214_Ki,93,test,1120,2373,43,68,True
CHEMBL214_Ki,95,test,1139,1144,15,65,True
CHEMBL214_Ki,12,test,1156,2185,36,60,True
CHEMBL214_Ki,96,calibration,1181,1182,9,71,True
CHEMBL214_Ki,79,test,1184,1186,12,66,True
CHEMBL214_Ki,98,test,1210,1211,5,53,True
CHEMBL214_Ki,99,test,1218,1231,3,55,True
CHEMBL214_Ki,100,test,1226,1230,18,50,True
CHEMBL214_Ki,103,test,1279,1280,11,61,True
CHEMBL214_Ki,104,test,1291,2303,15,59,True
CHEMBL214_Ki,105,calibration,1304,1322,11,41,True
CHEMBL214_Ki,107,calibration,1311,1324,4,43,True
CHEMBL214_Ki,108,test,1334,1340,15,63,True
CHEMBL214_Ki,113,test,1377,1380,10,58,True
CHEMBL214_Ki,106,calibration,1386,1717,21,41,True
CHEMBL214_Ki,115,calibration,1388,1401,26,41,True
CHEMBL214_Ki,116,calibration,1402,1726,17,42,True
CHEMBL214_Ki,118,test,1405,1409,5,62,True
CHEMBL214_Ki,119,test,1422,1444,9,74,True
CHEMBL214_Ki,123,test,1458,1459,8,48,True
CHEMBL214_Ki,125,calibration,1473,2114,29,54,True
CHEMBL214_Ki,126,test,1486,1502,17,59,True
CHEMBL214_Ki,128,calibration,1505,1522,4,69,True
CHEMBL214_Ki,129,test,1537,1541,16,54,True
CHEMBL214_Ki,130,test,1585,1587,18,64,True
CHEMBL214_Ki,132,test,1616,1653,13,64,True
CHEMBL214_Ki,138,calibration,1796,1798,12,56,True
CHEMBL214_Ki,139,calibration,1799,1802,14,52,True
CHEMBL214_Ki,127,test,1828,1833,31,46,True
CHEMBL214_Ki,145,calibration,1894,1895,11,45,True
CHEMBL214_Ki,154,test,1972,1980,12,70,True
CHEMBL214_Ki,156,test,2011,2234,22,54,True
CHEMBL214_Ki,157,calibration,2027,2503,50,70,True
CHEMBL214_Ki,158,calibration,2028,2038,4,39,True
CHEMBL214_Ki,163,test,2071,2076,4,57,True
CHEMBL214_Ki,167,calibration,2088,2092,4,67,True
CHEMBL214_Ki,168,calibration,2094,2339,29,72,True
CHEMBL214_Ki,169,test,2108,2119,36,56,True
CHEMBL214_Ki,170,calibration,2112,2121,44,58,True
CHEMBL214_Ki,171,calibration,2155,2605,21,50,True
CHEMBL214_Ki,172,calibration,2187,2215,42,60,True
CHEMBL214_Ki,174,calibration,2220,3313,27,59,True
CHEMBL214_Ki,178,calibration,2304,2305,13,59,True
CHEMBL214_Ki,146,test,2431,2740,15,63,True
CHEMBL214_Ki,147,test,2432,2438,17,57,True
CHEMBL214_Ki,180,test,2471,2474,10,65,True
CHEMBL214_Ki,183,test,2486,2488,10,46,True
CHEMBL214_Ki,184,calibration,2500,2504,20,75,True
CHEMBL214_Ki,186,test,2565,2572,17,63,True
CHEMBL214_Ki,188,test,2595,2596,12,60,True
CHEMBL214_Ki,191,test,2610,2619,7,66,True
CHEMBL214_Ki,194,test,2639,2641,8,68,True
CHEMBL214_Ki,196,test,2667,2672,21,65,True
CHEMBL214_Ki,197,calibration,2754,2756,8,64,True
CHEMBL214_Ki,198,calibration,2770,2776,35,59,True
CHEMBL214_Ki,199,calibration,2794,2809,4,53,True
CHEMBL214_Ki,200,calibration,2816,2818,4,63,True
CHEMBL214_Ki,201,test,2828,2829,4,63,True
CHEMBL214_Ki,203,test,2842,2856,50,72,True
CHEMBL214_Ki,208,calibration,2900,2908,11,69,True
CHEMBL214_Ki,211,test,2960,2963,16,78,True
CHEMBL214_Ki,213,calibration,2978,2979,4,61,True
CHEMBL214_Ki,216,test,2996,3002,12,72,True
CHEMBL214_Ki,217,test,3025,3028,18,52,True
CHEMBL214_Ki,218,calibration,3036,3041,6,76,True
CHEMBL214_Ki,220,calibration,3069,3077,8,76,True
CHEMBL214_Ki,219,test,3074,3193,24,76,True
CHEMBL214_Ki,221,calibration,3091,3173,24,80,True
CHEMBL214_Ki,223,calibration,3126,3136,14,70,True
CHEMBL214_Ki,225,test,3151,3154,9,35,True
CHEMBL214_Ki,120,test,3221,3222,12,58,True
CHEMBL218_EC50,0,calibration,2,195,32,58,True
CHEMBL218_EC50,1,calibration,12,15,24,54,True
CHEMBL218_EC50,2,test,19,510,4,57,True
CHEMBL218_EC50,3,test,26,31,18,58,True
CHEMBL218_EC50,4,test,34,36,11,55,True
CHEMBL218_EC50,7,calibration,70,513,16,54,True
CHEMBL218_EC50,11,calibration,141,154,18,45,True
CHEMBL218_EC50,17,test,254,255,4,57,True
CHEMBL218_EC50,19,calibration,262,263,4,57,True
CHEMBL218_EC50,22,calibration,285,576,44,96,True
CHEMBL218_EC50,27,test,321,338,23,57,True
CHEMBL218_EC50,29,test,330,339,32,56,True
CHEMBL218_EC50,30,calibration,337,611,37,63,True
CHEMBL218_EC50,31,test,347,1020,4,53,True
CHEMBL218_EC50,32,calibration,355,357,17,69,True
CHEMBL218_EC50,35,calibration,379,383,12,66,True
CHEMBL218_EC50,36,test,396,402,14,72,True
CHEMBL218_EC50,37,calibration,399,405,26,74,True
CHEMBL218_EC50,42,calibration,481,488,10,62,True
CHEMBL218_EC50,43,calibration,492,494,28,56,True
CHEMBL218_EC50,45,calibration,523,549,20,50,True
CHEMBL218_EC50,46,calibration,525,530,20,48,True
CHEMBL218_EC50,47,test,538,540,20,58,True
CHEMBL218_EC50,49,test,560,565,31,58,True
CHEMBL218_EC50,51,test,630,649,30,71,True
CHEMBL218_EC50,52,test,676,690,29,67,True
CHEMBL218_EC50,57,test,696,723,24,64,True
CHEMBL218_EC50,54,calibration,700,782,21,81,True
CHEMBL218_EC50,61,test,749,809,16,90,True
CHEMBL218_EC50,58,test,798,799,24,94,True
CHEMBL218_EC50,63,test,828,875,26,58,True
CHEMBL218_EC50,65,calibration,851,858,4,51,True
CHEMBL218_EC50,68,test,943,1000,24,54,True
CHEMBL218_EC50,69,test,953,956,8,56,True
CHEMBL218_EC50,70,calibration,957,958,4,53,True
CHEMBL218_EC50,50,test,963,964,13,57,True
CHEMBL218_EC50,71,calibration,968,969,12,54,True
CHEMBL218_EC50,72,test,982,983,3,53,True
CHEMBL219_Ki,1,calibration,4,537,11,55,True
CHEMBL219_Ki,3,calibration,25,547,19,55,True
CHEMBL219_Ki,10,test,87,996,28,50,True
CHEMBL219_Ki,11,test,88,1010,11,51,True
CHEMBL219_Ki,16,calibration,102,594,18,50,True
CHEMBL219_Ki,17,test,106,435,45,47,True
CHEMBL219_Ki,20,test,129,145,8,44,True
CHEMBL219_Ki,21,test,134,1716,8,50,True
CHEMBL219_Ki,25,calibration,159,229,21,39,True
CHEMBL219_Ki,27,calibration,192,196,10,50,True
CHEMBL219_Ki,26,test,194,202,10,48,True
CHEMBL219_Ki,29,calibration,242,248,20,46,True
CHEMBL219_Ki,34,calibration,283,291,18,30,True
CHEMBL219_Ki,33,calibration,287,302,16,32,True
CHEMBL219_Ki,35,calibration,300,310,14,36,True
CHEMBL219_Ki,37,test,330,603,24,42,True
CHEMBL219_Ki,38,calibration,333,415,17,51,True
CHEMBL219_Ki,6,calibration,335,343,16,50,True
CHEMBL219_Ki,40,calibration,357,1169,20,61,True
CHEMBL219_Ki,41,test,358,364,12,60,True
CHEMBL219_Ki,42,test,375,411,3,59,True
CHEMBL219_Ki,45,test,405,429,12,56,True
CHEMBL219_Ki,48,test,433,458,10,44,True
CHEMBL219_Ki,49,test,451,483,13,49,True
CHEMBL219_Ki,52,test,453,471,24,46,True
CHEMBL219_Ki,47,test,459,466,14,46,True
CHEMBL219_Ki,53,test,460,550,14,52,True
CHEMBL219_Ki,58,test,533,540,11,63,True
CHEMBL219_Ki,56,test,582,619,19,65,True
CHEMBL219_Ki,62,calibration,584,698,43,49,True
CHEMBL219_Ki,63,calibration,640,651,28,60,True
CHEMBL219_Ki,64,test,663,1229,24,66,True
CHEMBL219_Ki,68,calibration,743,1193,12,54,True
CHEMBL219_Ki,70,calibration,764,766,18,56,True
CHEMBL219_Ki,71,test,772,789,9,55,True
CHEMBL219_Ki,59,calibration,773,820,21,53,True
CHEMBL219_Ki,74,calibration,861,1168,20,63,True
CHEMBL219_Ki,77,test,1054,1236,14,40,True
CHEMBL219_Ki,84,calibration,1070,1082,12,56,True
CHEMBL219_Ki,85,test,1117,1134,11,49,True
CHEMBL219_Ki,86,test,1119,1124,13,55,True
CHEMBL219_Ki,87,test,1144,1145,15,45,True
CHEMBL219_Ki,91,calibration,1210,1212,4,53,True
CHEMBL219_Ki,76,test,1235,1240,22,42,True
CHEMBL219_Ki,93,calibration,1243,1253,24,48,True
CHEMBL219_Ki,94,test,1245,1249,17,55,True
CHEMBL219_Ki,95,test,1247,1256,16,52,True
CHEMBL219_Ki,96,test,1285,1291,17,69,True
CHEMBL219_Ki,98,calibration,1315,1838,24,59,True
CHEMBL219_Ki,99,test,1397,1402,34,66,True
CHEMBL219_Ki,106,calibration,1482,1483,13,67,True
CHEMBL219_Ki,107,calibration,1487,1490,17,59,True
CHEMBL219_Ki,108,calibration,1497,1564,28,60,True
CHEMBL219_Ki,109,test,1502,1508,7,61,True
CHEMBL219_Ki,112,calibration,1552,1556,12,56,True
CHEMBL219_Ki,114,calibration,1576,1578,11,65,True
CHEMBL219_Ki,115,test,1594,1614,21,49,True
CHEMBL219_Ki,111,calibration,1623,1639,18,44,True
CHEMBL219_Ki,116,calibration,1641,1643,18,70,True
CHEMBL219_Ki,117,calibration,1681,1693,10,60,True
CHEMBL219_Ki,119,calibration,1722,1723,13,67,True
CHEMBL219_Ki,120,test,1725,1726,18,36,True
CHEMBL219_Ki,121,test,1727,1731,4,40,True
CHEMBL219_Ki,122,calibration,1728,1729,11,39,True
CHEMBL219_Ki,126,test,1755,1758,5,37,True
CHEMBL219_Ki,127,test,1763,1764,11,73,True
CHEMBL219_Ki,128,calibration,1776,1779,8,54,True
CHEMBL228_Ki,2,calibration,14,632,17,65,True
CHEMBL228_Ki,3,calibration,34,38,11,49,True
CHEMBL228_Ki,4,test,40,44,16,62,True
CHEMBL228_Ki,5,test,60,831,12,44,True
CHEMBL228_Ki,9,test,81,118,15,69,True
CHEMBL228_Ki,12,test,136,139,10,62,True
CHEMBL228_Ki,13,calibration,157,158,8,44,True
CHEMBL228_Ki,15,test,193,194,12,72,True
CHEMBL228_Ki,16,calibration,213,214,4,41,True
CHEMBL228_Ki,17,test,215,220,6,36,True
CHEMBL228_Ki,21,calibration,244,834,13,43,True
CHEMBL228_Ki,23,test,278,281,9,37,True
CHEMBL228_Ki,24,test,299,302,13,57,True
CHEMBL228_Ki,6,calibration,340,838,13,40,True
CHEMBL228_Ki,35,calibration,439,505,10,58,True
CHEMBL228_Ki,36,calibration,463,469,14,64,True
CHEMBL228_Ki,38,test,474,498,22,57,True
CHEMBL228_Ki,29,calibration,479,492,6,54,True
CHEMBL228_Ki,30,calibration,487,488,5,54,True
CHEMBL228_Ki,34,test,528,531,22,56,True
CHEMBL228_Ki,0,test,610,1417,30,40,True
CHEMBL228_Ki,46,test,650,651,18,58,True
CHEMBL228_Ki,47,calibration,653,654,8,62,True
CHEMBL228_Ki,48,test,667,1454,3,27,True
CHEMBL228_Ki,49,test,676,1320,4,67,True
CHEMBL228_Ki,52,test,691,696,28,42,True
CHEMBL228_Ki,45,calibration,699,712,19,63,True
CHEMBL228_Ki,53,test,728,729,16,52,True
CHEMBL228_Ki,56,calibration,734,748,15,43,True
CHEMBL228_Ki,55,test,739,749,27,45,True
CHEMBL228_Ki,57,test,764,774,22,28,True
CHEMBL228_Ki,58,calibration,786,792,16,44,True
CHEMBL228_Ki,60,test,804,806,4,48,True
CHEMBL228_Ki,61,test,826,827,13,45,True
CHEMBL228_Ki,64,test,849,866,10,42,True
CHEMBL228_Ki,65,test,850,879,11,41,True
CHEMBL228_Ki,66,test,852,867,11,41,True
CHEMBL228_Ki,68,calibration,886,888,11,63,True
CHEMBL228_Ki,69,calibration,894,895,22,66,True
CHEMBL228_Ki,73,calibration,938,949,19,64,True
CHEMBL228_Ki,78,calibration,993,1101,14,36,True
CHEMBL228_Ki,79,test,1015,1016,8,40,True
CHEMBL228_Ki,85,calibration,1102,1644,10,36,True
CHEMBL228_Ki,86,calibration,1108,1137,14,46,True
CHEMBL228_Ki,88,test,1165,1195,13,64,True
CHEMBL228_Ki,89,test,1171,1197,15,65,True
CHEMBL228_Ki,90,calibration,1228,1231,16,44,True
CHEMBL228_Ki,91,calibration,1281,1303,24,44,True
CHEMBL228_Ki,92,calibration,1319,1333,20,72,True
CHEMBL228_Ki,93,test,1335,1339,4,51,True
CHEMBL228_Ki,94,calibration,1336,1340,4,51,True
CHEMBL228_Ki,99,calibration,1361,1367,11,53,True
CHEMBL228_Ki,100,calibration,1405,1408,16,36,True
CHEMBL228_Ki,103,test,1437,1443,7,33,True
CHEMBL228_Ki,104,calibration,1439,1440,11,39,True
CHEMBL228_Ki,106,test,1467,1468,15,57,True
CHEMBL228_Ki,115,calibration,1593,1595,12,54,True
CHEMBL228_Ki,118,test,1661,1662,4,63,True
CHEMBL228_Ki,111,calibration,1665,1668,10,66,True
CHEMBL228_Ki,119,calibration,1673,1674,18,74,True
CHEMBL228_Ki,120,test,1681,1697,36,74,True
CHEMBL231_Ki,2,calibration,32,42,8,50,True
CHEMBL231_Ki,1,test,35,45,14,59,True
CHEMBL231_Ki,3,calibration,67,72,19,63,True
CHEMBL231_Ki,4,calibration,81,357,45,49,True
CHEMBL231_Ki,5,test,86,558,13,49,True
CHEMBL231_Ki,7,test,96,99,12,56,True
CHEMBL231_Ki,8,test,97,164,28,56,True
CHEMBL231_Ki,6,test,120,133,12,55,True
CHEMBL231_Ki,10,test,154,182,12,62,True
CHEMBL231_Ki,14,calibration,197,209,21,81,True
CHEMBL231_Ki,16,test,219,286,4,55,True
CHEMBL231_Ki,17,test,253,254,15,71,True
CHEMBL231_Ki,21,test,309,311,20,64,True
CHEMBL231_Ki,23,calibration,331,334,3,67,True
CHEMBL231_Ki,24,calibration,341,347,12,36,True
CHEMBL231_Ki,26,test,349,541,12,36,True
CHEMBL231_Ki,27,calibration,362,917,36,42,True
CHEMBL231_Ki,29,calibration,392,397,21,45,True
CHEMBL231_Ki,34,test,501,532,5,56,True
