dataset,component_id,left_unique_matched_atom_sets,right_unique_matched_atom_sets,mapping_combinations_evaluated,left_matches_truncated,right_matches_truncated,combination_truncated,chosen_left_recovered,chosen_right_recovered,positive_atom_count_min,positive_atom_count_max,positive_atom_set_ambiguous
CHEMBL2047_EC50,31,1,1,1,False,False,False,True,True,12,12,False
CHEMBL204_Ki,0,1,2,2,False,False,False,True,True,4,4,True
CHEMBL204_Ki,4,2,1,2,False,False,False,True,True,2,2,True
CHEMBL204_Ki,16,1,1,1,False,False,False,True,True,4,4,False
CHEMBL204_Ki,17,1,1,1,False,False,False,True,True,5,5,False
CHEMBL204_Ki,20,2,1,2,False,False,False,True,True,2,2,True
CHEMBL204_Ki,23,1,1,1,False,False,False,True,True,1,1,False
CHEMBL204_Ki,24,1,1,1,False,False,False,True,True,4,4,False
CHEMBL204_Ki,31,1,1,1,False,False,False,True,True,8,8,False
CHEMBL204_Ki,32,1,1,1,False,False,False,True,True,1,1,False
CHEMBL204_Ki,33,1,1,1,False,False,False,True,True,5,5,False
CHEMBL204_Ki,34,1,1,1,False,False,False,True,True,6,6,False
CHEMBL204_Ki,35,1,2,2,False,False,False,True,True,6,6,True
CHEMBL204_Ki,38,1,1,1,False,False,False,True,True,8,8,False
CHEMBL204_Ki,39,1,1,1,False,False,False,True,True,15,15,False
CHEMBL204_Ki,41,1,1,1,False,False,False,True,True,1,1,False
CHEMBL204_Ki,43,1,1,1,False,False,False,True,True,2,2,False
CHEMBL204_Ki,51,1,1,1,False,False,False,True,True,14,14,False
CHEMBL204_Ki,52,1,1,1,False,False,False,True,True,6,6,False
CHEMBL204_Ki,55,1,1,1,False,False,False,True,True,1,1,False
CHEMBL204_Ki,56,1,1,1,False,False,False,True,True,1,1,False
CHEMBL204_Ki,66,1,1,1,False,False,False,True,True,3,3,False
CHEMBL204_Ki,67,1,1,1,False,False,False,True,True,2,2,False
CHEMBL204_Ki,70,1,1,1,False,False,False,True,True,2,2,False
CHEMBL204_Ki,73,1,1,1,False,False,False,True,True,9,9,False
CHEMBL204_Ki,81,1,1,1,False,False,False,True,True,8,8,False
CHEMBL204_Ki,82,1,1,1,False,False,False,True,True,3,3,False
CHEMBL204_Ki,83,1,1,1,False,False,False,True,True,9,9,False
CHEMBL204_Ki,84,1,1,1,False,False,False,True,True,1,1,False
CHEMBL204_Ki,93,1,1,1,False,False,False,True,True,2,2,False
CHEMBL204_Ki,98,1,1,1,False,False,False,True,True,12,12,False
CHEMBL204_Ki,104,1,1,1,False,False,False,True,True,13,13,False
CHEMBL204_Ki,106,1,1,1,False,False,False,True,True,3,3,False
CHEMBL204_Ki,108,1,1,1,False,False,False,True,True,6,6,False
CHEMBL204_Ki,110,1,1,1,False,False,False,True,True,4,4,False
CHEMBL204_Ki,116,1,1,1,False,False,False,True,True,8,8,False
CHEMBL204_Ki,117,1,1,1,False,False,False,True,True,3,3,False
CHEMBL204_Ki,124,1,1,1,False,False,False,True,True,2,2,False
CHEMBL204_Ki,133,1,1,1,False,False,False,True,True,7,7,False
CHEMBL204_Ki,134,1,1,1,False,False,False,True,True,2,2,False
CHEMBL204_Ki,142,1,1,1,False,False,False,True,True,3,3,False
CHEMBL204_Ki,144,1,1,1,False,False,False,True,True,2,2,False
CHEMBL204_Ki,147,1,1,1,False,False,False,True,True,5,5,False
CHEMBL204_Ki,155,3,1,3,False,False,False,True,True,18,18,True
CHEMBL204_Ki,156,1,1,1,False,False,False,True,True,0,0,False
CHEMBL204_Ki,172,1,1,1,False,False,False,True,True,13,13,False
CHEMBL204_Ki,178,1,1,1,False,False,False,True,True,5,5,False
CHEMBL204_Ki,189,1,1,1,False,False,False,True,True,1,1,False
CHEMBL2147_Ki,6,1,1,1,False,False,False,True,True,2,2,False
CHEMBL2147_Ki,7,1,1,1,False,False,False,True,True,1,1,False
CHEMBL2147_Ki,8,2,1,2,False,False,False,True,True,11,11,True
CHEMBL2147_Ki,13,1,1,1,False,False,False,True,True,13,13,False
CHEMBL2147_Ki,15,1,1,1,False,False,False,True,True,8,8,False
CHEMBL2147_Ki,18,1,1,1,False,False,False,True,True,1,1,False
CHEMBL2147_Ki,36,1,1,1,False,False,False,True,True,3,3,False
CHEMBL2147_Ki,39,1,1,1,False,False,False,True,True,3,3,False
CHEMBL2147_Ki,42,1,1,1,False,False,False,True,True,0,0,False
CHEMBL2147_Ki,44,1,1,1,False,False,False,True,True,11,11,False
CHEMBL2147_Ki,48,1,1,1,False,False,False,True,True,16,16,False
CHEMBL2147_Ki,51,1,1,1,False,False,False,True,True,3,3,False
CHEMBL2147_Ki,52,1,1,1,False,False,False,True,True,1,1,False
CHEMBL218_EC50,2,1,1,1,False,False,False,True,True,1,1,False
CHEMBL218_EC50,3,1,1,1,False,False,False,True,True,2,2,False
CHEMBL218_EC50,4,1,1,1,False,False,False,True,True,1,1,False
CHEMBL218_EC50,17,1,1,1,False,False,False,True,True,1,1,False
CHEMBL218_EC50,27,1,1,1,False,False,False,True,True,9,9,False
CHEMBL218_EC50,29,1,1,1,False,False,False,True,True,10,10,False
CHEMBL218_EC50,31,1,1,1,False,False,False,True,True,1,1,False
CHEMBL218_EC50,36,1,1,1,False,False,False,True,True,6,6,False
CHEMBL218_EC50,47,1,1,1,False,False,False,True,True,10,10,False
CHEMBL218_EC50,49,1,2,2,False,False,False,True,True,12,12,True
CHEMBL218_EC50,50,1,1,1,False,False,False,True,True,1,1,False
CHEMBL218_EC50,51,1,1,1,False,False,False,True,True,9,9,False
CHEMBL218_EC50,52,1,1,1,False,False,False,True,True,11,11,False
CHEMBL218_EC50,57,1,2,2,False,False,False,True,True,12,12,True
CHEMBL218_EC50,58,3,1,3,False,False,False,True,True,12,12,True
CHEMBL218_EC50,61,1,2,2,False,False,False,True,True,4,4,True
CHEMBL218_EC50,63,1,1,1,False,False,False,True,True,8,8,False
CHEMBL218_EC50,68,1,1,1,False,False,False,True,True,4,4,False
CHEMBL218_EC50,69,1,1,1,False,False,False,True,True,4,4,False
CHEMBL218_EC50,72,1,1,1,False,False,False,True,True,1,1,False
CHEMBL219_Ki,10,1,1,1,False,False,False,True,True,6,6,False
CHEMBL219_Ki,11,1,1,1,False,False,False,True,True,3,3,False
CHEMBL219_Ki,17,2,1,2,False,False,False,True,True,19,19,True
CHEMBL219_Ki,20,1,1,1,False,False,False,True,True,2,2,False
CHEMBL219_Ki,21,1,1,1,False,False,False,True,True,2,2,False
CHEMBL219_Ki,26,1,1,1,False,False,False,True,True,0,0,False
CHEMBL219_Ki,37,1,1,1,False,False,False,True,True,14,14,False
CHEMBL219_Ki,41,1,1,1,False,False,False,True,True,0,0,False
CHEMBL219_Ki,42,1,1,1,False,False,False,True,True,1,1,False
CHEMBL219_Ki,45,1,1,1,False,False,False,True,True,4,4,False
CHEMBL219_Ki,47,1,1,1,False,False,False,True,True,2,2,False
CHEMBL219_Ki,48,1,1,1,False,False,False,True,True,0,0,False
CHEMBL219_Ki,49,1,1,1,False,False,False,True,True,1,1,False
CHEMBL219_Ki,52,1,1,1,False,False,False,True,True,4,4,False
CHEMBL219_Ki,53,1,1,1,False,False,False,True,True,6,6,False
CHEMBL219_Ki,56,1,1,1,False,False,False,True,True,7,7,False
CHEMBL219_Ki,58,1,1,1,False,False,False,True,True,7,7,False
CHEMBL219_Ki,64,1,1,1,False,False,False,True,True,10,10,False
CHEMBL219_Ki,71,1,1,1,False,False,False,True,True,3,3,False
CHEMBL219_Ki,76,2,1,2,False,False,False,True,True,4,4,True
CHEMBL219_Ki,77,1,1,1,False,False,False,True,True,2,2,False
CHEMBL219_Ki,85,1,1,1,False,False,False,True,True,3,3,False
CHEMBL219_Ki,86,1,1,1,False,False,False,True,True,1,1,False
CHEMBL219_Ki,87,1,1,1,False,False,False,True,True,5,5,False
CHEMBL219_Ki,94,1,1,1,False,False,False,True,True,9,9,False
CHEMBL219_Ki,95,1,1,1,False,False,False,True,True,2,2,False
CHEMBL219_Ki,96,1,1,1,False,False,False,True,True,3,3,False
CHEMBL219_Ki,99,1,1,1,False,False,False,True,True,8,8,False
CHEMBL219_Ki,109,1,1,1,False,False,False,True,True,3,3,False
CHEMBL219_Ki,115,1,1,1,False,False,False,True,True,7,7,False
CHEMBL219_Ki,120,1,1,1,False,False,False,True,True,10,10,False
CHEMBL219_Ki,121,1,1,1,False,False,False,True,True,2,2,False
CHEMBL219_Ki,126,1,1,1,False,False,False,True,True,3,3,False
CHEMBL219_Ki,127,1,1,1,False,False,False,True,True,1,1,False
CHEMBL228_Ki,0,2,1,2,False,False,False,True,True,14,14,True
CHEMBL228_Ki,4,1,1,1,False,False,False,True,True,8,8,False
CHEMBL228_Ki,5,1,1,1,False,False,False,True,True,6,6,False
CHEMBL228_Ki,9,1,1,1,False,False,False,True,True,11,11,False
CHEMBL228_Ki,12,1,1,1,False,False,False,True,True,0,0,False
CHEMBL228_Ki,15,1,1,1,False,False,False,True,True,8,8,False
CHEMBL228_Ki,17,1,1,1,False,False,False,True,True,2,2,False
CHEMBL228_Ki,23,1,1,1,False,False,False,True,True,3,3,False
CHEMBL228_Ki,24,1,1,1,False,False,False,True,True,5,5,False
CHEMBL228_Ki,34,1,1,1,False,False,False,True,True,10,10,False
CHEMBL228_Ki,38,1,1,1,False,False,False,True,True,7,7,False
CHEMBL228_Ki,46,1,1,1,False,False,False,True,True,0,0,False
CHEMBL228_Ki,48,1,1,1,False,False,False,True,True,1,1,False
CHEMBL228_Ki,49,1,2,2,False,False,False,True,True,1,1,True
CHEMBL228_Ki,52,1,1,1,False,False,False,True,True,16,16,False
CHEMBL228_Ki,53,1,1,1,False,False,False,True,True,2,2,False
CHEMBL228_Ki,55,1,1,1,False,False,False,True,True,15,15,False
CHEMBL228_Ki,57,1,1,1,False,False,False,True,True,2,2,False
CHEMBL228_Ki,60,1,1,1,False,False,False,True,True,2,2,False
CHEMBL228_Ki,61,1,1,1,False,False,False,True,True,1,1,False
CHEMBL228_Ki,64,1,1,1,False,False,False,True,True,0,0,False
CHEMBL228_Ki,65,1,1,1,False,False,False,True,True,1,1,False
CHEMBL228_Ki,66,1,1,1,False,False,False,True,True,1,1,False
CHEMBL228_Ki,79,1,1,1,False,False,False,True,True,2,2,False
CHEMBL228_Ki,88,1,1,1,False,False,False,True,True,2,2,False
CHEMBL228_Ki,89,1,1,1,False,False,False,True,True,3,3,False
CHEMBL228_Ki,93,1,1,1,False,False,False,True,True,1,1,False
CHEMBL228_Ki,103,1,1,1,False,False,False,True,True,3,3,False
CHEMBL228_Ki,106,1,1,1,False,False,False,True,True,5,5,False
CHEMBL228_Ki,118,1,1,1,False,False,False,True,True,1,1,False
CHEMBL228_Ki,120,1,1,1,False,False,False,True,True,2,2,False
CHEMBL231_Ki,1,1,1,1,False,False,False,True,True,1,1,False
CHEMBL231_Ki,5,1,1,1,False,False,False,True,True,1,1,False
CHEMBL231_Ki,6,1,1,1,False,False,False,True,True,9,9,False
CHEMBL231_Ki,7,1,1,1,False,False,False,True,True,8,8,False
CHEMBL231_Ki,8,1,1,1,False,False,False,True,True,16,16,False
CHEMBL231_Ki,10,1,1,1,False,False,False,True,True,8,8,False
CHEMBL231_Ki,16,1,1,1,False,False,False,True,True,1,1,False
CHEMBL231_Ki,17,1,1,1,False,False,False,True,True,7,7,False
CHEMBL231_Ki,21,2,2,4,False,False,False,True,True,14,14,True
CHEMBL231_Ki,26,1,1,1,False,False,False,True,True,2,2,False
CHEMBL231_Ki,34,1,1,1,False,False,False,True,True,2,2,False
CHEMBL231_Ki,43,1,1,1,False,False,False,True,True,5,5,False
CHEMBL231_Ki,44,1,1,1,False,False,False,True,True,7,7,False
CHEMBL231_Ki,46,1,1,1,False,False,False,True,True,6,6,False
CHEMBL231_Ki,51,1,1,1,False,False,False,True,True,2,2,False
CHEMBL233_Ki,1,1,1,1,False,False,False,True,True,9,9,False
CHEMBL233_Ki,13,7,3,21,False,False,False,True,True,14,14,True
CHEMBL233_Ki,18,1,1,1,False,False,False,True,True,1,1,False
CHEMBL233_Ki,24,1,1,1,False,False,False,True,True,2,2,False
CHEMBL233_Ki,31,1,1,1,False,False,False,True,True,2,2,False
CHEMBL233_Ki,33,1,1,1,False,False,False,True,True,0,0,False
CHEMBL233_Ki,36,1,1,1,False,False,False,True,True,5,5,False
CHEMBL233_Ki,41,1,1,1,False,False,False,True,True,1,1,False
CHEMBL233_Ki,44,1,1,1,False,False,False,True,True,4,4,False
CHEMBL233_Ki,45,1,1,1,False,False,False,True,True,1,1,False
CHEMBL233_Ki,47,1,1,1,False,False,False,True,True,2,2,False
CHEMBL233_Ki,48,1,1,1,False,False,False,True,True,11,11,False
CHEMBL233_Ki,50,1,1,1,False,False,False,True,True,2,2,False
CHEMBL233_Ki,52,1,1,1,False,False,False,True,True,3,3,False
CHEMBL233_Ki,53,2,1,2,False,False,False,True,True,6,6,True
CHEMBL233_Ki,54,1,1,1,False,False,False,True,True,3,3,False
CHEMBL233_Ki,57,1,1,1,False,False,False,True,True,4,4,False
CHEMBL233_Ki,65,1,2,2,False,False,False,True,True,3,3,True
CHEMBL233_Ki,66,1,1,1,False,False,False,True,True,4,4,False
CHEMBL233_Ki,67,1,1,1,False,False,False,True,True,3,3,False
CHEMBL233_Ki,74,1,1,1,False,False,False,True,True,11,11,False
CHEMBL233_Ki,78,1,1,1,False,False,False,True,True,5,5,False
CHEMBL233_Ki,84,1,1,1,False,False,False,True,True,3,3,False
CHEMBL233_Ki,86,1,1,1,False,False,False,True,True,1,1,False
CHEMBL233_Ki,94,1,1,1,False,False,False,True,True,6,6,False
CHEMBL233_Ki,98,1,1,1,False,False,False,True,True,5,5,False
CHEMBL233_Ki,99,1,1,1,False,False,False,True,True,5,5,False
CHEMBL233_Ki,100,1,1,1,False,False,False,True,True,3,3,False
CHEMBL233_Ki,107,1,1,1,False,False,False,True,True,2,2,False
CHEMBL233_Ki,112,1,1,1,False,False,False,True,True,1,1,False
CHEMBL233_Ki,113,1,1,1,False,False,False,True,True,3,3,False
CHEMBL233_Ki,117,1,1,1,False,False,False,True,True,2,2,False
CHEMBL233_Ki,122,2,1,2,False,False,False,True,True,3,3,True
CHEMBL233_Ki,124,1,1,1,False,False,False,True,True,2,2,False
CHEMBL233_Ki,132,1,1,1,False,False,False,True,True,1,1,False
CHEMBL233_Ki,134,1,1,1,False,False,False,True,True,5,5,False
CHEMBL233_Ki,140,1,1,1,False,False,False,True,True,2,2,False
CHEMBL233_Ki,141,1,1,1,False,False,False,True,True,1,1,False
CHEMBL233_Ki,142,1,1,1,False,False,False,True,True,2,2,False
CHEMBL233_Ki,152,1,1,1,False,False,False,True,True,4,4,False
CHEMBL233_Ki,159,1,1,1,False,False,False,True,True,2,2,False
CHEMBL233_Ki,163,1,1,1,False,False,False,True,True,11,11,False
CHEMBL233_Ki,167,1,1,1,False,False,False,True,True,3,3,False
CHEMBL233_Ki,177,1,1,1,False,False,False,True,True,4,4,False
CHEMBL233_Ki,180,1,1,1,False,False,False,True,True,3,3,False
CHEMBL233_Ki,182,1,1,1,False,False,False,True,True,0,0,False
CHEMBL236_Ki,7,1,1,1,False,False,False,True,True,4,4,False
CHEMBL236_Ki,18,1,1,1,False,False,False,True,True,1,1,False
CHEMBL236_Ki,22,1,1,1,False,False,False,True,True,4,4,False
CHEMBL236_Ki,26,1,1,1,False,False,False,True,True,2,2,False
CHEMBL236_Ki,35,1,1,1,False,False,False,True,True,3,3,False
CHEMBL236_Ki,45,1,1,1,False,False,False,True,True,1,1,False
CHEMBL236_Ki,46,1,1,1,False,False,False,True,True,1,1,False
CHEMBL236_Ki,48,2,1,2,False,False,False,True,True,7,7,True
CHEMBL236_Ki,53,1,1,1,False,False,False,True,True,3,3,False
CHEMBL236_Ki,54,1,1,1,False,False,False,True,True,1,1,False
CHEMBL236_Ki,67,1,1,1,False,False,False,True,True,2,2,False
CHEMBL236_Ki,76,1,1,1,False,False,False,True,True,1,1,False
CHEMBL236_Ki,77,1,1,1,False,False,False,True,True,9,9,False
CHEMBL236_Ki,81,1,1,1,False,False,False,True,True,11,11,False
CHEMBL236_Ki,84,1,1,1,False,False,False,True,True,3,3,False
CHEMBL236_Ki,85,2,1,2,False,False,False,True,True,2,2,True
CHEMBL236_Ki,86,1,1,1,False,False,False,True,True,7,7,False
CHEMBL236_Ki,89,1,1,1,False,False,False,True,True,1,1,False
CHEMBL236_Ki,91,1,1,1,False,False,False,True,True,11,11,False
CHEMBL236_Ki,97,1,1,1,False,False,False,True,True,6,6,False
CHEMBL236_Ki,99,1,1,1,False,False,False,True,True,3,3,False
CHEMBL236_Ki,100,1,1,1,False,False,False,True,True,6,6,False
CHEMBL236_Ki,107,1,2,2,False,False,False,True,True,22,22,True
CHEMBL236_Ki,112,1,1,1,False,False,False,True,True,9,9,False
CHEMBL236_Ki,120,1,1,1,False,False,False,True,True,13,13,False
CHEMBL236_Ki,122,1,1,1,False,False,False,True,True,10,10,False
CHEMBL236_Ki,127,1,1,1,False,False,False,True,True,2,2,False
CHEMBL236_Ki,128,1,1,1,False,False,False,True,True,7,7,False
CHEMBL236_Ki,129,1,1,1,False,False,False,True,True,2,2,False
CHEMBL236_Ki,135,1,1,1,False,False,False,True,True,11,11,False
CHEMBL236_Ki,136,1,1,1,False,False,False,True,True,7,7,False
CHEMBL236_Ki,137,1,1,1,False,False,False,True,True,9,9,False
CHEMBL236_Ki,138,1,1,1,False,False,False,True,True,2,2,False
CHEMBL236_Ki,140,1,1,1,False,False,False,True,True,2,2,False
CHEMBL236_Ki,142,1,1,1,False,False,False,True,True,7,7,False
CHEMBL236_Ki,143,1,1,1,False,False,False,True,True,2,2,False
CHEMBL236_Ki,149,1,2,2,False,False,False,True,True,3,3,True
CHEMBL237_EC50,1,1,1,1,False,False,False,True,True,2,2,False
CHEMBL237_EC50,3,1,1,1,False,False,False,True,True,2,2,False
CHEMBL237_EC50,6,1,1,1,False,False,False,True,True,3,3,False
CHEMBL237_EC50,7,1,1,1,False,False,False,True,True,3,3,False
CHEMBL237_EC50,8,1,1,1,False,False,False,True,True,2,2,False
CHEMBL237_EC50,11,1,1,1,False,False,False,True,True,3,3,False
CHEMBL237_EC50,19,1,1,1,False,False,False,True,True,1,1,False
CHEMBL237_EC50,21,1,1,1,False,False,False,True,True,2,2,False
CHEMBL237_EC50,23,2,1,2,False,False,False,True,True,2,2,True
CHEMBL237_EC50,32,1,1,1,False,False,False,True,True,2,2,False
CHEMBL237_EC50,42,1,1,1,False,False,False,True,True,4,4,False
CHEMBL237_EC50,44,1,1,1,False,False,False,True,True,11,11,False
CHEMBL237_EC50,48,1,1,1,False,False,False,True,True,1,1,False
CHEMBL237_EC50,52,1,1,1,False,False,False,True,True,9,9,False
CHEMBL237_EC50,53,1,1,1,False,False,False,True,True,2,2,False
CHEMBL237_EC50,54,2,1,2,False,False,False,True,True,9,9,True
CHEMBL237_EC50,57,1,1,1,False,False,False,True,True,9,9,False
CHEMBL237_EC50,65,1,1,1,False,False,False,True,True,2,2,False
CHEMBL237_Ki,10,1,1,1,False,False,False,True,True,2,2,False
CHEMBL237_Ki,12,1,1,1,False,False,False,True,True,2,2,False
CHEMBL237_Ki,27,1,1,1,False,False,False,True,True,2,2,False
CHEMBL237_Ki,33,1,1,1,False,False,False,True,True,10,10,False
CHEMBL237_Ki,38,1,1,1,False,False,False,True,True,3,3,False
CHEMBL237_Ki,41,1,1,1,False,False,False,True,True,1,1,False
CHEMBL237_Ki,43,1,1,1,False,False,False,True,True,0,0,False
CHEMBL237_Ki,45,1,1,1,False,False,False,True,True,2,2,False
CHEMBL237_Ki,53,1,1,1,False,False,False,True,True,6,6,False
CHEMBL237_Ki,54,1,1,1,False,False,False,True,True,2,2,False
CHEMBL237_Ki,72,1,1,1,False,False,False,True,True,2,2,False
CHEMBL237_Ki,74,1,1,1,False,False,False,True,True,1,1,False
CHEMBL237_Ki,79,1,1,1,False,False,False,True,True,12,12,False
CHEMBL237_Ki,85,1,1,1,False,False,False,True,True,0,0,False
CHEMBL237_Ki,86,1,1,1,False,False,False,True,True,10,10,False
CHEMBL237_Ki,87,1,1,1,False,False,False,True,True,2,2,False
CHEMBL237_Ki,93,1,1,1,False,False,False,True,True,4,4,False
CHEMBL237_Ki,94,1,1,1,False,False,False,True,True,2,2,False
CHEMBL237_Ki,99,1,1,1,False,False,False,True,True,3,3,False
CHEMBL237_Ki,107,1,1,1,False,False,False,True,True,8,8,False
CHEMBL237_Ki,108,1,1,1,False,False,False,True,True,3,3,False
CHEMBL237_Ki,111,1,1,1,False,False,False,True,True,2,2,False
CHEMBL237_Ki,112,1,1,1,False,False,False,True,True,3,3,False
CHEMBL237_Ki,114,1,1,1,False,False,False,True,True,1,1,False
CHEMBL237_Ki,116,1,1,1,False,False,False,True,True,1,1,False
CHEMBL237_Ki,117,1,1,1,False,False,False,True,True,1,1,False
CHEMBL237_Ki,120,1,1,1,False,False,False,True,True,2,2,False
CHEMBL237_Ki,127,1,1,1,False,False,False,True,True,3,3,False
CHEMBL237_Ki,128,1,1,1,False,False,False,True,True,11,11,False
CHEMBL237_Ki,130,1,1,1,False,False,False,True,True,0,0,False
CHEMBL237_Ki,134,1,1,1,False,False,False,True,True,3,3,False
CHEMBL237_Ki,138,1,1,1,False,False,False,True,True,3,3,False
CHEMBL237_Ki,141,1,1,1,False,False,False,True,True,10,10,False
CHEMBL237_Ki,143,1,1,1,False,False,False,True,True,3,3,False
CHEMBL237_Ki,146,1,1,1,False,False,False,True,True,4,4,False
CHEMBL237_Ki,152,1,1,1,False,False,False,True,True,3,3,False
CHEMBL237_Ki,158,1,1,1,False,False,False,True,True,9,9,False
CHEMBL237_Ki,159,1,1,1,False,False,False,True,True,10,10,False
CHEMBL237_Ki,161,3,3,9,False,False,False,True,True,8,8,True
CHEMBL237_Ki,162,1,1,1,False,False,False,True,True,1,1,False
CHEMBL238_Ki,1,1,1,1,False,False,False,True,True,3,3,False
CHEMBL238_Ki,3,1,1,1,False,False,False,True,True,5,5,False
CHEMBL238_Ki,5,1,1,1,False,False,False,True,True,1,1,False
CHEMBL238_Ki,16,1,1,1,False,False,False,True,True,4,4,False
CHEMBL238_Ki,18,1,1,1,False,False,False,True,True,2,2,False
CHEMBL238_Ki,20,1,1,1,False,False,False,True,True,2,2,False
CHEMBL238_Ki,23,1,1,1,False,False,False,True,True,12,12,False
CHEMBL238_Ki,27,1,1,1,False,False,False,True,True,5,5,False
CHEMBL238_Ki,34,1,1,1,False,False,False,True,True,0,0,False
CHEMBL238_Ki,36,1,1,1,False,False,False,True,True,1,1,False
CHEMBL238_Ki,38,1,1,1,False,False,False,True,True,2,2,False
CHEMBL238_Ki,42,1,1,1,False,False,False,True,True,6,6,False
CHEMBL238_Ki,47,1,1,1,False,False,False,True,True,2,2,False
CHEMBL238_Ki,52,1,3,3,False,False,False,True,True,3,3,True
CHEMBL238_Ki,55,1,1,1,False,False,False,True,True,1,1,False
CHEMBL238_Ki,58,1,1,1,False,False,False,True,True,1,1,False
CHEMBL238_Ki,63,1,1,1,False,False,False,True,True,5,5,False
CHEMBL238_Ki,64,1,1,1,False,False,False,True,True,1,1,False
CHEMBL238_Ki,70,1,1,1,False,False,False,True,True,6,6,False
CHEMBL239_EC50,1,1,1,1,False,False,False,True,True,9,9,False
CHEMBL239_EC50,2,1,1,1,False,False,False,True,True,2,2,False
CHEMBL239_EC50,7,1,1,1,False,False,False,True,True,2,2,False
CHEMBL239_EC50,14,1,1,1,False,False,False,True,True,1,1,False
CHEMBL239_EC50,16,1,1,1,False,False,False,True,True,3,3,False
CHEMBL239_EC50,18,1,1,1,False,False,False,True,True,3,3,False
CHEMBL239_EC50,22,1,1,1,False,False,False,True,True,4,4,False
CHEMBL239_EC50,24,1,1,1,False,False,False,True,True,5,5,False
CHEMBL239_EC50,25,1,1,1,False,False,False,True,True,2,2,False
CHEMBL239_EC50,26,1,1,1,False,False,False,True,True,3,3,False
CHEMBL239_EC50,29,1,1,1,False,False,False,True,True,2,2,False
CHEMBL239_EC50,30,1,1,1,False,False,False,True,True,0,0,False
CHEMBL239_EC50,35,2,1,2,False,False,False,True,True,4,4,True
CHEMBL239_EC50,37,1,1,1,False,False,False,True,True,0,0,False
CHEMBL239_EC50,38,1,1,1,False,False,False,True,True,0,0,False
CHEMBL239_EC50,40,1,1,1,False,False,False,True,True,2,2,False
CHEMBL239_EC50,48,1,1,1,False,False,False,True,True,15,15,False
CHEMBL239_EC50,52,1,1,1,False,False,False,True,True,15,15,False
CHEMBL239_EC50,57,1,1,1,False,False,False,True,True,1,1,False
