dataset,component_id,same_pair,molecule_index,alternative_positive_atoms,original_positive_atoms,intersection_atoms,union_atoms,jaccard,exact
CHEMBL237_Ki,120,True,1743,4,4,4,4,1.0,True
CHEMBL237_Ki,127,False,1855,5,9,5,9,0.5555555555555556,False
CHEMBL237_Ki,128,False,1878,7,7,7,7,1.0,True
CHEMBL237_Ki,130,True,1875,5,5,5,5,1.0,True
CHEMBL237_Ki,130,True,1876,5,5,5,5,1.0,True
CHEMBL237_Ki,138,True,1978,10,10,10,10,1.0,True
CHEMBL237_Ki,138,True,2101,10,10,10,10,1.0,True
CHEMBL237_Ki,141,True,2025,11,11,11,11,1.0,True
CHEMBL237_Ki,141,True,2039,11,11,11,11,1.0,True
CHEMBL237_Ki,143,True,2056,5,5,5,5,1.0,True
CHEMBL237_Ki,143,True,2061,4,4,4,4,1.0,True
CHEMBL237_Ki,152,True,2233,0,0,0,0,1.0,True
CHEMBL237_Ki,152,True,2236,5,5,5,5,1.0,True
CHEMBL237_Ki,158,True,2458,6,6,6,6,1.0,True
CHEMBL237_Ki,158,True,2459,9,9,9,9,1.0,True
CHEMBL237_Ki,159,True,2465,9,9,9,9,1.0,True
CHEMBL237_Ki,159,True,2466,7,7,7,7,1.0,True
CHEMBL237_Ki,161,False,2522,5,7,5,7,0.7142857142857143,False
CHEMBL237_Ki,162,True,2546,0,0,0,0,1.0,True
CHEMBL237_Ki,162,True,2547,4,4,4,4,1.0,True
CHEMBL238_Ki,1,False,12,4,4,4,4,1.0,True
CHEMBL238_Ki,3,False,50,13,21,11,23,0.4782608695652174,False
CHEMBL238_Ki,5,True,36,6,6,6,6,1.0,True
CHEMBL238_Ki,5,True,38,5,5,5,5,1.0,True
CHEMBL238_Ki,16,True,195,9,9,9,9,1.0,True
CHEMBL238_Ki,16,True,206,4,4,4,4,1.0,True
CHEMBL238_Ki,18,False,202,7,4,0,11,0.0,False
CHEMBL238_Ki,20,True,221,4,4,4,4,1.0,True
CHEMBL238_Ki,20,True,818,4,4,4,4,1.0,True
CHEMBL238_Ki,23,True,247,8,8,8,8,1.0,True
CHEMBL238_Ki,23,True,252,8,8,8,8,1.0,True
CHEMBL238_Ki,27,True,277,6,6,6,6,1.0,True
CHEMBL238_Ki,27,True,279,7,7,7,7,1.0,True
CHEMBL238_Ki,34,False,426,12,5,5,12,0.4166666666666667,False
CHEMBL238_Ki,36,True,447,5,5,5,5,1.0,True
CHEMBL238_Ki,36,True,461,6,6,6,6,1.0,True
CHEMBL238_Ki,38,True,483,0,0,0,0,1.0,True
CHEMBL238_Ki,38,True,489,4,4,4,4,1.0,True
CHEMBL238_Ki,42,True,564,5,5,5,5,1.0,True
CHEMBL238_Ki,42,True,566,5,5,5,5,1.0,True
CHEMBL238_Ki,47,False,620,4,4,4,4,1.0,True
CHEMBL238_Ki,52,False,639,5,5,5,5,1.0,True
CHEMBL238_Ki,55,True,671,5,5,5,5,1.0,True
CHEMBL238_Ki,55,True,672,6,6,6,6,1.0,True
CHEMBL238_Ki,58,True,797,0,0,0,0,1.0,True
CHEMBL238_Ki,58,True,801,4,4,4,4,1.0,True
CHEMBL238_Ki,63,True,823,6,6,6,6,1.0,True
CHEMBL238_Ki,63,True,831,6,6,6,6,1.0,True
CHEMBL238_Ki,64,True,851,4,4,4,4,1.0,True
CHEMBL238_Ki,64,True,853,0,0,0,0,1.0,True
CHEMBL238_Ki,70,False,965,7,7,7,7,1.0,True
CHEMBL239_EC50,1,True,1,11,11,11,11,1.0,True
CHEMBL239_EC50,1,True,33,4,4,4,4,1.0,True
CHEMBL239_EC50,7,True,62,4,4,4,4,1.0,True
CHEMBL239_EC50,7,True,64,0,0,0,0,1.0,True
CHEMBL239_EC50,16,True,150,12,12,12,12,1.0,True
CHEMBL239_EC50,16,True,156,13,13,13,13,1.0,True
CHEMBL239_EC50,22,True,190,6,6,6,6,1.0,True
CHEMBL239_EC50,22,True,193,4,4,4,4,1.0,True
CHEMBL239_EC50,24,False,199,8,14,8,14,0.5714285714285714,False
CHEMBL239_EC50,25,False,203,12,0,0,12,0.0,False
CHEMBL239_EC50,26,True,210,18,18,18,18,1.0,True
CHEMBL239_EC50,26,True,270,17,17,17,17,1.0,True
CHEMBL239_EC50,29,True,265,5,5,5,5,1.0,True
CHEMBL239_EC50,29,True,1411,7,7,7,7,1.0,True
CHEMBL239_EC50,30,True,266,7,7,7,7,1.0,True
CHEMBL239_EC50,30,True,1315,7,7,7,7,1.0,True
CHEMBL239_EC50,35,True,309,13,13,13,13,1.0,True
CHEMBL239_EC50,35,True,311,7,7,7,7,1.0,True
CHEMBL239_EC50,37,True,358,5,5,5,5,1.0,True
CHEMBL239_EC50,37,True,359,5,5,5,5,1.0,True
CHEMBL239_EC50,38,False,363,12,5,5,12,0.4166666666666667,False
CHEMBL239_EC50,40,True,371,5,5,5,5,1.0,True
CHEMBL239_EC50,40,True,372,0,0,0,0,1.0,True
CHEMBL239_EC50,48,False,460,8,10,8,10,0.8,False
CHEMBL239_EC50,52,True,500,10,10,10,10,1.0,True
CHEMBL239_EC50,52,True,526,9,9,9,9,1.0,True
CHEMBL239_EC50,57,False,580,18,7,7,18,0.3888888888888889,False
CHEMBL239_EC50,66,False,798,8,8,8,8,1.0,True
CHEMBL239_EC50,68,False,802,6,5,5,6,0.8333333333333334,False
CHEMBL239_EC50,75,True,846,7,7,7,7,1.0,True
CHEMBL239_EC50,75,True,849,7,7,7,7,1.0,True
CHEMBL239_EC50,91,False,1077,8,6,6,8,0.75,False
CHEMBL239_EC50,102,False,1201,4,8,4,8,0.5,False
CHEMBL239_EC50,107,True,1272,8,8,8,8,1.0,True
CHEMBL239_EC50,107,True,1278,8,8,8,8,1.0,True
CHEMBL239_EC50,114,False,1715,13,9,0,22,0.0,False
CHEMBL239_EC50,115,False,1393,5,3,3,5,0.6,False
CHEMBL239_EC50,118,False,1467,7,7,7,7,1.0,True
CHEMBL239_EC50,124,False,1559,4,13,4,13,0.3076923076923077,False
CHEMBL239_EC50,126,False,1623,4,7,0,11,0.0,False
CHEMBL239_EC50,127,True,1641,0,0,0,0,1.0,True
CHEMBL239_EC50,127,True,1656,4,4,4,4,1.0,True
CHEMBL244_Ki,3,False,78,7,10,7,10,0.7,False
CHEMBL244_Ki,25,False,261,8,11,8,11,0.7272727272727273,False
CHEMBL244_Ki,32,True,287,12,12,12,12,1.0,True
CHEMBL244_Ki,32,True,288,8,8,8,8,1.0,True
CHEMBL244_Ki,35,False,335,4,7,4,7,0.5714285714285714,False
CHEMBL244_Ki,36,True,314,6,6,6,6,1.0,True
CHEMBL244_Ki,36,True,333,6,6,6,6,1.0,True
CHEMBL244_Ki,37,True,322,10,10,10,10,1.0,True
CHEMBL244_Ki,37,True,326,10,10,10,10,1.0,True
CHEMBL244_Ki,38,False,374,4,5,0,9,0.0,False
CHEMBL244_Ki,50,False,508,6,13,6,13,0.46153846153846156,False
CHEMBL244_Ki,55,True,553,4,4,4,4,1.0,True
CHEMBL244_Ki,55,True,1094,0,0,0,0,1.0,True
CHEMBL244_Ki,67,False,642,7,4,2,9,0.2222222222222222,False
CHEMBL244_Ki,68,False,729,10,9,9,10,0.9,False
CHEMBL244_Ki,73,True,781,5,5,5,5,1.0,True
CHEMBL244_Ki,73,True,794,5,5,5,5,1.0,True
CHEMBL244_Ki,87,True,1033,11,11,11,11,1.0,True
CHEMBL244_Ki,87,True,1246,11,11,11,11,1.0,True
CHEMBL244_Ki,90,False,1128,6,7,6,7,0.8571428571428571,False
CHEMBL244_Ki,92,True,1164,0,0,0,0,1.0,True
CHEMBL244_Ki,92,True,1188,4,4,4,4,1.0,True
CHEMBL244_Ki,93,False,1211,8,3,3,8,0.375,False
CHEMBL244_Ki,95,True,1238,5,5,5,5,1.0,True
CHEMBL244_Ki,95,True,1243,6,6,6,6,1.0,True
CHEMBL244_Ki,100,True,1289,14,14,14,14,1.0,True
CHEMBL244_Ki,100,True,2103,14,14,14,14,1.0,True
CHEMBL244_Ki,107,False,1363,8,10,8,10,0.8,False
CHEMBL244_Ki,108,False,1395,11,6,6,11,0.5454545454545454,False
CHEMBL244_Ki,114,False,1535,4,4,2,6,0.3333333333333333,False
CHEMBL244_Ki,116,False,1558,11,9,9,11,0.8181818181818182,False
CHEMBL244_Ki,118,False,1999,4,4,4,4,1.0,True
CHEMBL244_Ki,121,False,1613,13,13,13,13,1.0,True
CHEMBL244_Ki,126,True,1776,4,4,4,4,1.0,True
CHEMBL244_Ki,126,True,2055,4,4,4,4,1.0,True
CHEMBL244_Ki,153,False,2149,18,7,7,18,0.3888888888888889,False
CHEMBL244_Ki,155,True,2204,8,8,8,8,1.0,True
CHEMBL244_Ki,155,True,2205,7,7,7,7,1.0,True
CHEMBL244_Ki,157,True,2209,8,8,8,8,1.0,True
CHEMBL244_Ki,157,True,2218,8,8,8,8,1.0,True
CHEMBL244_Ki,159,True,2217,10,10,10,10,1.0,True
CHEMBL244_Ki,159,True,2223,10,10,10,10,1.0,True
CHEMBL244_Ki,162,True,2257,3,3,3,3,1.0,True
CHEMBL244_Ki,162,True,2258,0,0,0,0,1.0,True
CHEMBL244_Ki,163,False,2262,10,4,4,10,0.4,False
CHEMBL244_Ki,164,True,2288,8,8,8,8,1.0,True
CHEMBL244_Ki,164,True,2854,11,11,11,11,1.0,True
CHEMBL244_Ki,168,False,2398,9,9,9,9,1.0,True
CHEMBL244_Ki,169,True,2372,9,9,9,9,1.0,True
CHEMBL244_Ki,169,True,2385,8,8,8,8,1.0,True
CHEMBL244_Ki,171,True,2438,5,5,5,5,1.0,True
CHEMBL244_Ki,171,True,2446,5,5,5,5,1.0,True
CHEMBL244_Ki,172,True,2461,4,4,4,4,1.0,True
CHEMBL244_Ki,172,True,2462,0,0,0,0,1.0,True
CHEMBL244_Ki,173,True,2475,0,0,0,0,1.0,True
CHEMBL244_Ki,173,True,2476,4,4,4,4,1.0,True
CHEMBL244_Ki,175,False,2479,6,6,6,6,1.0,True
CHEMBL244_Ki,182,True,2632,9,9,9,9,1.0,True
CHEMBL244_Ki,182,True,2633,11,11,11,11,1.0,True
CHEMBL244_Ki,183,True,2639,6,6,6,6,1.0,True
CHEMBL244_Ki,183,True,2642,6,6,6,6,1.0,True
CHEMBL244_Ki,189,True,2710,8,8,8,8,1.0,True
CHEMBL244_Ki,189,True,2712,9,9,9,9,1.0,True
CHEMBL244_Ki,194,True,2836,0,0,0,0,1.0,True
CHEMBL244_Ki,194,True,2838,4,4,4,4,1.0,True
CHEMBL244_Ki,200,False,3013,8,8,8,8,1.0,True
CHEMBL244_Ki,202,False,3034,6,7,0,13,0.0,False
CHEMBL262_Ki,0,True,5,6,6,6,6,1.0,True
CHEMBL262_Ki,0,True,45,9,9,9,9,1.0,True
CHEMBL262_Ki,3,True,26,0,0,0,0,1.0,True
CHEMBL262_Ki,3,True,35,5,5,5,5,1.0,True
CHEMBL262_Ki,5,True,36,5,5,5,5,1.0,True
CHEMBL262_Ki,5,True,41,4,4,4,4,1.0,True
CHEMBL262_Ki,14,True,118,0,0,0,0,1.0,True
CHEMBL262_Ki,14,True,135,5,5,5,5,1.0,True
CHEMBL262_Ki,15,False,131,5,6,0,11,0.0,False
CHEMBL262_Ki,17,True,153,0,0,0,0,1.0,True
CHEMBL262_Ki,17,True,154,3,3,3,3,1.0,True
CHEMBL262_Ki,21,False,211,12,4,4,12,0.3333333333333333,False
CHEMBL262_Ki,34,True,450,16,16,16,16,1.0,True
CHEMBL262_Ki,34,True,621,15,15,15,15,1.0,True
CHEMBL262_Ki,38,True,475,7,7,7,7,1.0,True
CHEMBL262_Ki,38,True,763,7,7,7,7,1.0,True
CHEMBL262_Ki,43,True,798,4,4,4,4,1.0,True
CHEMBL262_Ki,43,True,799,3,3,3,3,1.0,True
CHEMBL264_Ki,12,False,100,6,5,2,9,0.2222222222222222,False
CHEMBL264_Ki,19,False,147,6,12,6,12,0.5,False
CHEMBL264_Ki,21,True,213,4,4,4,4,1.0,True
CHEMBL264_Ki,21,True,234,5,5,5,5,1.0,True
CHEMBL264_Ki,25,False,261,7,7,7,7,1.0,True
CHEMBL264_Ki,30,True,316,16,16,16,16,1.0,True
CHEMBL264_Ki,30,True,2249,16,16,16,16,1.0,True
CHEMBL264_Ki,36,True,363,22,22,22,22,1.0,True
CHEMBL264_Ki,36,True,2228,21,21,21,21,1.0,True
CHEMBL264_Ki,38,False,376,5,9,5,9,0.5555555555555556,False
CHEMBL264_Ki,49,False,766,21,22,19,24,0.7916666666666666,False
CHEMBL264_Ki,52,True,552,10,10,10,10,1.0,True
CHEMBL264_Ki,52,True,659,10,10,10,10,1.0,True
CHEMBL264_Ki,55,False,575,7,10,7,10,0.7,False
CHEMBL264_Ki,57,False,1199,13,13,13,13,1.0,True
CHEMBL264_Ki,59,True,612,8,8,8,8,1.0,True
CHEMBL264_Ki,59,True,1023,6,6,6,6,1.0,True
CHEMBL264_Ki,66,False,667,5,8,4,9,0.4444444444444444,False
CHEMBL264_Ki,80,True,920,4,4,4,4,1.0,True
CHEMBL264_Ki,80,True,922,4,4,4,4,1.0,True
CHEMBL264_Ki,82,True,940,3,3,3,3,1.0,True
CHEMBL264_Ki,82,True,942,0,0,0,0,1.0,True
CHEMBL264_Ki,91,False,1053,6,9,6,9,0.6666666666666666,False
CHEMBL264_Ki,96,True,1080,7,7,7,7,1.0,True
CHEMBL264_Ki,96,True,1082,5,5,5,5,1.0,True
CHEMBL264_Ki,98,True,1095,13,13,13,13,1.0,True
CHEMBL264_Ki,98,True,1193,14,14,14,14,1.0,True
CHEMBL264_Ki,106,False,1189,9,5,5,9,0.5555555555555556,False
CHEMBL264_Ki,107,True,1228,8,8,8,8,1.0,True
CHEMBL264_Ki,107,True,1991,8,8,8,8,1.0,True
CHEMBL264_Ki,108,True,1236,12,12,12,12,1.0,True
CHEMBL264_Ki,108,True,1996,14,14,14,14,1.0,True
CHEMBL264_Ki,115,False,1329,14,19,14,19,0.7368421052631579,False
CHEMBL264_Ki,131,True,1554,6,6,6,6,1.0,True
CHEMBL264_Ki,131,True,1555,5,5,5,5,1.0,True
CHEMBL264_Ki,132,True,1556,11,11,11,11,1.0,True
CHEMBL264_Ki,132,True,1559,11,11,11,11,1.0,True
CHEMBL264_Ki,133,True,1560,0,0,0,0,1.0,True
CHEMBL264_Ki,133,True,1562,4,4,4,4,1.0,True
CHEMBL264_Ki,134,True,1561,0,0,0,0,1.0,True
CHEMBL264_Ki,134,True,1563,4,4,4,4,1.0,True
CHEMBL264_Ki,136,False,1675,7,7,7,7,1.0,True
CHEMBL264_Ki,144,True,1848,6,6,6,6,1.0,True
CHEMBL264_Ki,144,True,1851,7,7,7,7,1.0,True
CHEMBL264_Ki,145,False,1849,6,11,6,11,0.5454545454545454,False
CHEMBL264_Ki,149,True,1992,16,16,16,16,1.0,True
CHEMBL264_Ki,149,True,2050,19,19,19,19,1.0,True
CHEMBL264_Ki,155,True,2173,18,18,18,18,1.0,True
CHEMBL264_Ki,155,True,2491,18,18,18,18,1.0,True
CHEMBL264_Ki,158,True,2217,14,14,14,14,1.0,True
CHEMBL264_Ki,158,True,2767,20,20,20,20,1.0,True
CHEMBL264_Ki,163,True,2330,11,11,11,11,1.0,True
CHEMBL264_Ki,163,True,2332,10,10,10,10,1.0,True
CHEMBL264_Ki,170,True,2441,4,4,4,4,1.0,True
CHEMBL264_Ki,170,True,2450,4,4,4,4,1.0,True
CHEMBL264_Ki,176,False,2633,4,6,0,10,0.0,False
CHEMBL264_Ki,183,False,2757,13,18,13,18,0.7222222222222222,False
CHEMBL264_Ki,184,True,2742,10,10,10,10,1.0,True
CHEMBL264_Ki,184,True,2750,5,5,5,5,1.0,True
CHEMBL264_Ki,186,True,2804,0,0,0,0,1.0,True
CHEMBL264_Ki,186,True,2805,4,4,4,4,1.0,True
CHEMBL264_Ki,187,False,2816,15,9,8,16,0.5,False
CHEMBL2835_Ki,2,False,17,0,4,0,4,0.0,False
CHEMBL2835_Ki,7,False,56,11,11,11,11,1.0,True
CHEMBL2835_Ki,8,True,70,8,8,8,8,1.0,True
CHEMBL2835_Ki,8,True,76,4,4,4,4,1.0,True
CHEMBL2835_Ki,13,False,156,8,8,8,8,1.0,True
CHEMBL2835_Ki,18,False,445,4,11,4,11,0.36363636363636365,False
CHEMBL287_Ki,2,False,735,10,10,10,10,1.0,True
CHEMBL287_Ki,9,False,66,5,8,5,8,0.625,False
CHEMBL287_Ki,12,True,109,11,11,11,11,1.0,True
CHEMBL287_Ki,12,True,767,12,12,12,12,1.0,True
CHEMBL287_Ki,18,False,591,6,6,6,6,1.0,True
CHEMBL287_Ki,19,True,139,4,4,4,4,1.0,True
CHEMBL287_Ki,19,True,156,0,0,0,0,1.0,True
CHEMBL287_Ki,22,False,312,10,0,0,10,0.0,False
CHEMBL287_Ki,26,False,447,6,10,3,13,0.23076923076923078,False
CHEMBL287_Ki,27,False,212,13,4,4,13,0.3076923076923077,False
CHEMBL287_Ki,32,False,309,6,11,6,11,0.5454545454545454,False
CHEMBL287_Ki,35,False,346,5,9,5,9,0.5555555555555556,False
CHEMBL287_Ki,40,True,389,4,4,4,4,1.0,True
CHEMBL287_Ki,40,True,505,0,0,0,0,1.0,True
CHEMBL287_Ki,43,True,402,5,5,5,5,1.0,True
CHEMBL287_Ki,43,True,702,5,5,5,5,1.0,True
CHEMBL287_Ki,66,True,612,8,8,8,8,1.0,True
CHEMBL287_Ki,66,True,628,8,8,8,8,1.0,True
CHEMBL287_Ki,74,False,837,8,9,8,9,0.8888888888888888,False
CHEMBL287_Ki,82,True,1025,9,9,9,9,1.0,True
CHEMBL287_Ki,82,True,1072,5,5,5,5,1.0,True
CHEMBL287_Ki,84,True,1054,4,4,4,4,1.0,True
CHEMBL287_Ki,84,True,1055,4,4,4,4,1.0,True
CHEMBL287_Ki,85,True,1069,5,5,5,5,1.0,True
CHEMBL287_Ki,85,True,1070,15,15,15,15,1.0,True
CHEMBL287_Ki,89,False,1096,5,9,5,9,0.5555555555555556,False
CHEMBL287_Ki,93,True,1106,5,5,5,5,1.0,True
CHEMBL287_Ki,93,True,1118,5,5,5,5,1.0,True
CHEMBL287_Ki,96,True,1233,14,14,14,14,1.0,True
CHEMBL287_Ki,96,True,1244,14,14,14,14,1.0,True
CHEMBL287_Ki,97,False,1281,8,8,8,8,1.0,True
CHEMBL287_Ki,101,True,1309,12,12,12,12,1.0,True
CHEMBL287_Ki,101,True,1311,9,9,9,9,1.0,True
CHEMBL2971_Ki,4,True,61,4,4,4,4,1.0,True
CHEMBL2971_Ki,4,True,119,3,3,3,3,1.0,True
CHEMBL2971_Ki,8,True,236,20,20,20,20,1.0,True
CHEMBL2971_Ki,8,True,371,16,16,16,16,1.0,True
CHEMBL2971_Ki,15,True,347,7,7,7,7,1.0,True
CHEMBL2971_Ki,15,True,348,7,7,7,7,1.0,True
CHEMBL2971_Ki,17,True,350,10,10,10,10,1.0,True
CHEMBL2971_Ki,17,True,495,9,9,9,9,1.0,True
CHEMBL2971_Ki,20,True,398,5,5,5,5,1.0,True
CHEMBL2971_Ki,20,True,401,5,5,5,5,1.0,True
CHEMBL2971_Ki,22,True,409,5,5,5,5,1.0,True
CHEMBL2971_Ki,22,True,410,6,6,6,6,1.0,True
CHEMBL2971_Ki,23,True,420,4,4,4,4,1.0,True
CHEMBL2971_Ki,23,True,445,4,4,4,4,1.0,True
CHEMBL2971_Ki,32,False,698,20,20,20,20,1.0,True
CHEMBL2971_Ki,34,True,702,16,16,16,16,1.0,True
CHEMBL2971_Ki,34,True,871,17,17,17,17,1.0,True
CHEMBL3979_EC50,0,False,7,7,7,0,14,0.0,False
CHEMBL3979_EC50,13,True,181,4,4,4,4,1.0,True
CHEMBL3979_EC50,13,True,183,3,3,3,3,1.0,True
CHEMBL3979_EC50,16,True,224,6,6,6,6,1.0,True
CHEMBL3979_EC50,16,True,229,9,9,9,9,1.0,True
CHEMBL3979_EC50,18,False,235,10,6,6,10,0.6,False
CHEMBL3979_EC50,21,False,269,4,4,4,4,1.0,True
CHEMBL3979_EC50,24,True,300,8,8,8,8,1.0,True
CHEMBL3979_EC50,24,True,310,8,8,8,8,1.0,True
CHEMBL3979_EC50,26,True,311,5,5,5,5,1.0,True
CHEMBL3979_EC50,26,True,317,5,5,5,5,1.0,True
CHEMBL3979_EC50,34,False,381,20,13,12,21,0.5714285714285714,False
CHEMBL3979_EC50,35,False,390,10,4,4,10,0.4,False
CHEMBL3979_EC50,38,False,426,5,4,2,7,0.2857142857142857,False
CHEMBL3979_EC50,40,True,440,5,5,5,5,1.0,True
CHEMBL3979_EC50,40,True,445,0,0,0,0,1.0,True
CHEMBL3979_EC50,43,True,527,5,5,5,5,1.0,True
CHEMBL3979_EC50,43,True,556,4,4,4,4,1.0,True
CHEMBL3979_EC50,60,True,887,0,0,0,0,1.0,True
CHEMBL3979_EC50,60,True,888,4,4,4,4,1.0,True
CHEMBL3979_EC50,63,False,898,5,5,5,5,1.0,True
CHEMBL3979_EC50,65,True,953,9,9,9,9,1.0,True
CHEMBL3979_EC50,65,True,954,13,13,13,13,1.0,True
CHEMBL3979_EC50,66,True,972,6,6,6,6,1.0,True
CHEMBL3979_EC50,66,True,974,6,6,6,6,1.0,True
CHEMBL4005_Ki,0,False,4,4,9,4,9,0.4444444444444444,False
CHEMBL4005_Ki,6,False,60,7,4,0,11,0.0,False
CHEMBL4005_Ki,12,True,156,4,4,4,4,1.0,True
CHEMBL4005_Ki,12,True,158,8,8,8,8,1.0,True
CHEMBL4005_Ki,20,True,216,0,0,0,0,1.0,True
CHEMBL4005_Ki,20,True,612,4,4,4,4,1.0,True
CHEMBL4005_Ki,24,True,231,4,4,4,4,1.0,True
CHEMBL4005_Ki,24,True,233,7,7,7,7,1.0,True
CHEMBL4005_Ki,29,False,329,11,14,9,16,0.5625,False
CHEMBL4005_Ki,38,False,405,9,15,9,15,0.6,False
CHEMBL4005_Ki,39,True,406,0,0,0,0,1.0,True
CHEMBL4005_Ki,39,True,428,4,4,4,4,1.0,True
CHEMBL4005_Ki,43,True,425,4,4,4,4,1.0,True
CHEMBL4005_Ki,43,True,426,5,5,5,5,1.0,True
CHEMBL4005_Ki,46,True,532,12,12,12,12,1.0,True
CHEMBL4005_Ki,46,True,641,12,12,12,12,1.0,True
CHEMBL4005_Ki,56,False,779,7,10,7,10,0.7,False
CHEMBL4005_Ki,59,False,859,0,4,0,4,0.0,False
CHEMBL4005_Ki,67,True,956,3,3,3,3,1.0,True
CHEMBL4005_Ki,67,True,958,0,0,0,0,1.0,True
CHEMBL4203_Ki,4,True,41,6,6,6,6,1.0,True
CHEMBL4203_Ki,4,True,134,7,7,7,7,1.0,True
CHEMBL4203_Ki,5,True,48,8,8,8,8,1.0,True
CHEMBL4203_Ki,5,True,532,8,8,8,8,1.0,True
CHEMBL4203_Ki,7,False,536,17,22,17,22,0.7727272727272727,False
CHEMBL4203_Ki,17,True,398,8,8,8,8,1.0,True
CHEMBL4203_Ki,17,True,676,9,9,9,9,1.0,True
CHEMBL4203_Ki,21,True,573,11,11,11,11,1.0,True
CHEMBL4203_Ki,21,True,666,11,11,11,11,1.0,True
CHEMBL4203_Ki,24,True,661,6,6,6,6,1.0,True
CHEMBL4203_Ki,24,True,713,6,6,6,6,1.0,True
CHEMBL4616_EC50,2,True,16,4,4,4,4,1.0,True
CHEMBL4616_EC50,2,True,37,7,7,7,7,1.0,True
CHEMBL4616_EC50,7,False,135,12,5,5,12,0.4166666666666667,False
CHEMBL4616_EC50,13,True,120,11,11,11,11,1.0,True
CHEMBL4616_EC50,13,True,124,13,13,13,13,1.0,True
CHEMBL4616_EC50,14,False,189,9,8,4,13,0.3076923076923077,False
CHEMBL4616_EC50,23,False,283,10,10,10,10,1.0,True
CHEMBL4616_EC50,31,True,544,5,5,5,5,1.0,True
CHEMBL4616_EC50,31,True,546,5,5,5,5,1.0,True
CHEMBL4616_EC50,34,True,604,5,5,5,5,1.0,True
CHEMBL4616_EC50,34,True,608,5,5,5,5,1.0,True
CHEMBL4616_EC50,37,False,648,12,12,12,12,1.0,True
CHEMBL4792_Ki,3,False,43,15,5,2,18,0.1111111111111111,False
CHEMBL4792_Ki,4,True,45,4,4,4,4,1.0,True
CHEMBL4792_Ki,4,True,48,0,0,0,0,1.0,True
CHEMBL4792_Ki,6,False,179,8,8,8,8,1.0,True
CHEMBL4792_Ki,8,True,67,0,0,0,0,1.0,True
CHEMBL4792_Ki,8,True,84,4,4,4,4,1.0,True
CHEMBL4792_Ki,20,True,181,8,8,8,8,1.0,True
CHEMBL4792_Ki,20,True,187,8,8,8,8,1.0,True
CHEMBL4792_Ki,21,False,1426,10,16,10,16,0.625,False
CHEMBL4792_Ki,31,True,337,7,7,7,7,1.0,True
CHEMBL4792_Ki,31,True,516,7,7,7,7,1.0,True
CHEMBL4792_Ki,32,False,457,21,21,21,21,1.0,True
CHEMBL4792_Ki,37,False,1096,24,15,9,30,0.3,False
CHEMBL4792_Ki,40,False,560,8,8,8,8,1.0,True
CHEMBL4792_Ki,44,True,413,10,10,10,10,1.0,True
CHEMBL4792_Ki,44,True,821,11,11,11,11,1.0,True
CHEMBL4792_Ki,61,True,638,9,9,9,9,1.0,True
CHEMBL4792_Ki,61,True,1269,9,9,9,9,1.0,True
CHEMBL4792_Ki,65,True,791,8,8,8,8,1.0,True
CHEMBL4792_Ki,65,True,840,8,8,8,8,1.0,True
CHEMBL4792_Ki,72,True,1304,7,7,7,7,1.0,True
CHEMBL4792_Ki,72,True,1306,7,7,7,7,1.0,True
CHEMBL4792_Ki,75,False,1331,20,23,20,23,0.8695652173913043,False
CHEMBL4792_Ki,77,False,1364,7,9,7,9,0.7777777777777778,False
CHEMBL4792_Ki,78,True,1397,4,4,4,4,1.0,True
CHEMBL4792_Ki,78,True,1398,3,3,3,3,1.0,True
