dataset,component_id,component_split,left_index,right_index,positive_atoms,total_atoms,valid_normalized_ap_prevalence
CHEMBL2047_EC50,23,test,387,388,8,48,True
CHEMBL2047_EC50,25,test,413,415,26,78,True
CHEMBL2047_EC50,27,test,513,517,8,62,True
CHEMBL2047_EC50,32,calibration,582,597,18,62,True
CHEMBL2047_EC50,33,calibration,604,610,6,89,True
CHEMBL204_Ki,5,test,60,2441,9,71,True
CHEMBL204_Ki,6,test,62,818,38,54,True
CHEMBL204_Ki,10,calibration,100,121,18,86,True
CHEMBL204_Ki,13,calibration,109,1332,18,82,True
CHEMBL204_Ki,12,test,112,147,23,77,True
CHEMBL204_Ki,17,test,133,263,14,69,True
CHEMBL204_Ki,25,test,167,217,13,68,True
CHEMBL204_Ki,20,calibration,171,212,12,64,True
CHEMBL204_Ki,1,calibration,172,220,10,74,True
CHEMBL204_Ki,26,calibration,186,222,16,66,True
CHEMBL204_Ki,18,calibration,209,230,4,73,True
CHEMBL204_Ki,9,test,257,267,15,72,True
CHEMBL204_Ki,29,calibration,277,309,33,48,True
CHEMBL204_Ki,32,calibration,283,805,4,53,True
CHEMBL204_Ki,31,calibration,285,302,28,72,True
CHEMBL204_Ki,30,calibration,289,306,15,71,True
CHEMBL204_Ki,36,test,305,316,8,68,True
CHEMBL204_Ki,33,calibration,310,313,20,45,True
CHEMBL204_Ki,37,calibration,312,327,35,102,True
CHEMBL204_Ki,38,test,314,1661,23,38,True
CHEMBL204_Ki,40,test,330,344,4,41,True
CHEMBL204_Ki,43,test,363,371,10,66,True
CHEMBL204_Ki,48,calibration,419,465,13,69,True
CHEMBL204_Ki,49,test,423,434,11,68,True
CHEMBL204_Ki,47,calibration,424,454,14,77,True
CHEMBL204_Ki,50,test,432,452,3,73,True
CHEMBL204_Ki,51,calibration,487,493,20,80,True
CHEMBL204_Ki,57,test,522,603,11,95,True
CHEMBL204_Ki,58,calibration,523,577,6,106,True
CHEMBL204_Ki,56,calibration,529,567,3,61,True
CHEMBL204_Ki,63,calibration,552,1854,40,64,True
CHEMBL204_Ki,64,calibration,581,1353,5,74,True
CHEMBL204_Ki,65,calibration,584,2662,28,44,True
CHEMBL204_Ki,60,test,599,677,20,61,True
CHEMBL204_Ki,70,calibration,619,691,8,64,True
CHEMBL204_Ki,72,test,635,689,4,41,True
CHEMBL204_Ki,74,calibration,641,644,11,71,True
CHEMBL204_Ki,75,calibration,643,734,31,59,True
CHEMBL204_Ki,68,test,717,735,24,56,True
CHEMBL204_Ki,84,test,848,856,4,61,True
CHEMBL204_Ki,85,test,868,875,24,52,True
CHEMBL204_Ki,86,test,870,1443,4,63,True
CHEMBL204_Ki,87,calibration,876,1580,15,59,True
CHEMBL204_Ki,4,test,912,1411,12,52,True
CHEMBL204_Ki,89,test,925,989,18,78,True
CHEMBL204_Ki,91,test,1022,1028,20,82,True
CHEMBL204_Ki,96,calibration,1201,1228,21,77,True
CHEMBL204_Ki,93,calibration,1246,1721,12,78,True
CHEMBL204_Ki,98,test,1272,1289,16,78,True
CHEMBL204_Ki,100,calibration,1296,1737,37,66,True
CHEMBL204_Ki,103,calibration,1316,1379,14,98,True
CHEMBL204_Ki,105,calibration,1349,1412,14,64,True
CHEMBL204_Ki,104,test,1358,1406,17,91,True
CHEMBL204_Ki,83,test,1405,1477,20,65,True
CHEMBL204_Ki,41,test,1430,1482,4,41,True
CHEMBL204_Ki,108,calibration,1441,1452,13,66,True
CHEMBL204_Ki,110,test,1492,1493,10,62,True
CHEMBL204_Ki,116,test,1537,1556,17,68,True
CHEMBL204_Ki,113,test,1542,1550,16,71,True
CHEMBL204_Ki,117,calibration,1560,1571,7,49,True
CHEMBL204_Ki,111,calibration,1567,1587,12,70,True
CHEMBL204_Ki,118,test,1615,1634,4,85,True
CHEMBL204_Ki,123,test,1635,1652,4,53,True
CHEMBL204_Ki,129,test,1750,2393,32,62,True
CHEMBL204_Ki,131,calibration,1813,1814,18,98,True
CHEMBL204_Ki,132,test,1815,1817,8,68,True
CHEMBL204_Ki,135,test,1832,1834,5,71,True
CHEMBL204_Ki,66,test,1850,1856,12,63,True
CHEMBL204_Ki,136,test,1874,1876,11,57,True
CHEMBL204_Ki,138,calibration,1875,1879,16,61,True
CHEMBL204_Ki,140,calibration,1927,1933,12,66,True
CHEMBL204_Ki,141,calibration,1942,1943,20,62,True
CHEMBL204_Ki,80,test,1992,1999,18,86,True
CHEMBL204_Ki,146,test,2042,2045,10,60,True
CHEMBL204_Ki,147,calibration,2060,2063,13,81,True
CHEMBL204_Ki,151,calibration,2143,2149,13,71,True
CHEMBL204_Ki,153,calibration,2187,2352,19,69,True
CHEMBL204_Ki,157,test,2269,2275,9,67,True
CHEMBL204_Ki,161,calibration,2308,2318,25,85,True
CHEMBL204_Ki,142,test,2316,2317,11,71,True
CHEMBL204_Ki,165,test,2389,2400,28,70,True
CHEMBL204_Ki,166,test,2415,2416,8,64,True
CHEMBL204_Ki,168,calibration,2437,2483,4,79,True
CHEMBL204_Ki,170,test,2445,2449,6,70,True
CHEMBL204_Ki,172,calibration,2451,2462,17,73,True
CHEMBL204_Ki,173,test,2482,2484,12,76,True
CHEMBL204_Ki,176,test,2508,2509,5,56,True
CHEMBL204_Ki,177,calibration,2529,2531,12,76,True
CHEMBL204_Ki,178,test,2577,2580,12,79,True
CHEMBL204_Ki,179,calibration,2583,2589,13,75,True
CHEMBL204_Ki,182,calibration,2658,2659,4,63,True
CHEMBL204_Ki,184,calibration,2702,2724,21,59,True
CHEMBL204_Ki,186,test,2744,2749,12,54,True
CHEMBL204_Ki,187,calibration,2745,2750,4,49,True
CHEMBL2147_Ki,1,calibration,22,1445,30,56,True
CHEMBL2147_Ki,2,test,36,37,12,44,True
CHEMBL2147_Ki,3,test,46,91,18,48,True
CHEMBL2147_Ki,6,calibration,131,270,12,58,True
CHEMBL2147_Ki,12,calibration,179,597,8,56,True
CHEMBL2147_Ki,15,test,378,630,22,52,True
CHEMBL2147_Ki,14,test,467,494,12,57,True
CHEMBL2147_Ki,19,calibration,653,1444,15,60,True
CHEMBL2147_Ki,21,calibration,663,665,13,49,True
CHEMBL2147_Ki,22,test,681,898,25,59,True
CHEMBL2147_Ki,25,calibration,719,1443,15,59,True
CHEMBL2147_Ki,30,calibration,770,1185,31,66,True
CHEMBL2147_Ki,31,test,801,812,15,59,True
CHEMBL2147_Ki,33,test,821,1179,18,62,True
CHEMBL2147_Ki,32,calibration,822,1138,34,62,True
CHEMBL2147_Ki,35,calibration,825,1177,18,62,True
CHEMBL2147_Ki,36,test,834,837,16,65,True
CHEMBL2147_Ki,39,test,922,931,13,61,True
CHEMBL2147_Ki,41,test,943,1100,47,60,True
CHEMBL2147_Ki,42,calibration,1070,1286,20,60,True
CHEMBL2147_Ki,46,test,1174,1229,19,69,True
CHEMBL2147_Ki,47,calibration,1180,1183,4,67,True
CHEMBL2147_Ki,48,calibration,1227,1249,20,64,True
CHEMBL2147_Ki,49,calibration,1233,1240,16,72,True
CHEMBL2147_Ki,50,test,1252,1253,10,64,True
CHEMBL2147_Ki,23,test,1259,1262,18,66,True
CHEMBL2147_Ki,51,test,1353,1354,13,67,True
CHEMBL214_Ki,0,calibration,4,576,7,50,True
CHEMBL214_Ki,4,test,30,31,22,42,True
CHEMBL214_Ki,6,calibration,50,61,13,66,True
CHEMBL214_Ki,8,test,74,78,15,91,True
CHEMBL214_Ki,3,calibration,140,184,32,54,True
CHEMBL214_Ki,15,test,173,175,4,30,True
CHEMBL214_Ki,16,test,174,626,37,48,True
CHEMBL214_Ki,2,calibration,189,261,15,56,True
CHEMBL214_Ki,18,calibration,230,263,13,52,True
CHEMBL214_Ki,21,test,246,816,18,28,True
CHEMBL214_Ki,22,calibration,254,2309,8,48,True
CHEMBL214_Ki,23,test,269,281,26,36,True
CHEMBL214_Ki,25,test,297,298,10,60,True
CHEMBL214_Ki,27,calibration,329,728,28,54,True
CHEMBL214_Ki,28,calibration,357,956,36,59,True
CHEMBL214_Ki,31,calibration,376,380,9,50,True
CHEMBL214_Ki,32,calibration,378,397,8,68,True
CHEMBL214_Ki,39,test,447,465,16,48,True
CHEMBL214_Ki,40,test,449,452,18,40,True
CHEMBL214_Ki,38,test,450,684,40,48,True
CHEMBL214_Ki,41,test,454,492,12,57,True
CHEMBL214_Ki,42,calibration,487,499,20,54,True
CHEMBL214_Ki,45,calibration,521,555,15,70,True
CHEMBL214_Ki,46,test,528,537,4,63,True
CHEMBL214_Ki,48,test,565,579,4,51,True
CHEMBL214_Ki,14,calibration,578,1077,4,33,True
CHEMBL214_Ki,54,test,651,661,22,62,True
CHEMBL214_Ki,59,test,720,721,8,62,True
CHEMBL214_Ki,62,test,734,973,15,36,True
CHEMBL214_Ki,63,test,741,745,17,63,True
CHEMBL214_Ki,64,calibration,773,774,23,66,True
CHEMBL214_Ki,65,calibration,782,787,17,72,True
CHEMBL214_Ki,67,test,786,800,4,63,True
CHEMBL214_Ki,68,test,808,814,4,65,True
CHEMBL214_Ki,69,test,809,810,24,68,True
CHEMBL214_Ki,73,calibration,828,2483,24,46,True
CHEMBL214_Ki,74,calibration,832,834,13,54,True
CHEMBL214_Ki,76,test,849,854,17,62,True
CHEMBL214_Ki,80,test,880,882,3,63,True
CHEMBL214_Ki,81,calibration,884,1175,8,59,True
CHEMBL214_Ki,83,test,946,1442,27,63,True
CHEMBL214_Ki,86,test,1013,1014,15,71,True
CHEMBL214_Ki,13,test,1054,1470,26,58,True
CHEMBL214_Ki,55,calibration,1075,1169,15,60,True
CHEMBL214_Ki,88,test,1084,1690,24,62,True
CHEMBL214_Ki,91,calibration,1111,1113,11,59,True
CHEMBL214_Ki,35,calibration,1135,1146,15,64,True
CHEMBL214_Ki,95,test,1139,1144,15,65,True
CHEMBL214_Ki,12,test,1156,2185,36,60,True
CHEMBL214_Ki,96,calibration,1181,1182,9,71,True
CHEMBL214_Ki,98,test,1210,1211,5,53,True
CHEMBL214_Ki,99,calibration,1218,1231,3,55,True
CHEMBL214_Ki,102,test,1276,1278,12,68,True
CHEMBL214_Ki,104,calibration,1291,2303,15,59,True
CHEMBL214_Ki,109,test,1341,1342,10,64,True
CHEMBL214_Ki,114,calibration,1384,1721,13,43,True
CHEMBL214_Ki,115,calibration,1388,1401,26,41,True
CHEMBL214_Ki,116,test,1402,1726,17,42,True
CHEMBL214_Ki,117,test,1408,1411,5,62,True
CHEMBL214_Ki,125,test,1473,2114,29,54,True
CHEMBL214_Ki,130,test,1585,1587,18,64,True
CHEMBL214_Ki,131,test,1597,1648,12,64,True
CHEMBL214_Ki,133,test,1677,1704,12,62,True
CHEMBL214_Ki,135,test,1735,1743,16,66,True
CHEMBL214_Ki,136,test,1757,1764,34,60,True
CHEMBL214_Ki,140,calibration,1844,1853,4,61,True
CHEMBL214_Ki,142,test,1860,1902,11,57,True
CHEMBL214_Ki,143,calibration,1863,1864,11,59,True
CHEMBL214_Ki,144,calibration,1876,1887,24,60,True
CHEMBL214_Ki,150,calibration,1926,2454,24,60,True
CHEMBL214_Ki,151,test,1929,1930,8,52,True
CHEMBL214_Ki,153,calibration,1933,2443,20,54,True
CHEMBL214_Ki,148,test,1934,2785,15,50,True
CHEMBL214_Ki,154,calibration,1972,1980,12,70,True
CHEMBL214_Ki,156,calibration,2011,2234,22,54,True
CHEMBL214_Ki,157,calibration,2027,2503,50,70,True
CHEMBL214_Ki,161,calibration,2066,2069,10,62,True
CHEMBL214_Ki,165,calibration,2081,2083,22,68,True
CHEMBL214_Ki,166,calibration,2086,2090,19,65,True
CHEMBL214_Ki,168,test,2094,2339,29,72,True
CHEMBL214_Ki,169,calibration,2108,2119,36,56,True
CHEMBL214_Ki,173,calibration,2218,2222,31,53,True
CHEMBL214_Ki,174,calibration,2220,3313,27,59,True
CHEMBL214_Ki,177,calibration,2294,2298,23,57,True
CHEMBL214_Ki,178,calibration,2304,2305,13,59,True
CHEMBL214_Ki,181,calibration,2470,2477,11,65,True
CHEMBL214_Ki,183,test,2486,2488,10,46,True
CHEMBL214_Ki,189,calibration,2600,2606,16,42,True
CHEMBL214_Ki,191,test,2610,2619,7,66,True
CHEMBL214_Ki,192,test,2616,2622,18,56,True
CHEMBL214_Ki,193,test,2627,2628,9,51,True
CHEMBL214_Ki,197,calibration,2754,2756,8,64,True
CHEMBL214_Ki,198,calibration,2770,2776,35,59,True
CHEMBL214_Ki,199,test,2794,2809,4,53,True
CHEMBL214_Ki,200,test,2816,2818,4,63,True
CHEMBL214_Ki,202,calibration,2837,2840,5,37,True
CHEMBL214_Ki,206,calibration,2871,2872,13,71,True
CHEMBL214_Ki,207,test,2895,2903,25,67,True
CHEMBL214_Ki,208,test,2900,2908,11,69,True
CHEMBL214_Ki,209,calibration,2911,2921,25,61,True
CHEMBL214_Ki,210,test,2937,2938,10,64,True
CHEMBL214_Ki,211,test,2960,2963,16,78,True
CHEMBL214_Ki,212,test,2965,2968,16,74,True
CHEMBL214_Ki,214,test,2973,2981,8,62,True
CHEMBL214_Ki,213,test,2978,2979,4,61,True
CHEMBL214_Ki,216,calibration,2996,3002,12,72,True
CHEMBL214_Ki,215,calibration,3004,3010,12,76,True
CHEMBL214_Ki,217,calibration,3025,3028,18,52,True
CHEMBL214_Ki,218,test,3036,3041,6,76,True
CHEMBL214_Ki,221,calibration,3091,3173,24,80,True
CHEMBL214_Ki,222,calibration,3132,3133,10,70,True
CHEMBL214_Ki,225,calibration,3151,3154,9,35,True
CHEMBL214_Ki,120,calibration,3221,3222,12,58,True
CHEMBL214_Ki,227,calibration,3267,3283,4,48,True
CHEMBL214_Ki,228,test,3270,3277,8,47,True
CHEMBL218_EC50,1,calibration,12,15,24,54,True
CHEMBL218_EC50,2,test,19,510,4,57,True
CHEMBL218_EC50,3,test,26,31,18,58,True
CHEMBL218_EC50,4,test,34,36,11,55,True
CHEMBL218_EC50,5,test,40,43,14,59,True
CHEMBL218_EC50,7,test,70,513,16,54,True
CHEMBL218_EC50,9,calibration,112,136,12,70,True
CHEMBL218_EC50,10,test,122,131,22,68,True
CHEMBL218_EC50,11,test,141,154,18,45,True
CHEMBL218_EC50,12,test,149,159,14,52,True
CHEMBL218_EC50,13,test,152,166,5,57,True
CHEMBL218_EC50,15,calibration,200,202,15,67,True
CHEMBL218_EC50,16,calibration,225,226,15,51,True
CHEMBL218_EC50,18,test,259,264,4,55,True
CHEMBL218_EC50,20,calibration,266,278,13,57,True
CHEMBL218_EC50,21,test,274,276,8,56,True
CHEMBL218_EC50,22,test,285,576,44,96,True
CHEMBL218_EC50,25,test,308,309,4,51,True
CHEMBL218_EC50,30,calibration,337,611,37,63,True
CHEMBL218_EC50,31,test,347,1020,4,53,True
CHEMBL218_EC50,35,calibration,379,383,12,66,True
CHEMBL218_EC50,36,calibration,396,402,14,72,True
CHEMBL218_EC50,37,calibration,399,405,26,74,True
CHEMBL218_EC50,39,test,451,453,29,63,True
CHEMBL218_EC50,42,calibration,481,488,10,62,True
CHEMBL218_EC50,44,calibration,519,1026,33,53,True
CHEMBL218_EC50,45,calibration,523,549,20,50,True
CHEMBL218_EC50,47,calibration,538,540,20,58,True
CHEMBL218_EC50,48,calibration,550,608,12,50,True
CHEMBL218_EC50,52,test,676,690,29,67,True
CHEMBL218_EC50,53,calibration,752,755,15,80,True
CHEMBL218_EC50,58,calibration,798,799,24,94,True
CHEMBL218_EC50,63,calibration,828,875,26,58,True
CHEMBL218_EC50,64,test,840,908,23,51,True
CHEMBL218_EC50,65,test,851,858,4,51,True
CHEMBL218_EC50,69,test,953,956,8,56,True
CHEMBL218_EC50,67,test,985,986,3,51,True
CHEMBL218_EC50,74,calibration,1011,1012,12,52,True
CHEMBL219_Ki,1,calibration,4,537,11,55,True
CHEMBL219_Ki,3,test,25,547,19,55,True
CHEMBL219_Ki,5,calibration,26,768,4,53,True
CHEMBL219_Ki,4,calibration,32,348,26,46,True
CHEMBL219_Ki,8,test,54,1441,22,54,True
CHEMBL219_Ki,10,test,87,996,28,50,True
CHEMBL219_Ki,12,calibration,92,934,19,53,True
CHEMBL219_Ki,17,test,106,435,45,47,True
CHEMBL219_Ki,21,test,134,1716,8,50,True
CHEMBL219_Ki,24,calibration,155,156,11,55,True
CHEMBL219_Ki,23,calibration,180,492,21,39,True
CHEMBL219_Ki,26,calibration,194,202,10,48,True
CHEMBL219_Ki,29,test,242,248,20,46,True
CHEMBL219_Ki,30,calibration,253,329,27,45,True
CHEMBL219_Ki,31,test,264,927,29,42,True
CHEMBL219_Ki,0,calibration,277,1032,31,49,True
CHEMBL219_Ki,33,calibration,287,302,16,32,True
CHEMBL219_Ki,35,test,300,310,14,36,True
CHEMBL219_Ki,36,test,322,1371,35,47,True
CHEMBL219_Ki,37,calibration,330,603,24,42,True
CHEMBL219_Ki,6,calibration,335,343,16,50,True
CHEMBL219_Ki,41,test,358,364,12,60,True
CHEMBL219_Ki,42,test,375,411,3,59,True
CHEMBL219_Ki,44,test,382,391,8,54,True
CHEMBL219_Ki,43,test,387,667,28,48,True
CHEMBL219_Ki,45,calibration,405,429,12,56,True
CHEMBL219_Ki,47,test,459,466,14,46,True
CHEMBL219_Ki,54,test,465,476,22,44,True
CHEMBL219_Ki,51,calibration,477,829,38,52,True
CHEMBL219_Ki,55,calibration,478,945,35,51,True
CHEMBL219_Ki,62,calibration,584,698,43,49,True
CHEMBL219_Ki,61,calibration,621,628,4,49,True
CHEMBL219_Ki,7,calibration,653,679,11,57,True
CHEMBL219_Ki,64,test,663,1229,24,66,True
CHEMBL219_Ki,67,test,720,722,13,47,True
CHEMBL219_Ki,68,test,743,1193,12,54,True
CHEMBL219_Ki,71,calibration,772,789,9,55,True
CHEMBL219_Ki,59,test,773,820,21,53,True
CHEMBL219_Ki,72,test,778,814,28,54,True
CHEMBL219_Ki,73,calibration,832,843,13,61,True
CHEMBL219_Ki,74,test,861,1168,20,63,True
CHEMBL219_Ki,13,calibration,936,1427,8,50,True
CHEMBL219_Ki,79,test,969,976,19,49,True
CHEMBL219_Ki,80,calibration,970,971,8,52,True
CHEMBL219_Ki,81,test,1019,1029,15,70,True
CHEMBL219_Ki,85,test,1117,1134,11,49,True
CHEMBL219_Ki,88,test,1160,1195,20,52,True
CHEMBL219_Ki,89,test,1163,1164,16,58,True
CHEMBL219_Ki,91,calibration,1210,1212,4,53,True
CHEMBL219_Ki,76,calibration,1235,1240,22,42,True
CHEMBL219_Ki,93,calibration,1243,1253,24,48,True
CHEMBL219_Ki,95,calibration,1247,1256,16,52,True
CHEMBL219_Ki,102,calibration,1424,1425,20,68,True
CHEMBL219_Ki,105,calibration,1463,1471,13,41,True
CHEMBL219_Ki,106,test,1482,1483,13,67,True
CHEMBL219_Ki,108,test,1497,1564,28,60,True
CHEMBL219_Ki,110,test,1526,1531,32,100,True
CHEMBL219_Ki,113,calibration,1554,1557,16,59,True
CHEMBL219_Ki,114,calibration,1576,1578,11,65,True
CHEMBL219_Ki,111,test,1623,1639,18,44,True
CHEMBL219_Ki,120,test,1725,1726,18,36,True
CHEMBL219_Ki,122,calibration,1728,1729,11,39,True
CHEMBL219_Ki,123,test,1734,1744,16,48,True
CHEMBL219_Ki,127,test,1763,1764,11,73,True
CHEMBL219_Ki,130,calibration,1800,1804,5,76,True
CHEMBL219_Ki,131,calibration,1848,1849,4,67,True
CHEMBL219_Ki,132,test,1853,1862,8,64,True
CHEMBL228_Ki,1,calibration,5,6,17,39,True
CHEMBL228_Ki,3,calibration,34,38,11,49,True
CHEMBL228_Ki,7,test,74,839,12,42,True
CHEMBL228_Ki,8,calibration,76,77,12,88,True
CHEMBL228_Ki,15,calibration,193,194,12,72,True
CHEMBL228_Ki,16,calibration,213,214,4,41,True
CHEMBL228_Ki,17,calibration,215,220,6,36,True
CHEMBL228_Ki,22,calibration,267,271,12,38,True
CHEMBL228_Ki,24,test,299,302,13,57,True
CHEMBL228_Ki,26,test,307,311,8,44,True
CHEMBL228_Ki,27,calibration,322,337,6,69,True
CHEMBL228_Ki,31,calibration,408,427,15,54,True
CHEMBL228_Ki,33,calibration,414,417,13,55,True
CHEMBL228_Ki,35,calibration,439,505,10,58,True
CHEMBL228_Ki,36,calibration,463,469,14,64,True
CHEMBL228_Ki,38,test,474,498,22,57,True
CHEMBL228_Ki,29,test,479,492,6,54,True
CHEMBL228_Ki,30,test,487,488,5,54,True
CHEMBL228_Ki,40,test,510,515,8,60,True
CHEMBL228_Ki,34,test,528,531,22,56,True
CHEMBL228_Ki,41,calibration,553,554,4,46,True
CHEMBL228_Ki,43,test,573,576,9,59,True
CHEMBL228_Ki,0,calibration,610,1417,30,40,True
CHEMBL228_Ki,46,test,650,651,18,58,True
CHEMBL228_Ki,47,test,653,654,8,62,True
CHEMBL228_Ki,48,test,667,1454,3,27,True
CHEMBL228_Ki,50,test,679,680,4,32,True
CHEMBL228_Ki,51,test,682,684,4,50,True
CHEMBL228_Ki,53,test,728,729,16,52,True
CHEMBL228_Ki,57,test,764,774,22,28,True
CHEMBL228_Ki,58,calibration,786,792,16,44,True
CHEMBL228_Ki,61,calibration,826,827,13,45,True
CHEMBL228_Ki,62,test,828,829,18,40,True
CHEMBL228_Ki,64,calibration,849,866,10,42,True
CHEMBL228_Ki,70,calibration,913,928,30,90,True
CHEMBL228_Ki,71,calibration,914,923,11,109,True
CHEMBL228_Ki,73,calibration,938,949,19,64,True
CHEMBL228_Ki,74,test,943,951,9,73,True
CHEMBL228_Ki,72,test,947,950,11,67,True
CHEMBL228_Ki,75,test,965,966,14,42,True
CHEMBL228_Ki,76,calibration,971,972,8,42,True
CHEMBL228_Ki,77,test,981,982,8,40,True
CHEMBL228_Ki,82,test,1071,1072,20,44,True
CHEMBL228_Ki,83,calibration,1074,1075,9,47,True
CHEMBL228_Ki,84,test,1083,1090,8,36,True
CHEMBL228_Ki,87,calibration,1116,1122,18,42,True
CHEMBL228_Ki,88,test,1165,1195,13,64,True
CHEMBL228_Ki,89,test,1171,1197,15,65,True
CHEMBL228_Ki,90,calibration,1228,1231,16,44,True
CHEMBL228_Ki,92,calibration,1319,1333,20,72,True
CHEMBL228_Ki,93,calibration,1335,1339,4,51,True
CHEMBL228_Ki,94,calibration,1336,1340,4,51,True
CHEMBL228_Ki,95,calibration,1337,1341,4,51,True
CHEMBL228_Ki,104,test,1439,1440,11,39,True
CHEMBL228_Ki,106,test,1467,1468,15,57,True
CHEMBL228_Ki,108,test,1479,1480,12,50,True
CHEMBL228_Ki,112,calibration,1564,1575,27,65,True
CHEMBL228_Ki,113,calibration,1581,1585,12,52,True
CHEMBL228_Ki,115,test,1593,1595,12,54,True
CHEMBL228_Ki,119,test,1673,1674,18,74,True
CHEMBL228_Ki,120,test,1681,1697,36,74,True
CHEMBL231_Ki,0,calibration,10,18,16,62,True
CHEMBL231_Ki,2,calibration,32,42,8,50,True
CHEMBL231_Ki,1,calibration,35,45,14,59,True
CHEMBL231_Ki,3,calibration,67,72,19,63,True
CHEMBL231_Ki,4,test,81,357,45,49,True
CHEMBL231_Ki,10,calibration,154,182,12,62,True
CHEMBL231_Ki,13,test,188,189,10,77,True
CHEMBL231_Ki,23,test,331,334,3,67,True
CHEMBL231_Ki,24,test,341,347,12,36,True
CHEMBL231_Ki,25,calibration,342,348,12,38,True
CHEMBL231_Ki,26,calibration,349,541,12,36,True
CHEMBL231_Ki,27,calibration,362,917,36,42,True
CHEMBL231_Ki,28,test,376,378,9,45,True
CHEMBL231_Ki,29,test,392,397,21,45,True
CHEMBL231_Ki,30,test,402,404,8,46,True
CHEMBL231_Ki,31,test,455,463,13,55,True
CHEMBL231_Ki,32,test,488,490,12,48,True
CHEMBL231_Ki,35,calibration,509,531,15,52,True
CHEMBL231_Ki,36,calibration,515,528,11,49,True
CHEMBL231_Ki,37,calibration,567,570,16,74,True
CHEMBL231_Ki,38,test,574,883,13,39,True
