dataset,component_id,component_split,left_row_id,right_row_id,left_unimol_2d_fallback,right_unimol_2d_fallback,any_unimol_2d_fallback
CHEMBL2034_Ki,31,test,CHEMBL2034_Ki:488,CHEMBL2034_Ki:490,False,False,False
CHEMBL2034_Ki,34,test,CHEMBL2034_Ki:512,CHEMBL2034_Ki:517,False,False,False
CHEMBL2034_Ki,36,test,CHEMBL2034_Ki:569,CHEMBL2034_Ki:588,False,False,False
CHEMBL2034_Ki,38,test,CHEMBL2034_Ki:596,CHEMBL2034_Ki:601,False,False,False
CHEMBL2034_Ki,40,calibration,CHEMBL2034_Ki:617,CHEMBL2034_Ki:621,False,False,False
CHEMBL2034_Ki,41,test,CHEMBL2034_Ki:626,CHEMBL2034_Ki:628,False,False,False
CHEMBL2034_Ki,42,calibration,CHEMBL2034_Ki:641,CHEMBL2034_Ki:643,False,False,False
CHEMBL2034_Ki,44,calibration,CHEMBL2034_Ki:683,CHEMBL2034_Ki:692,False,False,False
CHEMBL2034_Ki,46,test,CHEMBL2034_Ki:726,CHEMBL2034_Ki:737,False,False,False
CHEMBL2034_Ki,47,calibration,CHEMBL2034_Ki:743,CHEMBL2034_Ki:744,False,False,False
CHEMBL2047_EC50,2,test,CHEMBL2047_EC50:10,CHEMBL2047_EC50:590,False,False,False
CHEMBL2047_EC50,5,test,CHEMBL2047_EC50:57,CHEMBL2047_EC50:284,False,False,False
CHEMBL2047_EC50,6,calibration,CHEMBL2047_EC50:64,CHEMBL2047_EC50:80,False,False,False
CHEMBL2047_EC50,3,test,CHEMBL2047_EC50:84,CHEMBL2047_EC50:285,False,False,False
CHEMBL2047_EC50,8,test,CHEMBL2047_EC50:150,CHEMBL2047_EC50:154,False,False,False
CHEMBL2047_EC50,0,test,CHEMBL2047_EC50:168,CHEMBL2047_EC50:486,False,False,False
CHEMBL2047_EC50,12,calibration,CHEMBL2047_EC50:175,CHEMBL2047_EC50:183,False,False,False
CHEMBL2047_EC50,13,test,CHEMBL2047_EC50:191,CHEMBL2047_EC50:211,False,False,False
CHEMBL2047_EC50,14,calibration,CHEMBL2047_EC50:221,CHEMBL2047_EC50:236,False,False,False
CHEMBL2047_EC50,16,calibration,CHEMBL2047_EC50:229,CHEMBL2047_EC50:243,False,False,False
CHEMBL2047_EC50,17,test,CHEMBL2047_EC50:310,CHEMBL2047_EC50:321,False,False,False
CHEMBL2047_EC50,18,calibration,CHEMBL2047_EC50:324,CHEMBL2047_EC50:342,False,False,False
CHEMBL2047_EC50,19,test,CHEMBL2047_EC50:334,CHEMBL2047_EC50:340,False,False,False
CHEMBL2047_EC50,20,calibration,CHEMBL2047_EC50:335,CHEMBL2047_EC50:337,False,False,False
CHEMBL2047_EC50,22,calibration,CHEMBL2047_EC50:369,CHEMBL2047_EC50:370,False,False,False
CHEMBL2047_EC50,23,calibration,CHEMBL2047_EC50:387,CHEMBL2047_EC50:388,False,False,False
CHEMBL2047_EC50,30,test,CHEMBL2047_EC50:553,CHEMBL2047_EC50:573,False,False,False
CHEMBL2047_EC50,31,test,CHEMBL2047_EC50:579,CHEMBL2047_EC50:594,False,False,False
CHEMBL204_Ki,0,test,CHEMBL204_Ki:0,CHEMBL204_Ki:29,False,False,False
CHEMBL204_Ki,11,calibration,CHEMBL204_Ki:118,CHEMBL204_Ki:1395,False,False,False
CHEMBL204_Ki,17,test,CHEMBL204_Ki:133,CHEMBL204_Ki:263,False,False,False
CHEMBL204_Ki,21,calibration,CHEMBL204_Ki:164,CHEMBL204_Ki:2218,False,False,False
CHEMBL204_Ki,23,test,CHEMBL204_Ki:169,CHEMBL204_Ki:193,False,False,False
CHEMBL204_Ki,20,test,CHEMBL204_Ki:171,CHEMBL204_Ki:212,False,False,False
CHEMBL204_Ki,9,calibration,CHEMBL204_Ki:257,CHEMBL204_Ki:267,False,False,False
CHEMBL204_Ki,32,test,CHEMBL204_Ki:283,CHEMBL204_Ki:805,False,False,False
CHEMBL204_Ki,31,test,CHEMBL204_Ki:285,CHEMBL204_Ki:302,False,False,False
CHEMBL204_Ki,34,test,CHEMBL204_Ki:295,CHEMBL204_Ki:331,False,False,False
CHEMBL204_Ki,35,test,CHEMBL204_Ki:297,CHEMBL204_Ki:346,False,False,False
CHEMBL204_Ki,33,test,CHEMBL204_Ki:310,CHEMBL204_Ki:313,False,False,False
CHEMBL204_Ki,38,test,CHEMBL204_Ki:314,CHEMBL204_Ki:1661,False,False,False
CHEMBL204_Ki,43,test,CHEMBL204_Ki:363,CHEMBL204_Ki:371,False,False,False
CHEMBL204_Ki,48,calibration,CHEMBL204_Ki:419,CHEMBL204_Ki:465,False,False,False
CHEMBL204_Ki,49,calibration,CHEMBL204_Ki:423,CHEMBL204_Ki:434,False,False,False
CHEMBL204_Ki,47,calibration,CHEMBL204_Ki:424,CHEMBL204_Ki:454,False,False,False
CHEMBL204_Ki,53,calibration,CHEMBL204_Ki:477,CHEMBL204_Ki:501,False,False,False
CHEMBL204_Ki,54,calibration,CHEMBL204_Ki:482,CHEMBL204_Ki:486,False,False,False
CHEMBL204_Ki,51,test,CHEMBL204_Ki:487,CHEMBL204_Ki:493,False,False,False
CHEMBL204_Ki,52,test,CHEMBL204_Ki:498,CHEMBL204_Ki:502,False,False,False
CHEMBL204_Ki,58,calibration,CHEMBL204_Ki:523,CHEMBL204_Ki:577,False,False,False
CHEMBL204_Ki,56,test,CHEMBL204_Ki:529,CHEMBL204_Ki:567,False,False,False
CHEMBL204_Ki,63,calibration,CHEMBL204_Ki:552,CHEMBL204_Ki:1854,False,False,False
CHEMBL204_Ki,65,calibration,CHEMBL204_Ki:584,CHEMBL204_Ki:2662,False,False,False
CHEMBL204_Ki,67,test,CHEMBL204_Ki:606,CHEMBL204_Ki:1511,False,False,False
CHEMBL204_Ki,70,test,CHEMBL204_Ki:619,CHEMBL204_Ki:691,False,False,False
CHEMBL204_Ki,73,test,CHEMBL204_Ki:639,CHEMBL204_Ki:1179,False,False,False
CHEMBL204_Ki,74,calibration,CHEMBL204_Ki:641,CHEMBL204_Ki:644,False,False,False
CHEMBL204_Ki,68,calibration,CHEMBL204_Ki:717,CHEMBL204_Ki:735,False,False,False
CHEMBL204_Ki,79,calibration,CHEMBL204_Ki:810,CHEMBL204_Ki:827,False,False,False
CHEMBL204_Ki,81,test,CHEMBL204_Ki:825,CHEMBL204_Ki:1127,False,False,False
CHEMBL204_Ki,82,test,CHEMBL204_Ki:835,CHEMBL204_Ki:843,False,False,False
CHEMBL204_Ki,84,test,CHEMBL204_Ki:848,CHEMBL204_Ki:856,False,False,False
CHEMBL204_Ki,4,test,CHEMBL204_Ki:912,CHEMBL204_Ki:1411,False,False,False
CHEMBL204_Ki,90,calibration,CHEMBL204_Ki:944,CHEMBL204_Ki:951,False,False,False
CHEMBL204_Ki,88,calibration,CHEMBL204_Ki:975,CHEMBL204_Ki:1006,False,False,False
CHEMBL204_Ki,55,test,CHEMBL204_Ki:995,CHEMBL204_Ki:999,False,False,False
CHEMBL204_Ki,91,calibration,CHEMBL204_Ki:1022,CHEMBL204_Ki:1028,False,False,False
CHEMBL204_Ki,92,calibration,CHEMBL204_Ki:1027,CHEMBL204_Ki:1058,False,False,False
CHEMBL204_Ki,96,calibration,CHEMBL204_Ki:1201,CHEMBL204_Ki:1228,False,False,False
CHEMBL204_Ki,16,test,CHEMBL204_Ki:1224,CHEMBL204_Ki:1713,False,False,False
CHEMBL204_Ki,95,calibration,CHEMBL204_Ki:1238,CHEMBL204_Ki:1279,False,False,False
CHEMBL204_Ki,93,test,CHEMBL204_Ki:1246,CHEMBL204_Ki:1721,False,False,False
CHEMBL204_Ki,98,test,CHEMBL204_Ki:1272,CHEMBL204_Ki:1289,False,False,False
CHEMBL204_Ki,100,calibration,CHEMBL204_Ki:1296,CHEMBL204_Ki:1737,False,False,False
CHEMBL204_Ki,102,calibration,CHEMBL204_Ki:1314,CHEMBL204_Ki:1387,False,False,False
CHEMBL204_Ki,103,calibration,CHEMBL204_Ki:1316,CHEMBL204_Ki:1379,False,False,False
CHEMBL204_Ki,104,test,CHEMBL204_Ki:1358,CHEMBL204_Ki:1406,False,False,False
CHEMBL204_Ki,83,test,CHEMBL204_Ki:1405,CHEMBL204_Ki:1477,False,False,False
CHEMBL204_Ki,41,test,CHEMBL204_Ki:1430,CHEMBL204_Ki:1482,False,False,False
CHEMBL204_Ki,108,test,CHEMBL204_Ki:1441,CHEMBL204_Ki:1452,False,False,False
CHEMBL204_Ki,106,test,CHEMBL204_Ki:1442,CHEMBL204_Ki:1489,False,False,False
CHEMBL204_Ki,109,calibration,CHEMBL204_Ki:1451,CHEMBL204_Ki:1459,False,False,False
CHEMBL204_Ki,39,test,CHEMBL204_Ki:1457,CHEMBL204_Ki:1500,False,False,False
CHEMBL204_Ki,110,test,CHEMBL204_Ki:1492,CHEMBL204_Ki:1493,False,False,False
CHEMBL204_Ki,114,calibration,CHEMBL204_Ki:1512,CHEMBL204_Ki:1520,False,False,False
CHEMBL204_Ki,115,calibration,CHEMBL204_Ki:1517,CHEMBL204_Ki:1534,False,False,False
CHEMBL204_Ki,116,test,CHEMBL204_Ki:1537,CHEMBL204_Ki:1556,False,False,False
CHEMBL204_Ki,117,test,CHEMBL204_Ki:1560,CHEMBL204_Ki:1571,False,False,False
CHEMBL204_Ki,123,calibration,CHEMBL204_Ki:1635,CHEMBL204_Ki:1652,False,False,False
CHEMBL204_Ki,121,calibration,CHEMBL204_Ki:1647,CHEMBL204_Ki:1663,False,False,False
CHEMBL204_Ki,124,test,CHEMBL204_Ki:1668,CHEMBL204_Ki:1699,False,False,False
CHEMBL204_Ki,24,test,CHEMBL204_Ki:1744,CHEMBL204_Ki:1755,False,False,False
CHEMBL204_Ki,133,test,CHEMBL204_Ki:1816,CHEMBL204_Ki:1818,False,False,False
CHEMBL204_Ki,134,test,CHEMBL204_Ki:1830,CHEMBL204_Ki:2706,False,False,False
CHEMBL204_Ki,135,calibration,CHEMBL204_Ki:1832,CHEMBL204_Ki:1834,False,False,False
CHEMBL204_Ki,66,test,CHEMBL204_Ki:1850,CHEMBL204_Ki:1856,False,False,False
CHEMBL204_Ki,141,calibration,CHEMBL204_Ki:1942,CHEMBL204_Ki:1943,False,False,False
CHEMBL204_Ki,144,test,CHEMBL204_Ki:1970,CHEMBL204_Ki:1986,False,False,False
CHEMBL204_Ki,145,calibration,CHEMBL204_Ki:1991,CHEMBL204_Ki:1996,False,False,False
CHEMBL204_Ki,146,calibration,CHEMBL204_Ki:2042,CHEMBL204_Ki:2045,False,False,False
CHEMBL204_Ki,147,test,CHEMBL204_Ki:2060,CHEMBL204_Ki:2063,False,False,False
CHEMBL204_Ki,150,calibration,CHEMBL204_Ki:2113,CHEMBL204_Ki:2124,False,False,False
CHEMBL204_Ki,151,calibration,CHEMBL204_Ki:2143,CHEMBL204_Ki:2149,False,False,False
CHEMBL204_Ki,152,calibration,CHEMBL204_Ki:2174,CHEMBL204_Ki:2181,False,False,False
CHEMBL204_Ki,153,calibration,CHEMBL204_Ki:2187,CHEMBL204_Ki:2352,False,False,False
CHEMBL204_Ki,154,calibration,CHEMBL204_Ki:2191,CHEMBL204_Ki:2193,False,False,False
CHEMBL204_Ki,156,test,CHEMBL204_Ki:2203,CHEMBL204_Ki:2210,False,False,False
CHEMBL204_Ki,155,test,CHEMBL204_Ki:2206,CHEMBL204_Ki:2370,False,False,False
CHEMBL204_Ki,159,calibration,CHEMBL204_Ki:2276,CHEMBL204_Ki:2282,False,False,False
CHEMBL204_Ki,142,test,CHEMBL204_Ki:2316,CHEMBL204_Ki:2317,False,False,False
CHEMBL204_Ki,164,calibration,CHEMBL204_Ki:2375,CHEMBL204_Ki:2376,False,False,False
CHEMBL204_Ki,166,calibration,CHEMBL204_Ki:2415,CHEMBL204_Ki:2416,False,False,False
CHEMBL204_Ki,168,calibration,CHEMBL204_Ki:2437,CHEMBL204_Ki:2483,False,False,False
CHEMBL204_Ki,172,test,CHEMBL204_Ki:2451,CHEMBL204_Ki:2462,False,False,False
CHEMBL204_Ki,173,calibration,CHEMBL204_Ki:2482,CHEMBL204_Ki:2484,False,False,False
CHEMBL204_Ki,178,test,CHEMBL204_Ki:2577,CHEMBL204_Ki:2580,False,False,False
CHEMBL204_Ki,180,calibration,CHEMBL204_Ki:2641,CHEMBL204_Ki:2642,False,False,False
CHEMBL204_Ki,181,calibration,CHEMBL204_Ki:2646,CHEMBL204_Ki:2648,False,False,False
CHEMBL204_Ki,182,calibration,CHEMBL204_Ki:2658,CHEMBL204_Ki:2659,False,False,False
CHEMBL204_Ki,128,calibration,CHEMBL204_Ki:2734,CHEMBL204_Ki:2735,False,False,False
CHEMBL204_Ki,189,test,CHEMBL204_Ki:2747,CHEMBL204_Ki:2752,False,False,False
CHEMBL2147_Ki,1,calibration,CHEMBL2147_Ki:22,CHEMBL2147_Ki:1445,False,False,False
CHEMBL2147_Ki,2,calibration,CHEMBL2147_Ki:36,CHEMBL2147_Ki:37,False,False,False
CHEMBL2147_Ki,5,test,CHEMBL2147_Ki:130,CHEMBL2147_Ki:534,False,False,False
CHEMBL2147_Ki,6,test,CHEMBL2147_Ki:131,CHEMBL2147_Ki:270,False,False,False
CHEMBL2147_Ki,7,test,CHEMBL2147_Ki:137,CHEMBL2147_Ki:605,False,False,False
CHEMBL2147_Ki,8,test,CHEMBL2147_Ki:152,CHEMBL2147_Ki:581,False,False,False
CHEMBL2147_Ki,11,calibration,CHEMBL2147_Ki:176,CHEMBL2147_Ki:438,False,False,False
CHEMBL2147_Ki,13,test,CHEMBL2147_Ki:191,CHEMBL2147_Ki:348,False,False,False
CHEMBL2147_Ki,15,test,CHEMBL2147_Ki:378,CHEMBL2147_Ki:630,False,False,False
CHEMBL2147_Ki,16,calibration,CHEMBL2147_Ki:396,CHEMBL2147_Ki:611,False,False,False
CHEMBL2147_Ki,18,test,CHEMBL2147_Ki:445,CHEMBL2147_Ki:541,False,False,False
CHEMBL2147_Ki,14,calibration,CHEMBL2147_Ki:467,CHEMBL2147_Ki:494,False,False,False
CHEMBL2147_Ki,21,calibration,CHEMBL2147_Ki:663,CHEMBL2147_Ki:665,False,False,False
CHEMBL2147_Ki,24,calibration,CHEMBL2147_Ki:708,CHEMBL2147_Ki:709,False,False,False
CHEMBL2147_Ki,26,calibration,CHEMBL2147_Ki:722,CHEMBL2147_Ki:1440,False,False,False
CHEMBL2147_Ki,28,calibration,CHEMBL2147_Ki:800,CHEMBL2147_Ki:1139,False,False,False
CHEMBL2147_Ki,35,calibration,CHEMBL2147_Ki:825,CHEMBL2147_Ki:1177,False,False,False
CHEMBL2147_Ki,34,calibration,CHEMBL2147_Ki:828,CHEMBL2147_Ki:830,False,False,False
CHEMBL2147_Ki,36,test,CHEMBL2147_Ki:834,CHEMBL2147_Ki:837,False,False,False
CHEMBL2147_Ki,39,test,CHEMBL2147_Ki:922,CHEMBL2147_Ki:931,False,False,False
CHEMBL2147_Ki,42,test,CHEMBL2147_Ki:1070,CHEMBL2147_Ki:1286,False,False,False
CHEMBL2147_Ki,43,calibration,CHEMBL2147_Ki:1083,CHEMBL2147_Ki:1084,False,False,False
CHEMBL2147_Ki,44,test,CHEMBL2147_Ki:1146,CHEMBL2147_Ki:1149,False,False,False
CHEMBL2147_Ki,47,calibration,CHEMBL2147_Ki:1180,CHEMBL2147_Ki:1183,False,False,False
CHEMBL2147_Ki,48,test,CHEMBL2147_Ki:1227,CHEMBL2147_Ki:1249,False,False,False
CHEMBL2147_Ki,51,test,CHEMBL2147_Ki:1353,CHEMBL2147_Ki:1354,False,False,False
CHEMBL2147_Ki,52,test,CHEMBL2147_Ki:1447,CHEMBL2147_Ki:1449,False,False,False
CHEMBL214_Ki,1,calibration,CHEMBL214_Ki:6,CHEMBL214_Ki:58,False,False,False
CHEMBL214_Ki,4,test,CHEMBL214_Ki:30,CHEMBL214_Ki:31,False,False,False
CHEMBL214_Ki,5,calibration,CHEMBL214_Ki:36,CHEMBL214_Ki:3234,False,False,False
CHEMBL214_Ki,6,calibration,CHEMBL214_Ki:50,CHEMBL214_Ki:61,False,False,False
CHEMBL214_Ki,10,calibration,CHEMBL214_Ki:82,CHEMBL214_Ki:106,False,False,False
CHEMBL214_Ki,7,test,CHEMBL214_Ki:86,CHEMBL214_Ki:105,False,False,False
CHEMBL214_Ki,9,calibration,CHEMBL214_Ki:94,CHEMBL214_Ki:139,False,False,False
CHEMBL214_Ki,17,test,CHEMBL214_Ki:176,CHEMBL214_Ki:177,False,False,False
CHEMBL214_Ki,2,calibration,CHEMBL214_Ki:189,CHEMBL214_Ki:261,False,False,False
CHEMBL214_Ki,23,test,CHEMBL214_Ki:269,CHEMBL214_Ki:281,False,False,False
CHEMBL214_Ki,25,test,CHEMBL214_Ki:297,CHEMBL214_Ki:298,False,False,False
CHEMBL214_Ki,26,calibration,CHEMBL214_Ki:344,CHEMBL214_Ki:358,False,False,False
CHEMBL214_Ki,28,calibration,CHEMBL214_Ki:357,CHEMBL214_Ki:956,False,False,False
CHEMBL214_Ki,30,calibration,CHEMBL214_Ki:372,CHEMBL214_Ki:388,False,False,False
CHEMBL214_Ki,31,calibration,CHEMBL214_Ki:376,CHEMBL214_Ki:380,False,False,False
CHEMBL214_Ki,34,calibration,CHEMBL214_Ki:410,CHEMBL214_Ki:418,False,False,False
CHEMBL214_Ki,37,calibration,CHEMBL214_Ki:438,CHEMBL214_Ki:1836,False,False,False
CHEMBL214_Ki,39,test,CHEMBL214_Ki:447,CHEMBL214_Ki:465,False,False,False
CHEMBL214_Ki,42,test,CHEMBL214_Ki:487,CHEMBL214_Ki:499,False,False,False
CHEMBL214_Ki,44,calibration,CHEMBL214_Ki:518,CHEMBL214_Ki:546,False,False,False
CHEMBL214_Ki,48,test,CHEMBL214_Ki:565,CHEMBL214_Ki:579,False,False,False
CHEMBL214_Ki,14,calibration,CHEMBL214_Ki:578,CHEMBL214_Ki:1077,False,False,False
CHEMBL214_Ki,49,test,CHEMBL214_Ki:589,CHEMBL214_Ki:2203,False,False,False
CHEMBL214_Ki,50,calibration,CHEMBL214_Ki:595,CHEMBL214_Ki:605,False,False,False
CHEMBL214_Ki,52,test,CHEMBL214_Ki:632,CHEMBL214_Ki:2369,False,False,False
CHEMBL214_Ki,54,calibration,CHEMBL214_Ki:651,CHEMBL214_Ki:661,False,False,False
CHEMBL214_Ki,57,calibration,CHEMBL214_Ki:669,CHEMBL214_Ki:1606,False,False,False
CHEMBL214_Ki,60,calibration,CHEMBL214_Ki:725,CHEMBL214_Ki:752,False,False,False
CHEMBL214_Ki,61,calibration,CHEMBL214_Ki:732,CHEMBL214_Ki:866,False,False,False
CHEMBL214_Ki,62,test,CHEMBL214_Ki:734,CHEMBL214_Ki:973,False,False,False
CHEMBL214_Ki,63,test,CHEMBL214_Ki:741,CHEMBL214_Ki:745,False,False,False
CHEMBL214_Ki,64,test,CHEMBL214_Ki:773,CHEMBL214_Ki:774,False,False,False
CHEMBL214_Ki,67,test,CHEMBL214_Ki:786,CHEMBL214_Ki:800,False,False,False
CHEMBL214_Ki,72,test,CHEMBL214_Ki:817,CHEMBL214_Ki:838,False,False,False
CHEMBL214_Ki,74,test,CHEMBL214_Ki:832,CHEMBL214_Ki:834,False,False,False
CHEMBL214_Ki,78,test,CHEMBL214_Ki:856,CHEMBL214_Ki:857,False,False,False
CHEMBL214_Ki,77,calibration,CHEMBL214_Ki:860,CHEMBL214_Ki:861,False,False,False
CHEMBL214_Ki,80,calibration,CHEMBL214_Ki:880,CHEMBL214_Ki:882,False,False,False
CHEMBL214_Ki,82,calibration,CHEMBL214_Ki:944,CHEMBL214_Ki:945,False,False,False
CHEMBL214_Ki,85,calibration,CHEMBL214_Ki:965,CHEMBL214_Ki:970,False,False,False
CHEMBL214_Ki,55,calibration,CHEMBL214_Ki:1075,CHEMBL214_Ki:1169,False,False,False
CHEMBL214_Ki,89,calibration,CHEMBL214_Ki:1091,CHEMBL214_Ki:1687,False,False,False
CHEMBL214_Ki,90,calibration,CHEMBL214_Ki:1098,CHEMBL214_Ki:1686,False,False,False
CHEMBL214_Ki,91,test,CHEMBL214_Ki:1111,CHEMBL214_Ki:1113,False,False,False
CHEMBL214_Ki,93,test,CHEMBL214_Ki:1120,CHEMBL214_Ki:2373,False,False,False
CHEMBL214_Ki,95,test,CHEMBL214_Ki:1139,CHEMBL214_Ki:1144,False,False,False
CHEMBL214_Ki,12,test,CHEMBL214_Ki:1156,CHEMBL214_Ki:2185,False,False,False
CHEMBL214_Ki,96,calibration,CHEMBL214_Ki:1181,CHEMBL214_Ki:1182,False,False,False
CHEMBL214_Ki,79,test,CHEMBL214_Ki:1184,CHEMBL214_Ki:1186,False,False,False
CHEMBL214_Ki,98,test,CHEMBL214_Ki:1210,CHEMBL214_Ki:1211,False,False,False
CHEMBL214_Ki,99,test,CHEMBL214_Ki:1218,CHEMBL214_Ki:1231,False,False,False
CHEMBL214_Ki,100,test,CHEMBL214_Ki:1226,CHEMBL214_Ki:1230,False,False,False
CHEMBL214_Ki,103,test,CHEMBL214_Ki:1279,CHEMBL214_Ki:1280,False,False,False
CHEMBL214_Ki,104,test,CHEMBL214_Ki:1291,CHEMBL214_Ki:2303,False,False,False
CHEMBL214_Ki,105,calibration,CHEMBL214_Ki:1304,CHEMBL214_Ki:1322,False,False,False
CHEMBL214_Ki,107,calibration,CHEMBL214_Ki:1311,CHEMBL214_Ki:1324,False,False,False
CHEMBL214_Ki,108,test,CHEMBL214_Ki:1334,CHEMBL214_Ki:1340,False,False,False
CHEMBL214_Ki,113,test,CHEMBL214_Ki:1377,CHEMBL214_Ki:1380,False,False,False
CHEMBL214_Ki,106,calibration,CHEMBL214_Ki:1386,CHEMBL214_Ki:1717,False,False,False
CHEMBL214_Ki,115,calibration,CHEMBL214_Ki:1388,CHEMBL214_Ki:1401,False,False,False
CHEMBL214_Ki,116,calibration,CHEMBL214_Ki:1402,CHEMBL214_Ki:1726,False,False,False
CHEMBL214_Ki,118,test,CHEMBL214_Ki:1405,CHEMBL214_Ki:1409,False,False,False
CHEMBL214_Ki,119,test,CHEMBL214_Ki:1422,CHEMBL214_Ki:1444,False,False,False
CHEMBL214_Ki,123,test,CHEMBL214_Ki:1458,CHEMBL214_Ki:1459,False,False,False
CHEMBL214_Ki,125,calibration,CHEMBL214_Ki:1473,CHEMBL214_Ki:2114,False,False,False
CHEMBL214_Ki,126,test,CHEMBL214_Ki:1486,CHEMBL214_Ki:1502,False,False,False
