dataset,pair_index,left_index,right_index,component_id,component_split,is_sentinel,potency_difference,distance_to_component_median,component_pair_count,component_median_potency_difference,original_pair_index,original_left_index,original_right_index,original_potency_difference,same_as_original,mcs_atoms,match,rationale_left,rationale_right,rationale_valid,rationale_failure_reason,positive_atoms,total_atoms,valid_normalized_ap_prevalence
CHEMBL1871_Ki,19,135,138,9,test,True,1.1923284579263669,0.02053039129785894,8,1.171798066628508,35,228,239,1.9738971974357948,False,20,"[[1, 0], [3, 1], [4, 2], [5, 3], [6, 4], [7, 5], [8, 6], [9, 7], [10, 8], [11, 9], [12, 10], [13, 11], [14, 12], [15, 13], [16, 14], [17, 15], [18, 16], [19, 17], [20, 18], [21, 19]]","[0, 1, 2, 3]",[],True,,4,42,True
CHEMBL1871_Ki,25,182,185,12,test,True,1.079181246047625,0.0,1,1.079181246047625,25,182,185,1.079181246047625,True,32,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [18, 19], [19, 18], [20, 17], [21, 22], [23, 21], [24, 20], [25, 23], [26, 24], [27, 25], [28, 26], [29, 27], [30, 28], [31, 29], [32, 30], [33, 31]]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[14, 15, 16, 17, 18, 22]",True,,17,66,True
CHEMBL1871_Ki,27,207,245,14,test,True,1.7160033436347994,0.017381053129606805,16,1.6986222905051926,53,313,315,3.3010299956639795,False,24,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [13, 16], [14, 19], [15, 18], [16, 17], [17, 12], [18, 13], [19, 15], [20, 14], [22, 20], [23, 21], [24, 22], [25, 23]]","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]","[12, 13, 14, 15, 16, 17, 18, 19]",True,,20,50,True
CHEMBL1871_Ki,44,248,253,18,test,True,1.637989780784685,0.0,3,1.637989780784685,43,248,252,1.984777267009341,False,18,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17]]","[16, 17, 18]",[],True,,3,37,True
CHEMBL1871_Ki,47,258,270,19,test,True,1.182414652434554,0.017609120554145097,6,1.164805531880409,48,258,271,1.4189866588716162,False,17,"[[1, 4], [2, 3], [3, 5], [4, 6], [5, 7], [6, 8], [7, 9], [8, 10], [9, 11], [10, 12], [11, 13], [12, 14], [13, 15], [14, 16], [15, 17], [16, 18], [17, 19]]","[0, 1, 2, 3]","[0, 1, 2, 3, 4]",True,,9,38,True
CHEMBL1871_Ki,77,406,409,25,test,True,1.1362197470179876,0.028452425668237247,2,1.1646721726862248,78,408,409,1.193124598354462,False,24,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 9], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [22, 23], [23, 24]]",[],"[6, 7, 8, 9]",True,,4,49,True
CHEMBL1871_Ki,125,574,576,35,test,True,1.0251681251805502,0.0,1,1.0251681251805502,125,574,576,1.0251681251805502,True,32,"[[2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24], [25, 25], [26, 26], [27, 30], [29, 29], [30, 28], [31, 27], [32, 31], [33, 32], [34, 33]]","[0, 1, 2, 3, 4, 26, 27, 28, 29, 30]","[0, 1, 2, 3, 4, 26, 28, 29, 30]",True,,19,69,True
CHEMBL1871_Ki,127,597,600,37,test,True,1.712758288821652,0.206090223893324,2,1.918848512714976,128,597,605,2.1249387366083,False,26,"[[0, 0], [1, 1], [2, 2], [3, 3], [7, 5], [8, 6], [9, 7], [10, 8], [11, 9], [12, 10], [13, 11], [14, 12], [15, 13], [16, 14], [17, 15], [18, 16], [19, 17], [20, 18], [21, 19], [22, 20], [23, 21], [24, 22], [25, 23], [26, 24], [27, 25], [28, 26]]","[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5]",True,,10,56,True
CHEMBL1871_Ki,130,601,602,38,test,True,1.221848749616356,0.0,5,1.221848749616356,132,602,609,1.4685210829577446,False,27,"[[4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [22, 23], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29], [29, 30], [30, 31]]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5, 6]",True,,13,63,True
CHEMBL2034_Ki,4,14,34,1,test,True,1.4838546373786308,0.003994937080870731,126,1.4878495744595015,9,14,69,3.1760912590556813,False,26,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [22, 23], [23, 25], [24, 24], [25, 26]]",[],"[10, 11, 12]",True,,3,53,True
CHEMBL2034_Ki,104,49,104,3,test,True,1.4194049627698924,0.0,1,1.4194049627698924,104,49,104,1.4194049627698924,True,29,"[[0, 0], [1, 1], [2, 2], [4, 3], [5, 5], [6, 4], [7, 6], [8, 7], [9, 8], [10, 9], [11, 10], [12, 11], [13, 12], [14, 13], [15, 14], [16, 15], [17, 16], [18, 17], [19, 18], [20, 19], [21, 20], [22, 21], [23, 22], [24, 23], [25, 24], [26, 25], [27, 26], [28, 27], [29, 28]]","[0, 1, 2, 3, 4, 13]","[0, 1, 2, 3, 12]",True,,11,59,True
CHEMBL2034_Ki,134,109,114,8,test,True,1.219037772282527,0.0,1,1.219037772282527,134,109,114,1.219037772282527,True,27,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 5], [5, 4], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24], [26, 25], [27, 26]]","[23, 24, 25, 26]",[],True,,4,55,True
CHEMBL2034_Ki,139,172,173,9,test,True,1.2730012720637376,0.0691513490831408,6,1.2038499229805968,137,165,172,1.4771212547196608,False,31,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [24, 24], [25, 25], [26, 26], [27, 27], [28, 28], [29, 30], [30, 29], [31, 31]]","[17, 21, 22, 23]","[17, 21, 22, 23]",True,,8,64,True
CHEMBL2034_Ki,153,247,256,16,test,True,1.0819563001023962,0.03445908530015185,4,1.116415385402548,154,251,256,1.1670900149408912,False,36,"[[3, 3], [4, 2], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24], [25, 25], [26, 26], [27, 27], [28, 28], [29, 37], [30, 36], [31, 31], [32, 32], [33, 35], [34, 34], [35, 33], [36, 30], [37, 29], [38, 38]]","[0, 1, 2, 3, 4, 5, 6]","[0, 1, 2, 3, 4, 5, 6]",True,,14,78,True
CHEMBL2034_Ki,176,300,301,20,test,True,1.2342172268589655,0.0,1,1.2342172268589655,176,300,301,1.2342172268589655,True,21,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24]]","[4, 5, 6, 7, 8, 9]","[4, 5, 6, 7, 8, 9]",True,,12,50,True
CHEMBL2034_Ki,232,488,490,31,test,True,1.3802112417116064,0.0,1,1.3802112417116064,232,488,490,1.3802112417116064,True,31,"[[2, 2], [3, 1], [4, 31], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 22], [22, 21], [23, 23], [24, 24], [25, 25], [26, 26], [27, 27], [28, 28], [29, 29], [30, 30], [31, 4], [32, 3]]","[0, 1, 2, 3, 32]","[0, 1, 2, 31]",True,,9,65,True
CHEMBL2034_Ki,238,512,517,34,test,True,1.0969100130080562,0.0,1,1.0969100130080562,238,512,517,1.0969100130080562,True,22,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [13, 13], [14, 14], [15, 25], [16, 24], [17, 17], [18, 18], [19, 23], [20, 22], [21, 21], [22, 20], [23, 19], [24, 16], [25, 15], [26, 26]]","[6, 7, 8, 9, 10, 11, 12]","[6, 7, 8, 9, 10, 11, 12]",True,,14,54,True
CHEMBL2034_Ki,253,586,588,36,test,True,1.1836443969461277,0.0,9,1.1836443969461277,250,569,588,1.4210053127407312,False,28,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24], [25, 25], [26, 26], [32, 33]]","[25, 26, 27, 28, 29, 30, 31]","[25, 26, 27, 28, 29, 30, 31, 32]",True,,15,67,True
CHEMBL2034_Ki,260,599,601,38,test,True,1.113943352306837,0.0,11,1.113943352306837,258,596,601,1.6454222693490923,False,37,"[[0, 10], [1, 8], [2, 9], [3, 6], [4, 7], [5, 5], [6, 3], [7, 4], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24], [25, 25], [26, 26], [27, 27], [28, 28], [29, 29], [30, 30], [31, 31], [32, 32], [33, 33], [34, 34], [35, 35], [36, 36], [37, 37], [38, 38], [39, 39]]","[5, 6, 7, 8, 9, 10]","[0, 1, 2, 3, 4, 5]",True,,12,80,True
CHEMBL2034_Ki,267,626,628,41,test,True,1.0028856882374884,0.0,1,1.0028856882374884,267,626,628,1.0028856882374884,True,22,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [16, 14], [17, 15], [18, 16], [19, 17], [20, 18], [21, 19], [22, 20], [23, 22], [24, 21]]","[7, 10, 11, 12, 13, 14, 15]","[7, 11, 12, 13]",True,,11,48,True
CHEMBL2034_Ki,285,719,724,46,test,True,1.4000090877982512,0.04999442217486472,36,1.450003509973116,308,726,737,2.600037992346177,False,28,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [22, 23], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28]]",[],"[9, 10, 11, 12]",True,,4,57,True
CHEMBL2047_EC50,13,16,472,0,test,True,1.3900514964589874,4.0208729112922725e-05,74,1.3900112877298745,64,168,486,2.770852011642144,False,27,"[[2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 19], [17, 20], [18, 21], [19, 22], [20, 23], [21, 24], [22, 26], [24, 18], [25, 17], [26, 16], [27, 27], [28, 28], [29, 29]]","[0, 1, 2, 3, 20, 21, 22, 23, 28]","[0, 1, 2, 3, 23, 24, 25, 26, 28]",True,,18,60,True
CHEMBL2047_EC50,345,581,590,2,test,True,1.257920650392994,0.18733433312952474,4,1.4452549835225188,6,10,590,2.295347148333618,False,24,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 26], [20, 22], [21, 21], [26, 20], [27, 19]]","[20, 21, 22, 23, 24, 25, 26]","[21, 22, 23, 24, 25, 26]",True,,13,55,True
CHEMBL2047_EC50,15,30,285,3,test,True,1.0781747693934438,0.18276136491963424,2,1.260936134313078,42,84,285,1.4436974992327123,False,30,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 26], [15, 25], [16, 16], [17, 17], [18, 18], [19, 19], [20, 24], [21, 23], [22, 22], [23, 21], [24, 20], [26, 15], [27, 14], [28, 27], [29, 28], [34, 35]]","[11, 19, 23, 24, 25, 28, 29, 30, 31, 32, 33]","[11, 27, 28, 29, 30, 31, 32, 33, 34]",True,,20,71,True
CHEMBL2047_EC50,38,57,284,5,test,True,1.2970166847631823,0.0,1,1.2970166847631823,38,57,284,1.2970166847631823,True,31,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 26], [15, 25], [16, 16], [17, 17], [18, 22], [19, 21], [20, 20], [21, 19], [22, 18], [26, 15], [27, 14], [28, 27], [29, 28], [30, 29], [31, 31], [32, 30], [33, 32]]","[19, 20, 21, 22, 23, 24, 25]","[17, 21, 22, 23, 24]",True,,12,67,True
CHEMBL2047_EC50,51,150,154,8,test,True,1.1249387366083,0.0,1,1.1249387366083,51,150,154,1.1249387366083,True,38,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 14], [14, 16], [15, 17], [16, 18], [17, 19], [18, 20], [19, 21], [20, 22], [21, 23], [22, 24], [23, 25], [24, 26], [25, 27], [26, 28], [27, 29], [28, 30], [29, 31], [30, 32], [31, 33], [32, 34], [33, 35], [34, 36], [35, 37], [36, 38], [37, 39]]",[],"[11, 12, 13, 14, 15, 16]",True,,6,78,True
CHEMBL2047_EC50,116,191,202,13,test,True,1.1969807345155727,0.0,39,1.1969807345155727,121,191,211,1.843205686336552,False,36,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 18], [16, 19], [17, 23], [18, 22], [20, 21], [21, 20], [22, 24], [23, 25], [24, 26], [25, 27], [26, 29], [27, 28], [28, 30], [29, 31], [30, 32], [31, 33], [32, 34], [33, 35], [34, 36], [35, 37], [36, 38]]","[13, 14, 15, 16, 17, 18, 19, 20, 21, 22]","[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",True,,22,76,True
CHEMBL2047_EC50,161,309,310,17,test,True,1.3916910593950362,0.0,3,1.3916910593950362,163,310,321,1.981516594305988,False,28,"[[1, 24], [4, 23], [5, 22], [6, 21], [7, 20], [8, 18], [9, 19], [10, 17], [11, 16], [12, 15], [13, 14], [14, 13], [15, 12], [16, 11], [17, 9], [18, 10], [19, 8], [20, 7], [21, 6], [22, 5], [23, 4], [24, 3], [25, 1], [26, 0], [27, 2], [28, 30], [29, 29], [30, 28]]","[0, 1, 2, 3, 4]","[23, 24, 25, 26, 27]",True,,10,62,True
CHEMBL2047_EC50,165,333,340,19,test,True,1.5368894597231524,0.05204429881758976,2,1.5889337585407421,166,334,340,1.640978057358332,False,28,"[[1, 14], [2, 13], [3, 12], [4, 11], [5, 9], [6, 10], [7, 8], [8, 7], [9, 6], [10, 5], [11, 4], [12, 3], [13, 1], [14, 0], [15, 2], [16, 31], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 30], [23, 29], [24, 24], [25, 25], [29, 23], [30, 22], [31, 16]]","[0, 1, 2, 24, 25, 26, 27, 28, 31]","[13, 14, 15, 16, 24, 25, 26, 27, 28]",True,,18,64,True
CHEMBL2047_EC50,337,540,573,30,test,True,1.927712461900275,0.0,5,1.927712461900275,342,553,573,2.732996528111129,False,33,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [9, 8], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24], [25, 25], [26, 26], [27, 27], [28, 28], [29, 29], [30, 30], [31, 31], [32, 32], [33, 33], [34, 34]]","[5, 7, 8, 9, 10]","[5, 7, 8, 9, 10]",True,,10,70,True
CHEMBL2047_EC50,343,579,584,31,test,True,1.0988359340440956,0.04120510808891087,2,1.1400410421330065,344,579,594,1.1812461502219174,False,26,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 19], [19, 18], [20, 25], [21, 24], [22, 21], [23, 22], [24, 23], [25, 20]]","[16, 17, 18, 19, 25]","[16, 17, 18, 19, 25]",True,,10,52,True
CHEMBL204_Ki,29,38,1141,0,test,True,1.3399480616943509,0.0,9,1.3399480616943509,0,0,29,1.921361283044669,False,33,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [13, 13], [14, 14], [18, 19], [19, 20], [20, 21], [21, 22], [22, 23], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29], [29, 30], [30, 31], [31, 32], [32, 33], [33, 34], [34, 35], [35, 36], [36, 37]]","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 33, 34]","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 34, 35]",True,,25,75,True
CHEMBL204_Ki,45,77,1411,4,test,True,1.7436797393055006,0.06419057101103665,18,1.679489168294464,692,912,1411,2.340538536947655,False,25,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [9, 9], [10, 8], [12, 10], [13, 11], [14, 12], [15, 13], [16, 14], [17, 15], [18, 16], [19, 17], [20, 18], [21, 19], [22, 20], [23, 21], [24, 22], [25, 23], [26, 24]]","[6, 7, 8, 9, 10, 11, 12]","[6, 7, 8, 9, 10]",True,,12,52,True
CHEMBL204_Ki,328,441,466,16,test,True,1.867374434725409,0.0,51,1.867374434725409,775,1224,1713,3.845098040014258,False,24,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [23, 23], [24, 24], [26, 27]]","[8, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]","[8, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]",True,,43,79,True
CHEMBL204_Ki,77,133,263,17,test,True,1.3222192947339195,0.0,1,1.3222192947339195,77,133,263,1.3222192947339195,True,32,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 19], [18, 20], [19, 21], [23, 22], [24, 23], [25, 24], [26, 32], [27, 31], [28, 27], [29, 28], [30, 29], [31, 30], [32, 26], [33, 25], [34, 33]]","[15, 16, 17, 18, 19, 20, 21, 22]","[15, 16, 17, 18, 19, 20]",True,,14,69,True
CHEMBL204_Ki,88,153,212,20,test,True,1.391206626013069,0.0,3,1.391206626013069,128,171,212,1.463757293161681,False,31,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 24], [28, 25], [29, 26], [30, 27], [31, 28], [32, 29], [33, 30]]","[23, 24, 25, 26, 27, 28, 29, 31]","[23, 24, 25, 26, 28]",True,,13,65,True
CHEMBL204_Ki,118,165,193,23,test,True,1.5228787452803374,0.0,5,1.5228787452803374,127,169,193,1.8239087409443189,False,31,"[[0, 0], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 8], [8, 9], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 7], [18, 18], [19, 19], [20, 20], [21, 21], [22, 22], [23, 23], [24, 30], [25, 29], [26, 28], [27, 26], [28, 27], [29, 25], [30, 24]]","[5, 6, 7, 8, 17, 22, 23, 24, 25, 30]","[6, 7, 8, 9, 18, 22, 23, 24, 25, 29, 30, 31]",True,,22,63,True
